run,config_label,model,iteration,delta_coh,U,sector,Lambda,z_shift,nkeep,beta0,Gamma_PT,Delta_eff,F_lambda,soc_lambda,z_center_real,z_center_imag,s_real,s_imag,s_abs,y_real,y_imag,y_abs,B_frobenius,alignment,trace_fraction,support,max_residual,biorth_error,reliable,tracking_cost,rank_minus,rank_plus,B0_real,B0_imag,Bx_real,Bx_imag,By_real,By_imag,Bz_real,Bz_imag,Bx_abs,By_abs,Bz_abs,nilpotent_mismatch
adapter/output/jordan_comprehensive/reference/scalar/delta_1.0e-04/U_0.000000,reference,scalar,5,0.0001,0.0,1,3.0,0.5,320,0.5,0.1,0.1,1.0,0.0,0.34007823163096346,1.0955471248500054e-06,0.00010758319737413924,0.00010812551873315001,0.0001525295779793407,-1.169834440697733e-10,2.3264978046099335e-08,2.3265272158555774e-08,0.00023308875287503968,0.9999996073896802,0.0007315878269071755,1.5039491517888628,3.45138582749316e-12,1.2031217797764758e-08,True,0.0,8,6,-1.345797820149282e-09,1.2057179851807816e-07,-2.539103886190301e-07,0.0001165440977925958,2.6611132459934683e-15,-9.227203835844862e-15,0.00011654372733881474,3.704541149943556e-07,0.00011654437438493366,9.603271022741783e-15,0.00011654431611312202,0.0004999998708626678
adapter/output/jordan_comprehensive/reference/scalar/delta_1.0e-04/U_0.002500,reference,scalar,5,0.0001,0.0025,1,3.0,0.5,320,0.5,0.1,0.1,1.0,0.0,0.34007836868051816,1.925782055549998e-06,0.00014204011897284152,0.00010860270818305,0.00017880140833481062,8.380847173126257e-09,3.085188318218643e-08,3.19699436225117e-08,0.00027327777829090394,0.9999995052737789,0.00085991424441402,1.496064445561537,2.583204264561373e-12,1.076932424060634e-09,True,0.6069774989662418,9,5,4.2795565188445076e-08,1.60561425490565e-07,1.8085278625207295e-05,0.00013543671678444902,-5.4547702075732896e-15,2.6270591333820564e-15,0.00013545466660814338,-1.7949823958712085e-05,0.00013663887278626987,6.054416380437939e-15,0.0001366388044666376,0.0004999998744628575
adapter/output/jordan_comprehensive/reference/scalar/delta_1.0e-04/U_0.005000,reference,scalar,5,0.0001,0.005,1,3.0,0.5,320,0.5,0.1,0.1,1.0,0.0,0.34007833303526025,3.2231691182000005e-06,0.00017625084892963772,0.0001095400443948,0.00020751718741933819,1.9065340422403222e-08,3.8613051632747405e-08,4.306338307443273e-08,0.0003171941804818872,0.9999993743972069,0.0010006026029215484,1.488217986796225,5.161503776704519e-12,5.478316674076947e-10,True,0.5243554980909427,8,4,9.77354732988766e-08,2.0202598537539363e-07,3.6010405894320185e-05,0.00015445476714351532,5.59552675461622e-15,-6.617021383950594e-17,0.00015449062305888874,-3.58559152708677e-05,0.00015859705049600144,5.595917990716581e-15,0.00015859697119754616,0.000499999876281921
adapter/output/jordan_comprehensive/reference/scalar/delta_1.0e-04/U_0.007500,reference,scalar,5,0.0001,0.0075,1,3.0,0.5,320,0.5,0.1,0.1,1.0,0.0,0.34007260031902825,4.867445365900002e-06,0.0002138301674497467,0.0001109620366293,0.00024090644259651677,3.34107669386646e-08,4.745406174601629e-08,5.803591408450883e-08,0.00036823529907459074,0.9999992109765993,0.001152409057695537,1.4801614585662135,3.0984866004830453e-12,3.791721724170972e-09,True,0.41353749030367354,9,4,1.6802730908315215e-07,2.4860923079784433e-07,5.544561617540314e-05,0.00017557068219883564,1.0785751632103047e-14,-1.5610600377462258e-14,0.00017562595218933706,-5.526999022348774e-05,0.0001841175733080215,1.8974279496577422e-14,0.0001841174812496514,0.0004999998745174952
adapter/output/jordan_comprehensive/reference/scalar/delta_1.0e-04/U_0.010000,reference,scalar,5,0.0001,0.01,1,3.0,0.5,320,0.5,0.1,0.1,1.0,0.0,0.340072053021764,7.151778797050002e-06,0.0002472672664181885,0.00011289226268285,0.00027181935916261926,4.8396438068269816e-08,5.582912238670479e-08,7.388576401557704e-08,0.00041549014077917496,0.9999990232868985,0.001305153553924848,1.4723878004449764,2.4753565263915937e-12,1.798977376020137e-09,True,0.3284710769163208,9,5,2.439237101819428e-07,2.9586174731652037e-07,7.230984603890919e-05,0.0001947543285771898,-3.904537283772047e-15,5.133629524083083e-15,0.00019482644359661416,-7.211501959489419e-05,0.00020774494538669948,6.4497723596188645e-15,0.0002077448415139992,0.0004999998758015983
adapter/output/jordan_comprehensive/reference/scalar/delta_1.0e-04/U_0.015000,reference,scalar,5,0.0001,0.015,1,3.0,0.5,320,0.5,0.1,0.1,1.0,0.0,0.34007009692356394,1.3207734735650004e-05,0.00031298775964658243,0.00011822968191445,0.0003345737517710839,8.398308000299482e-08,7.400888653226355e-08,1.1193959537417888e-07,0.0005113596145615905,0.9999985672349204,0.0016172596838923867,1.4569606880870924,2.245515620741638e-12,2.040146759399189e-09,True,0.7363714069043898,6,4,4.23084371934182e-07,4.0368945973246584e-07,0.00010438704801371537,0.00023339959246155325,-7.80971153632043e-15,-8.561192390860867e-15,0.0002335037460062847,-0.00010415354426767816,0.00025567953683123894,1.1588166784865948e-14,0.00025567940899197714,0.0004999998754251483
adapter/output/jordan_comprehensive/reference/scalar/delta_1.0e-04/U_0.020000,reference,scalar,5,0.0001,0.02,1,3.0,0.5,320,0.5,0.1,0.1,1.0,0.0,0.3400669588314166,2.1242723409099995e-05,0.00037712372771700475,0.0001255339585882,0.0003974683393252769,1.2646353124834562e-07,9.468366883570817e-08,1.5798108076599343e-07,0.0006073122434930654,0.999998007448372,0.0019326407696136684,1.4416957444571927,1.843364811168888e-12,1.1238215843981158e-09,True,0.4794941567277625,7,5,6.347425088796112e-07,5.347027615267659e-07,0.00013414726959353135,0.0002724174224154315,4.072480200290052e-15,7.334641249391594e-15,0.00027255129713396034,-0.000133874718296334,0.0003036556305667116,8.389401482765691e-15,0.00030365547873919077,0.0004999998752626629
adapter/output/jordan_comprehensive/reference/scalar/delta_1.0e-04/U_0.030000,reference,scalar,5,0.0001,0.03,1,3.0,0.5,320,0.5,0.1,0.1,1.0,0.0,0.3400569359615926,4.3182264820050004e-05,0.0005003863528184882,0.00014598207617855,0.0005212458811850589,2.290757355215886e-07,1.4609487735171067e-07,2.7169726865238855e-07,0.0007954325883948649,0.9999965932080455,0.0025619473196795152,1.4116596573913551,3.449964351247286e-12,4.262424251494291e-10,True,0.4961385652947828,7,5,1.1331465139409848e-06,8.901731891271833e-07,0.00018615340186401263,0.0003514601008912945,-2.341795377405753e-15,-9.712608321776894e-15,0.00035164590264725353,-0.00018580175596124866,0.00039771508840382645,9.990934190649478e-15,0.0003977148895463748,0.0004999998751284583
adapter/output/jordan_comprehensive/reference/scalar/delta_1.0e-04/U_0.050000,reference,scalar,5,0.0001,0.05,1,3.0,0.5,320,0.5,0.1,0.1,1.0,0.0,0.34001976180496035,0.00010936138780587694,0.0007250716075161701,0.00020906507441242306,0.0007546105229621139,4.820206306870109e-07,3.031742991594066e-07,5.694370413651549e-07,0.0011438784281213835,0.9999927029278846,0.0037873598580833684,1.35361466722181,2.188288287442319e-12,1.8178218586909191e-09,True,0.8512698853059566,6,4,2.2308938342607137e-06,2.0993890568685983e-06,0.00025650710358758404,0.000511188851388213,-6.597912320660537e-15,-8.06364523764369e-15,0.0005114448470466121,-0.00025599565874050915,0.0005719352550547064,1.0418964512354281e-14,0.0005719349690869756,0.0004999998748884582
adapter/output/jordan_comprehensive/reference/scalar/delta_1.0e-04/U_0.075000,reference,scalar,5,0.0001,0.075,1,3.0,0.5,320,0.5,0.1,0.1,1.0,0.0,0.3399352109276062,0.00022700053313364938,0.0009586735612580055,0.0003229300945979506,0.001011602116967016,8.147711510580656e-07,6.191690876512038e-07,1.0233388430521482e-06,0.001500547099793686,0.9999863437422869,0.005202147231977559,1.2848659658217747,2.9619657440920908e-12,9.62346938587023e-10,True,0.7516871226545259,7,5,3.0702054438222015e-06,4.587066500655475e-06,0.0002744738288672722,0.0006982546560668345,-5.469474699537624e-15,-7.917332154466772e-15,0.0006985284313671113,-0.00027377530043596183,0.0007502635853165699,9.622853107734507e-15,0.0007502632101849313,0.0004999998749261126
adapter/output/jordan_comprehensive/reference/scalar/delta_1.0e-04/U_0.100000,reference,scalar,5,0.0001,0.1,1,3.0,0.5,320,0.5,0.1,0.1,1.0,0.0,0.33980393446174284,0.0003661536660744451,0.0011312248667479097,0.00045821093524145494,0.001220502749002916,1.0697124379739772e-06,1.0366792083218998e-06,1.4896269603236747e-06,0.001734777066327167,0.9999794221313236,0.006395727031013371,1.2202151493436018,2.9071270412745474e-12,3.489302407893344e-10,True,0.7386960393963875,9,7,2.513988692861191e-06,7.431766610609225e-06,0.0002238375539620504,0.0008379911797976695,-3.987099279206818e-15,-3.8464918099626044e-15,0.0008382141791375632,-0.00022299933978283559,0.0008673710094200774,5.540077608333743e-15,0.000867370575734985,0.0004999998750595373
adapter/output/jordan_comprehensive/reference/scalar/delta_7.0e-05/U_0.000000,reference,scalar,5,7e-05,0.0,1,3.0,0.5,320,0.5,0.1,0.1,1.0,0.0,0.3400783491837409,6.65034328454387e-07,8.992485689041096e-05,9.046054895958666e-05,0.00012755230615253755,-9.663103130888319e-11,1.626930383883769e-08,1.6269590804830667e-08,0.00023297271062150678,0.9999998080560489,0.0005112611127925867,1.8022741531946047,3.9625001272770366e-12,1.3530263640736331e-08,True,0.4138823765937787,9,7,-1.1217552739627612e-09,8.42159384519875e-08,-3.1898775906877695e-07,0.00011648591759517673,2.924800701110952e-14,-2.868015146458903e-14,0.00011648563722605325,4.0052770580863005e-07,0.00011648635435612507,4.096336170474391e-14,0.0001164863258172512,0.0003499999600471418
adapter/output/jordan_comprehensive/reference/scalar/delta_7.0e-05/U_0.002500,reference,scalar,5,7e-05,0.0025,1,3.0,0.5,320,0.5,0.1,0.1,1.0,0.0,0.34007834825246497,1.4337864825554169e-06,0.00012430284821124404,9.092806071273442e-05,0.00015401009804037622,7.183285848448859e-09,2.260523385783562e-08,2.3719110298406294e-08,0.00028133262139430827,0.9999997467442165,0.0006196866802054189,1.7928247860757478,4.4898277595336584e-12,8.304816202343615e-10,True,0.6896941385403788,8,6,3.658970568898171e-08,1.1772033040333465e-07,2.155662245645613e-05,0.00013900474899360837,-1.64443247430493e-14,-5.7246840324794504e-15,0.00013901977050962943,-2.1459308617882957e-05,0.0001406663009199654,1.741228943954782e-14,0.0001406662664568431,0.00034999995436633263
adapter/output/jordan_comprehensive/reference/scalar/delta_7.0e-05/U_0.005000,reference,scalar,5,7e-05,0.005,1,3.0,0.5,320,0.5,0.1,0.1,1.0,0.0,0.3400782105821831,2.76789160625547e-06,0.0001584720739461476,9.195232169350121e-05,0.00018321743281035895,1.6658168755968137e-08,2.914375024586495e-08,3.35686276856184e-08,0.00033469219761755057,0.9999996656712344,0.0007390247055605354,1.7834209424251135,3.5531554362482976e-12,6.54357527032553e-10,True,0.6574117563471207,9,4,8.485819642175825e-08,1.5293482134841075e-07,4.2891158784356994e-05,0.00016175616479975364,9.132451739279901e-15,1.9356786545811008e-14,0.00016178610933630702,-4.277790850766566e-05,0.00016734607360972047,2.140296381696625e-14,0.00016734603261048557,0.0003499999580326997
adapter/output/jordan_comprehensive/reference/scalar/delta_7.0e-05/U_0.007500,reference,scalar,5,7e-05,0.0075,1,3.0,0.5,320,0.5,0.1,0.1,1.0,0.0,0.34007202636400163,4.547978922579827e-06,0.0001956409061758535,9.358732677867957e-05,0.00021687312397549049,2.951677643572976e-08,3.661901883511318e-08,4.703395190288846e-08,0.0003961647083009703,0.9999995611966789,0.0008689686832400006,1.773765133243074,3.488388277310232e-12,1.4655534004011191e-09,True,0.4479342278542588,8,4,1.4770575668082264e-07,1.9349074204644918e-07,6.569739503784146e-05,0.00018687014554576143,-1.4353169802867882e-14,-3.607045760169181e-15,0.00018691604213281207,-6.556655380825812e-05,0.00019808230362920425,1.4799468318352283e-14,0.0001980822550984474,0.00034999995682575316
adapter/output/jordan_comprehensive/reference/scalar/delta_7.0e-05/U_0.010000,reference,scalar,5,7e-05,0.01,1,3.0,0.5,320,0.5,0.1,0.1,1.0,0.0,0.3400710490211622,7.065764932313631e-06,0.000228704829805082,9.581259236418637e-05,0.0002479636102973928,4.312584632062578e-08,4.382560525966989e-08,6.148595203171726e-08,0.0004529265898168756,0.9999994400628119,0.0009986862437545328,1.764447225715621,2.671406407884312e-12,2.014370950336794e-09,True,0.4282565377897316,9,5,2.1608345327370974e-07,2.3581742705166577e-07,8.538502382845379e-05,0.00020974981063255946,-1.5536495158972874e-14,-2.6147202350328136e-14,0.00020980947734365108,-8.523815719417116e-05,0.0002264632097153535,3.041478049524265e-14,0.0002264631542328117,0.0003499999582936344
adapter/output/jordan_comprehensive/reference/scalar/delta_7.0e-05/U_0.015000,reference,scalar,5,7e-05,0.015,1,3.0,0.5,320,0.5,0.1,0.1,1.0,0.0,0.3400679278229884,1.3865944248040452e-05,0.00029337548822788717,0.00010201905129615955,0.0003106075722198665,7.566129026558273e-08,5.985977796511334e-08,9.64770639203196e-08,0.0005671695348895084,0.9999991417325937,0.001262550712096959,1.745954761696996,3.055882241224112e-12,2.7367111990890774e-09,True,0.7610344966138061,6,4,3.7804258735420464e-07,3.368520450898021e-07,0.00012233655871225177,0.00025583975109301455,1.1569250332049696e-14,7.100941471112343e-15,0.00025592526128077176,-0.0001221574110292508,0.00028358457616184255,1.3574642648032954e-14,0.000283584506683635,0.00034999995731906965
adapter/output/jordan_comprehensive/reference/scalar/delta_7.0e-05/U_0.020000,reference,scalar,5,7e-05,0.02,1,3.0,0.5,320,0.5,0.1,0.1,1.0,0.0,0.34006320084674047,2.3002781673389022e-05,0.0003560395407780359,0.00011055183326551097,0.0003728080772137321,1.1454244675906935e-07,7.872164789604504e-08,1.3898586243580004e-07,0.0006803392395288088,0.9999987712530541,0.0015280682894430746,1.727655773911517,4.1970735117743994e-12,6.044369864607752e-10,True,0.4898847760966031,7,5,5.682655267189105e-07,4.663296901705823e-07,0.00015588010187429638,0.0003023516532219866,-3.178653087271277e-14,-2.5656018108610734e-15,0.0003024606210877712,-0.00015566837943853707,0.0003401692642882503,3.188990212549759e-14,0.00034016918094651176,0.00034999995854848135
adapter/output/jordan_comprehensive/reference/scalar/delta_7.0e-05/U_0.030000,reference,scalar,5,7e-05,0.03,1,3.0,0.5,320,0.5,0.1,0.1,1.0,0.0,0.34004862410528075,4.812173374450564e-05,0.0004749860533851402,0.00013443667809559436,0.000493644579963935,2.075385304930128e-07,1.277110943176698e-07,2.436849713277697e-07,0.0008987891498473004,0.9999978244858361,0.002056337555637158,1.6916473640331149,4.2078592923397536e-12,4.6065318786569726e-10,True,0.6611398245976743,6,4,1.002762638675547e-06,8.381016465372915e-07,0.00021189731750880466,0.0003963006514107587,7.334437961484253e-15,3.239162410517693e-15,0.00039644878527322403,-0.00021161980335900326,0.0004493936798354187,8.01786463670796e-15,0.0004493935697340563,0.0003499999572928787
adapter/output/jordan_comprehensive/reference/scalar/delta_7.0e-05/U_0.050000,reference,scalar,5,7e-05,0.05,1,3.0,0.5,320,0.5,0.1,0.1,1.0,0.0,0.33999601285372616,0.00012330899577803824,0.0006847168392702108,0.0002070534468426618,0.0007153378780895183,4.2596602013076067e-07,2.8354596336421997e-07,5.117082798296146e-07,0.0012875406397327414,0.9999951928766951,0.0030808642771157713,1.622053728120842,4.355156796612093e-12,1.5146451212894024e-09,True,0.7164482771228794,6,4,1.8121339743159236e-06,2.1409520055003413e-06,0.00027484096528471093,0.0005821501836525517,-4.412757052124627e-15,-1.0981585649508241e-14,0.0005823422869804212,-0.00027443332568357845,0.0006437673434753672,1.1835017878252698e-14,0.0006437671857522224,0.00034999995726182046
adapter/output/jordan_comprehensive/reference/scalar/delta_7.0e-05/U_0.075000,reference,scalar,5,7e-05,0.075,1,3.0,0.5,320,0.5,0.1,0.1,1.0,0.0,0.3398842397875367,0.0002516618084050232,0.0008884571353414972,0.00033397210167417687,0.0009491540686505464,6.778187166425526e-07,5.934397934748369e-07,9.008934460358861e-07,0.0016486890851298344,0.9999909829670003,0.004232196464806089,1.5398603600667518,3.560639216996385e-12,3.459261421573926e-10,True,0.7628818704723827,8,4,1.8405239713818224e-06,4.577745706084468e-06,0.00025934597443167556,0.00078247784968373,-1.1013325668107754e-15,3.4206036440831422e-15,0.0007826590083629699,-0.0002587981131260226,0.0008243372608948289,3.593530675064968e-15,0.0008243370589323866,0.0003499999570190428
adapter/output/jordan_comprehensive/reference/scalar/delta_7.0e-05/U_0.100000,reference,scalar,5,7e-05,0.1,1,3.0,0.5,320,0.5,0.1,0.1,1.0,0.0,0.3397081553195912,0.0003889951896362132,0.0010150772294792998,0.00046800750940748684,0.0011177713588516973,8.113507529455722e-07,9.501275320497181e-07,1.24941281066917e-06,0.0018225496536276608,0.999986832447174,0.005119808151552286,1.462385836073658,3.6119137014702003e-12,4.225329841247172e-10,True,0.635057338473541,8,7,3.6360521859087015e-07,6.588060983589393e-06,0.0001756966018005145,0.0008941649457286235,1.8464884569274753e-14,-9.897410582077049e-16,0.0008942874951493437,-0.00017507060055379527,0.0009112629949987659,1.8491391227242558e-14,0.0009112627717397184,0.00034999995722189374
adapter/output/jordan_comprehensive/reference/scalar/delta_4.0e-05/U_0.000000,reference,scalar,5,4e-05,0.0,1,3.0,0.5,320,0.5,0.1,0.1,1.0,0.0,0.34007849804688384,2.605727832661646e-07,6.784952345509354e-05,6.837568744349218e-05,9.63264889137636e-05,-7.167680028684577e-11,9.278515617910736e-09,9.278792466453424e-09,0.000232744505356337,0.999999937604018,0.0002911906023932284,2.392041276267599,6.534536153713853e-12,2.2101678702824544e-08,True,0.540219764695812,8,6,-8.437204655227905e-10,4.791532909458107e-08,-4.3464498689307947e-07,0.00011637144070751946,-2.8186213942276578e-14,-5.506841992110133e-14,0.00011637124822916077,4.811934861045149e-07,0.00011637225239982403,6.186269901165432e-14,0.0001163722430890804,0.00019999999167159772
adapter/output/jordan_comprehensive/reference/scalar/delta_4.0e-05/U_0.002500,reference,scalar,5,4e-05,0.0025,1,3.0,0.5,320,0.5,0.1,0.1,1.0,0.0,0.34007829557398794,9.861226444926184e-07,0.00010210046734915323,6.886197102196577e-05,0.00012315224921188227,5.6825343798854515e-09,1.4061678847853105e-08,1.516647648594556e-08,0.0002975863321486563,0.9999999097688782,0.0003747829273439708,2.379499436625765,3.863701969066072e-12,8.156862195277956e-10,True,0.8498947408655027,9,7,2.8787563821606218e-08,7.342191416485769e-08,2.8377532712528786e-05,0.00014606204356041862,-2.3027613886908438e-14,2.9791178746997604e-14,0.00014607337120155374,-2.83191033625839e-05,0.00014879316157638518,3.765349030913469e-14,0.00014879314967244838,0.00019999999669594967
adapter/output/jordan_comprehensive/reference/scalar/delta_4.0e-05/U_0.005000,reference,scalar,5,4e-05,0.005,1,3.0,0.5,320,0.5,0.1,0.1,1.0,0.0,0.3400768202822687,2.41407127928214e-06,0.00013562977338474336,6.981525833002379e-05,0.00015254378297421627,1.3521265132708881e-08,1.8938055332196884e-08,2.3269605724084794e-08,0.0003686279956968538,0.9999998696118001,0.0004698684852993925,2.3670238235784464,6.766190589035966e-12,2.3815915398025992e-09,True,0.6626163501678307,9,5,6.88941336370307e-08,1.0126141910087242e-07,5.609428159955796e-05,0.00017557071678482898,-8.876859208632737e-14,-3.505166331339328e-14,0.0001755931264025444,-5.602404434824489e-05,0.00018431398487502007,9.543836776697443e-14,0.00018431397012965144,0.00019999999392378046
adapter/output/jordan_comprehensive/reference/scalar/delta_4.0e-05/U_0.007500,reference,scalar,5,4e-05,0.0075,1,3.0,0.5,320,0.5,0.1,0.1,1.0,0.0,0.3400756142628,4.6930993189122836e-06,0.00016878155059610322,7.184576281292313e-05,0.00018343670694764383,2.3325398187454145e-08,2.425247850265003e-08,3.364902545579576e-08,0.0004432299720425483,0.9999998185528011,0.0005682379614615663,2.35459452429366,8.565090843102122e-12,3.4497179209107273e-09,True,0.5443579323648609,8,4,1.181172214922933e-07,1.3328569281101566e-07,8.244092712011289e-05,0.0002057101933191732,-3.8673762543101065e-14,1.8465440222888152e-14,0.00020574313677130144,-8.235862986557816e-05,0.0002216149591066347,4.2855949317046085e-14,0.0002216149413776737,0.00019999999178867646
adapter/output/jordan_comprehensive/reference/scalar/delta_4.0e-05/U_0.010000,reference,scalar,5,4e-05,0.01,1,3.0,0.5,320,0.5,0.1,0.1,1.0,0.0,0.34007383236721567,7.745084804026446e-06,0.000201280654291508,7.465137849584602e-05,0.00021467820127657957,3.4941073480687494e-08,3.0051756614813794e-08,4.6086730103347616e-08,0.0005186083131179387,0.9999997563989823,0.0006687316327327614,2.342226758210294,4.616094604507925e-12,4.1620384147868255e-09,True,0.4636821416714815,9,5,1.7575079707921558e-07,1.7102681210323976e-07,0.00010739953008775118,0.00023601686773549386,-7.65864151611173e-15,5.0074419437329265e-15,0.0002360597897777819,-0.00010730510617081512,0.0002593041089507518,9.150369647842976e-15,0.00025930408820583697,0.0001999999936551042
adapter/output/jordan_comprehensive/reference/scalar/delta_4.0e-05/U_0.015000,reference,scalar,5,4e-05,0.015,1,3.0,0.5,320,0.5,0.1,0.1,1.0,0.0,0.3400684929650529,1.6149119813738782e-05,0.0002642686231507374,8.258244443772666e-05,0.00027687138767177927,6.301804505267624e-08,4.364789777596059e-08,7.665776531129667e-08,0.0006683531057192897,0.9999995995265903,0.0008723225853817739,2.3176772354374897,5.326916547985981e-12,2.355604219650136e-09,True,0.4827136580284431,9,5,3.118460681669603e-07,2.696440316070635e-07,0.00015293648708282316,0.0002971267799372789,-2.7005605867866378e-14,1.0951797194819202e-14,0.0002971879069817814,-0.00015281761192052865,0.0003341764390814091,2.9141801764595626e-14,0.0003341764123472889,0.0001999999911552871
adapter/output/jordan_comprehensive/reference/scalar/delta_4.0e-05/U_0.020000,reference,scalar,5,4e-05,0.02,1,3.0,0.5,320,0.5,0.1,0.1,1.0,0.0,0.34005617002455457,2.7383572373909694e-05,0.0003273365414484808,9.39036388845903e-05,0.00034053943202398825,9.833131797168545e-08,6.147618476381774e-08,1.1596710476322052e-07,0.0008208882388697812,0.9999993992080702,0.0010777678545248375,2.292976919891712,6.505731354110269e-12,5.66949731437666e-10,True,0.522069919069633,7,5,4.7204509447652484e-07,4.105414986663457e-07,0.00019438386725408093,0.0003614956502116497,1.1675637670224837e-14,-2.7879689659324192e-14,0.0003615733459062091,-0.0001942392379156836,0.0004104438974702822,3.022577725231564e-14,0.00041044386463422335,0.0001999999916873889
adapter/output/jordan_comprehensive/reference/scalar/delta_4.0e-05/U_0.030000,reference,scalar,5,4e-05,0.03,1,3.0,0.5,320,0.5,0.1,0.1,1.0,0.0,0.3400326094531497,5.867759768727627e-05,0.00043758125915513424,0.00012428339550612372,0.0004548886905192569,1.7603099596526118e-07,1.0876816939529033e-07,2.0692372076232433e-07,0.0010912378827849388,0.9999988734776413,0.0014876301760143925,2.245160416385223,5.1372759719914744e-12,5.655957045979014e-10,True,0.5151207091621537,7,5,7.864695898020366e-07,8.361290795400153e-07,0.0002521443388942932,0.00048386219790612833,7.209944447028604e-17,1.258812932364295e-15,0.00048396297820750165,-0.00025195075370349753,0.0005456183594775651,1.2608760163396395e-15,0.000545618315828231,0.00019999999155817112
adapter/output/jordan_comprehensive/reference/scalar/delta_4.0e-05/U_0.050000,reference,scalar,5,4e-05,0.05,1,3.0,0.5,320,0.5,0.1,0.1,1.0,0.0,0.3399529368098744,0.00014886063613556491,0.0006180178835442918,0.00021460914147343506,0.0006542195258355797,3.358890207766009e-07,2.6526457480533966e-07,4.2800318798453063e-07,0.001531279636463176,0.9999973616483928,0.0022883829369270215,2.1528972924279164,4.644937530171531e-12,1.2150552073416718e-09,True,0.91048977470561,6,4,9.886648161635983e-07,2.272023367187547e-06,0.00028162967387595594,0.0007119592932017918,1.733238119000502e-14,-3.058255146522193e-14,0.0007120718311396084,-0.00028134484514330646,0.0007656378441429553,3.5152580159052164e-14,0.00076563778289164,0.0001999999920598045
adapter/output/jordan_comprehensive/reference/scalar/delta_4.0e-05/U_0.075000,reference,scalar,5,4e-05,0.075,1,3.0,0.5,320,0.5,0.1,0.1,1.0,0.0,0.3397728079675335,0.000281634552050098,0.0007553791718051817,0.000344324363148402,0.0008301547809021127,4.5203842613952954e-07,5.20190904534773e-07,6.891569602546348e-07,0.0018145901167803092,0.9999951224433015,0.003116903912272633,2.043527003278283,3.41056500528177e-12,3.35976145591372e-10,True,1.0400803021299951,9,7,-2.4173062515569924e-07,3.992015264348757e-06,0.00019937688783814406,0.0008851131273001676,5.87364358539677e-14,-2.5787924855420752e-14,0.0008851927364249789,-0.0001990228107433261,0.0009072906874442758,6.414815636615046e-14,0.0009072906148614763,0.00019999999219550687
adapter/output/jordan_comprehensive/reference/scalar/delta_4.0e-05/U_0.100000,reference,scalar,5,4e-05,0.1,1,3.0,0.5,320,0.5,0.1,0.1,1.0,0.0,0.3395409000170331,0.00039801534150097717,0.0008271701962054567,0.00045808096610522287,0.0009455414877193217,4.7437236198267947e-07,7.578218452224848e-07,8.940487049984681e-07,0.0018866558973108399,0.9999933427508648,0.0036434124781284222,1.940627125362633,5.0999993111501144e-12,1.7006386747854631e-10,True,0.4176230882091953,8,7,-2.0540693080797604e-06,4.405203024106461e-06,0.00010079254241940179,0.0009379215003340114,1.3598388907964942e-14,2.2514169619337193e-14,0.0009379616672766018,-0.00010041735775256719,0.0009433217252857955,2.630216748750091e-14,0.000943321649819567,0.00019999999193105625
adapter/output/jordan_comprehensive/reference/scalar/delta_2.0e-05/U_0.000000,reference,scalar,5,2e-05,0.0,1,3.0,0.5,320,0.5,0.1,0.1,1.0,0.0,0.34007863915013675,2.3170728405174566e-08,4.7826302399633924e-05,4.8341797506402934e-05,6.800209252200475e-05,-4.957418492883528e-11,4.624018852166192e-09,4.624284587371294e-09,0.00023236392970981483,0.999999984518853,0.00014478361453762305,3.393025212311902,8.222364993728406e-12,3.456849206205016e-08,True,0.6174371233515534,9,7,-5.932951145073886e-10,2.3781432993234088e-08,-6.159364823965534e-07,0.00011618033210031753,3.845848742549049e-14,-7.140921479162305e-15,0.00011618020426467599,6.391725221509346e-07,0.00011618196479957817,3.911582818538004e-14,0.00011618196247479602,9.999999429877191e-05
adapter/output/jordan_comprehensive/reference/scalar/delta_2.0e-05/U_0.002500,reference,scalar,5,2e-05,0.0025,1,3.0,0.5,320,0.5,0.1,0.1,1.0,0.0,0.34007830379545667,7.986953936722225e-07,8.201586836945052e-05,4.892686191133237e-05,9.550099727691654e-05,4.332764847904447e-09,8.025558132500236e-09,9.12044048088562e-09,0.00032633184974273713,0.9999999738806075,0.00020552076735241948,3.375237320241396,1.1889124355392742e-11,2.591151555547564e-09,True,1.1159644452837891,8,6,2.1601634218280106e-08,4.221878544726225e-08,3.9925046778419674e-05,0.0001582059072434908,5.2102026577675875e-14,1.4172995730591526e-15,0.00015821388592432333,-3.9893404002816226e-05,0.00016316592305685342,5.212129997976487e-14,0.00016316591979395303,9.999999432511584e-05
adapter/output/jordan_comprehensive/reference/scalar/delta_2.0e-05/U_0.005000,reference,scalar,5,2e-05,0.005,1,3.0,0.5,320,0.5,0.1,0.1,1.0,0.0,0.34007618022203234,2.481130934334022e-06,0.00011510135546904943,5.0195457045707165e-05,0.00012557032268350636,1.0728738122785041e-08,1.1555130288698685e-08,1.576790593883991e-08,0.00042907139155435047,0.9999999568009347,0.0002764021163427435,3.3575369572801037,6.0090151556845e-12,3.80846219685235e-09,True,0.6206597942066396,8,6,5.3685991773118856e-08,6.442319799551861e-08,7.813054481615648e-05,0.00019980285316558262,-3.506815335081043e-14,9.253677739438221e-14,0.00019981847128392672,-7.809058112241815e-05,0.0002145356897263875,9.895873154994158e-14,0.00021453568543783672,9.999999967321885e-05
