config_label,model,iteration,sector,Umax,model_variant,p,y00_real,y00_imag,A_real,A_imag,a1_real,a1_imag,a2_real,a2_imag,a3_real,a3_imag,rel_rms,n,success
reference,scalar,5,1,0.02,quadratic_delta,1.3847882290634363,-1.5098650472383e-08,-7.731529708281583e-09,9.593088640929755e-08,5.24595652272228e-08,4.333458239260335e-08,4.648733646486496e-08,-1.7165759462656475e-08,-5.481845421804765e-09,0.0,0.0,0.03816865847468752,35,True
reference,scalar,5,1,0.02,quadratic_cross,1.6265223504085138,-1.865060786703669e-09,-3.5924141010981104e-10,6.482090283951824e-08,3.503319413981095e-08,1.4936417087706545e-08,3.068041889198065e-08,-1.716575946266339e-08,-5.481845421793878e-09,6.626238571144167e-08,3.68828076700388e-08,0.010526879381592665,35,True
reference,scalar,5,1,0.03,linear_delta,1.4255583638059064,-1.784859527513954e-08,-8.71973774818747e-09,1.68795866735416e-07,9.899185273102309e-08,3.881618149840575e-08,4.356699597556354e-08,0.0,0.0,0.0,0.0,0.04161238577792762,40,True
reference,scalar,5,1,0.03,quadratic_delta,1.4255583637331157,-2.4348837947228805e-08,-9.845104025106037e-09,1.6879586673522496e-07,9.899185273214566e-08,7.717323895569274e-08,5.020763096125846e-08,-3.503277914432497e-08,-6.0651132869383125e-09,0.0,0.0,0.0409389362033293,40,True
reference,scalar,5,1,0.03,quadratic_cross,1.6919802926020129,-2.2519641369485514e-09,-1.2103284493078101e-09,1.0630840483853912e-07,7.860256860676888e-08,2.6945273844411276e-08,3.39417082780854e-08,-3.503277914432393e-08,-6.065113286945067e-09,1.3394124029675653e-07,4.337579382182111e-08,0.015290936062416886,40,True
reference,scalar,5,1,0.05,linear_delta,1.4049428739866108,-3.364138183157258e-08,-1.7116047308890206e-08,3.185895696904739e-07,2.3760022395471876e-07,7.745738803525032e-08,5.1866576608562654e-08,0.0,0.0,0.0,0.0,0.0533763336017839,45,True
reference,scalar,5,1,0.05,quadratic_delta,1.404942876812357,-4.8666959485412174e-08,-2.1739842345795117e-08,3.185895696709137e-07,2.3760022394277025e-07,1.661213009452462e-07,7.915096956438994e-08,-8.097970712446375e-08,-2.4919745566316318e-08,0.0,0.0,0.05269874498467493,45,True
reference,scalar,5,1,0.05,quadratic_cross,1.7986219075029803,-5.824542101908734e-10,-4.3041983641654585e-09,1.4355844665363113e-07,1.9843525344123927e-07,4.980590110870487e-08,5.276048126524708e-08,-8.09797071244053e-08,-2.4919745566317727e-08,3.738709280458279e-07,8.482656953293239e-08,0.0221202807703411,45,True
reference,scalar,6,-1,0.015,linear_delta,1.331116268080674,-1.3679149317298438e-10,-3.1895582472406406e-09,2.693335140499473e-10,8.330121917745365e-09,2.598233636731861e-10,2.6006897613094914e-08,0.0,0.0,0.0,0.0,0.037084170930482004,30,True
reference,scalar,6,-1,0.015,quadratic_delta,1.331116242998261,-1.0129142742059121e-10,-3.197823649615055e-09,2.6933351436692216e-10,8.33012192896598e-09,5.034224493124558e-11,2.605567042365252e-08,1.913260884510395e-10,-4.4545833649358393e-11,0.0,0.0,0.03708292331397346,30,True
reference,scalar,6,-1,0.015,quadratic_cross,0.20000000000000004,9.292778379226533e-11,6.431763855022162e-10,-1.2685238511954234e-10,-8.970711638364336e-10,-3.0387924495657817e-10,1.7794102994510833e-08,1.913260884509891e-10,-4.4545833644555886e-11,7.969983522476491e-10,1.85885267155613e-08,0.007301169488167845,30,True
reference,scalar,6,-1,0.02,linear_delta,1.452960962794097,-2.5271468494989207e-10,-4.486544715322379e-09,5.292174824637527e-10,1.2878181624393187e-08,4.673618992754571e-10,2.8948698101732326e-08,0.0,0.0,0.0,0.0,0.04530761028025974,35,True
reference,scalar,6,-1,0.02,quadratic_delta,1.4529609442515523,-1.8336861964394495e-10,-4.50129491662254e-09,5.29217483179004e-10,1.287818163455179e-08,5.8160088250313095e-11,2.903573683995047e-08,3.7373765406962865e-10,-7.949538090682423e-11,0.0,0.0,0.04530520554603196,35,True
reference,scalar,6,-1,0.02,quadratic_cross,0.20000000000000004,1.9013156853637896e-10,1.2151315466715177e-09,-2.611503661460683e-10,-1.6840380385446014e-09,-6.076338280576669e-10,1.658723506034525e-08,3.737376540695671e-10,-7.949538090554456e-11,1.553519138052113e-09,2.9046504152409814e-08,0.01098646361675702,35,True
reference,scalar,6,-1,0.03,linear_delta,1.7251562642624656,-6.111677647197346e-10,-6.88809708750765e-09,1.670490227028691e-09,2.6363357171647088e-08,1.0948087324779606e-09,3.474692761286622e-08,0.0,0.0,0.0,0.0,0.054599971266882256,40,True
reference,scalar,6,-1,0.03,quadratic_delta,1.7251562617248202,-4.3912780206859506e-10,-6.928569351672088e-09,1.6704902258334903e-09,2.6363357172608788e-08,7.962405837640003e-11,3.498574895669591e-08,9.27202002346073e-10,-2.1812349403094233e-10,0.0,0.0,0.05459524588459944,40,True
reference,scalar,6,-1,0.03,quadratic_cross,0.20000000000000004,6.035717067647298e-10,3.1777052657554865e-09,-8.538401375765815e-10,-4.501424349910618e-09,-1.70294798273822e-09,1.271796180067991e-08,9.272020023458585e-10,-2.1812349403206026e-10,4.753525442972925e-09,5.9380765749377766e-08,0.019724096000104534,40,True
reference,scalar,6,-1,0.05,linear_delta,2.1646500999672784,-2.5703097016061774e-09,-1.4129702197805395e-08,1.0217468670159915e-08,8.08209298210291e-08,4.62938649793949e-09,5.1715048213562886e-08,0.0,0.0,0.0,0.0,0.06380783960943232,45,True
reference,scalar,6,-1,0.05,quadratic_delta,2.1646500885980093,-1.8417430430879055e-09,-1.44118807114973e-08,1.0217468670458667e-08,8.08209298254896e-08,3.3021262993464195e-10,5.338014536175557e-08,3.9265787994441536e-09,-1.520788728683146e-09,0.0,0.0,0.06379539621661867,45,True
reference,scalar,6,-1,0.05,quadratic_cross,0.22365908980857502,3.5933940469184393e-09,1.163377445800183e-08,-5.494097494902627e-09,-1.774637540038264e-08,-8.47286610207758e-09,-2.684143825644824e-09,3.926578799445221e-09,-1.5207887286873616e-09,2.829561021003625e-08,1.80206643816665e-07,0.03267060069622644,45,True
reference,scalar,6,1,0.015,linear_delta,1.3311116096452316,-1.367889804335768e-10,-3.189568677475878e-09,2.6933344713118156e-10,8.330124421110052e-09,2.598142693442652e-10,2.6006908146929832e-08,0.0,0.0,0.0,0.0,0.03708412487473169,30,True
reference,scalar,6,1,0.015,quadratic_delta,1.3311116291017717,-1.0128158481276373e-10,-3.1978442429160988e-09,2.693334468024738e-10,8.330124412407947e-09,5.028991048632696e-11,2.6055741313391555e-08,1.9136558109025873e-10,-4.460095870174431e-11,0.0,0.0,0.0370828766091623,30,True
reference,scalar,6,1,0.015,quadratic_cross,0.20000000000000004,9.295169627846497e-11,6.431471747192332e-10,-1.268718106285033e-10,-8.970494547105176e-10,-3.0394321126159583e-10,1.7794187191077306e-08,1.9136558109030714e-10,-4.460095870298401e-11,7.970245239327276e-10,1.8588496775209434e-08,0.00730116758017203,30,True
reference,scalar,6,1,0.02,linear_delta,1.4529587594118816,-2.527131064290748e-10,-4.4865515274350126e-09,5.292190826766306e-10,1.2878181475239911e-08,4.673541050350954e-10,2.894870713349462e-08,0.0,0.0,0.0,0.0,0.04530757812923453,35,True
reference,scalar,6,1,0.02,quadratic_delta,1.4529587522051248,-1.8336075786495412e-10,-4.501310472000264e-09,5.292190829505029e-10,1.287818147918872e-08,5.811522313781296e-11,2.903579759607883e-08,3.7377151213282575e-10,-7.954262249490395e-11,0.0,0.0,0.04530517285267408,35,True
reference,scalar,6,1,0.02,quadratic_cross,0.20000000000000004,1.9015326851043104e-10,1.2151052101919794e-09,-2.611685363838913e-10,-1.6840177931856117e-09,-6.076897579048389e-10,1.6587308255202498e-08,3.7377151213295536e-10,-7.954262249401635e-11,1.553544955765939e-09,2.9046475128711146e-08,0.010986476554186362,35,True
reference,scalar,6,1,0.03,linear_delta,1.7251663847843806,-6.111454002032255e-10,-6.888058830588322e-09,1.6706729077179697e-09,2.6363463088972934e-08,1.0947152640677975e-09,3.474688170915054e-08,0.0,0.0,0.0,0.0,0.054599529782832334,40,True
reference,scalar,6,1,0.03,quadratic_delta,1.7251663649325542,-4.3903848546460376e-10,-6.928500648552772e-09,1.6706729089054673e-09,2.6363463095841812e-08,7.913549354695412e-11,3.498552310925461e-08,9.275628570756926e-10,-2.179591454266776e-10,0.0,0.0,0.05459480124954317,40,True
reference,scalar,6,1,0.03,quadratic_cross,0.20000000000000004,6.036404899211481e-10,3.177713016222462e-09,-8.537457752442661e-10,-4.501337423455557e-09,-1.7034218040016858e-09,1.271776088549897e-08,9.275628570757847e-10,-2.1795914542334122e-10,4.75348612679608e-09,5.9380699263337005e-08,0.019724229627973253,40,True
reference,scalar,6,1,0.05,linear_delta,2.164638464925283,-2.570120867786832e-09,-1.412974707907001e-08,1.021695313349088e-08,8.082087205602169e-08,4.629082482279328e-09,5.171506854183003e-08,0.0,0.0,0.0,0.0,0.06380795662891754,45,True
reference,scalar,6,1,0.05,quadratic_delta,2.164638462766171,-1.8418339967996184e-09,-1.4411908765666662e-08,1.0216953131704822e-08,8.082087205709746e-08,3.315596349629571e-10,5.338006663586447e-08,3.925070867215332e-09,-1.5206982592149643e-09,0.0,0.0,0.06379552169035971,45,True
reference,scalar,6,1,0.05,quadratic_cross,0.22365772290687214,3.5929247624313412e-09,1.1633808324270776e-08,-5.49364327503643e-09,-1.7746377849853802e-08,-8.471004891490457e-09,-2.6842284698880253e-09,3.9250708672153125e-09,-1.5206982592153326e-09,2.8293957406457225e-08,1.8020666283991373e-07,0.03267045197770168,45,True
