config_label,model,iteration,sector,method,Umax,p_magnitude,amplitude_magnitude,r2_magnitude,p_complex,A_real,A_imag,complex_rel_rms,n_fit
reference,scalar,4,1,quadratic_all,0.02,0.6279655221725048,7.846303220038278e-10,0.2045991176484736,0.2000000000000255,9.45653923407119e-11,9.471743942832248e-11,0.22200236776181348,6
reference,scalar,4,1,quadratic_all,0.03,0.39519587461070327,2.3493561227415277e-10,0.12257684729143659,0.2000000000000194,8.507628065036081e-11,8.531708194857892e-11,0.21187053808316023,7
reference,scalar,4,1,quadratic_all,0.05,0.29298607176444874,1.4081025756832231e-10,0.10321935399452897,0.20000000000000023,5.1979219571995186e-11,7.438429296513042e-11,0.24471811943085803,8
reference,scalar,4,1,quadratic_small4,0.015,1.0417149549324807,3.5106280660054664e-09,0.4123368444108416,0.8060995015610963,9.840188233006783e-10,9.308423474355516e-10,0.20518017715264933,5
reference,scalar,4,1,quadratic_small4,0.02,0.8928113825205263,1.5841936221449352e-09,0.42959621147684435,0.5685244590842623,2.991735285131203e-10,2.8496092724363187e-10,0.20537381829203202,6
reference,scalar,4,1,quadratic_small4,0.03,0.690273174118051,5.547671733317453e-10,0.3795644758342054,0.3574682020786723,1.0589954700200084e-10,1.0142934706328501e-10,0.21449697575161839,7
reference,scalar,4,1,quadratic_small4,0.05,0.42551658052939717,1.4731393192618044e-10,0.22157206336625257,0.200000000000378,3.688765319972644e-11,4.5777990748405035e-11,0.3219329639822713,8
reference,scalar,5,-1,linear_all,0.015,1.4007040254617216,1.681528551585286e-05,0.9992902158836948,1.4682154302042412,2.049478148289242e-05,1.0343007984744575e-05,0.007052624362116661,5
reference,scalar,5,-1,linear_all,0.02,1.4172991984021497,1.8374623593327872e-05,0.999282321690511,1.475713857734309,2.0783256665593212e-05,1.1471111193729548e-05,0.011614109225772936,6
reference,scalar,5,-1,linear_all,0.03,1.424175526252118,1.90409990704585e-05,0.999485125893635,1.4532732508855655,1.7481365716152346e-05,1.2378620192139668e-05,0.027114477071208436,7
reference,scalar,5,-1,linear_all,0.05,1.3973797751395964,1.664971535189179e-05,0.9989711896980844,1.334579394079947,8.301306438191949e-06,9.903135739854412e-06,0.054555851394517865,8
reference,scalar,5,-1,linear_drop_largest,0.015,1.4180681870507856,1.7400791933050512e-05,0.9994643352503898,1.4739401405949946,2.0058838595742435e-05,1.0188462254411157e-05,0.008004711488904121,5
reference,scalar,5,-1,linear_drop_largest,0.02,1.428227759484644,1.8371618912816156e-05,0.999556254438244,1.4673235631960038,1.8933896787247713e-05,1.0800325952779894e-05,0.015110007789807934,6
reference,scalar,5,-1,linear_drop_largest,0.03,1.4285248462261406,1.8399916560161936e-05,0.999706905653826,1.4392852048249145,1.5221264756573716e-05,1.1599163472404794e-05,0.032867706009865015,7
reference,scalar,5,-1,linear_drop_largest,0.05,1.38961918878863,1.514233717354499e-05,0.9983471826621119,1.3016451534649471,6.23454707486943e-06,8.531865903368971e-06,0.06481747420747241,8
reference,scalar,5,-1,linear_small3,0.015,1.460638041939399,2.0548270277719378e-05,0.9997358078630039,1.4564843732490473,1.7854644396973524e-05,9.25648341838162e-06,0.010257801510617323,5
reference,scalar,5,-1,linear_small3,0.02,1.443753482101452,1.8775411003968105e-05,0.9995606735592721,1.3997724316082243,1.3209150709547344e-05,8.031679907867378e-06,0.0231156007943606,6
reference,scalar,5,-1,linear_small3,0.03,1.424951219095187,1.7032782895477118e-05,0.9993636875523081,1.381459313321953,1.059349260353289e-05,9.198393610647831e-06,0.04431654410191627,7
reference,scalar,5,-1,linear_small3,0.05,1.3583722243260772,1.2203121352687444e-05,0.9951117855525439,1.2147270574599123,3.3555043189562393e-06,5.815932998815951e-06,0.08559991491424321,8
reference,scalar,5,-1,quadratic_all,0.015,1.463566653015254,2.008604804724926e-05,0.9995516143323461,1.4689435906974047,1.8227151095885417e-05,9.449540405273386e-06,0.011833410708569176,5
reference,scalar,5,-1,quadratic_all,0.02,1.4504740641996217,1.8728763952136564e-05,0.9995442087189549,1.419734080498145,1.3904372223152738e-05,8.560308049621323e-06,0.024508810800137754,6
reference,scalar,5,-1,quadratic_all,0.03,1.4323978776542348,1.7054496329941556e-05,0.9993817432507086,1.3949326575102032,1.0694068020660678e-05,9.607117374016127e-06,0.04699718503357803,7
reference,scalar,5,-1,quadratic_all,0.05,1.3649926544967097,1.2168221421588432e-05,0.9950578365704859,1.2313254717561626,3.151676887420007e-06,6.105221715422213e-06,0.09202656235289122,8
reference,scalar,5,-1,quadratic_small4,0.015,1.5044495063623957,2.4497928594520748e-05,0.9983976696037002,1.4354078648545974,1.566541243109819e-05,8.311816844810371e-06,0.014887765431815402,5
reference,scalar,5,-1,quadratic_small4,0.02,1.459927365993949,1.931087877207967e-05,0.9971083696536418,1.3366310403546642,9.376422677092884e-06,6.1061987839029486e-06,0.03349106204096794,6
reference,scalar,5,-1,quadratic_small4,0.03,1.4213527559540773,1.5812907450032133e-05,0.9965582193158392,1.3271823987144817,7.3536401788060425e-06,7.38640448099125e-06,0.05871068734506556,7
reference,scalar,5,-1,quadratic_small4,0.05,1.3259469144293645,9.80610034137779e-06,0.9879629755920328,1.1408349011275365,1.6680769498393907e-06,4.081714372604948e-06,0.11584724578744417,8
reference,scalar,5,1,linear_all,0.015,1.4006953357767231,1.6814657800710724e-05,0.9992901160023953,1.4682112103364182,2.0494439200767122e-05,1.0342847450124446e-05,0.007052755400915813,5
reference,scalar,5,1,linear_all,0.02,1.4172918563693258,1.8374069991389834e-05,0.9992822132531762,1.4757107499697877,2.0783017743600857e-05,1.1470985741581084e-05,0.011614095828007629,6
reference,scalar,5,1,linear_all,0.03,1.424169456403669,1.904055088282012e-05,0.9994850386438855,1.4532713321223498,1.7481255553910726e-05,1.237854253318441e-05,0.027114449303290926,7
reference,scalar,5,1,linear_all,0.05,1.3973749130368553,1.664942415847681e-05,0.9989711880453017,1.3345783086855738,8.301282876491286e-06,9.903104500977909e-06,0.05455584379032032,8
reference,scalar,5,1,linear_drop_largest,0.015,1.418041827534978,1.7398938875843944e-05,0.9994638572191394,1.4739101522644176,2.0056313651764177e-05,1.0187176390661586e-05,0.008006772355445928,5
reference,scalar,5,1,linear_drop_largest,0.02,1.4282029298352874,1.8369812649360175e-05,0.9995559131379673,1.4673067543630272,1.89326542058683e-05,1.0799608482261762e-05,0.015110385727310941,6
reference,scalar,5,1,linear_drop_largest,0.03,1.4285031415178813,1.8398405368837207e-05,0.9997066797591426,1.4392778507400048,1.5220879696464446e-05,1.1598857265933452e-05,0.032867764743470626,7
reference,scalar,5,1,linear_drop_largest,0.05,1.3896012364140218,1.5141378075182055e-05,0.9983472710144985,1.3016420549569332,6.2344954025351345e-06,8.53178347368923e-06,0.06481750677167188,8
reference,scalar,5,1,linear_small3,0.015,1.4606170584778575,2.0546418941450578e-05,0.9997359135697369,1.4564738814801943,1.7853941099127626e-05,9.256032731987758e-06,0.010258234370041608,5
reference,scalar,5,1,linear_small3,0.02,1.4437356487462225,1.8774035431061263e-05,0.9995608364680069,1.3997652744530384,1.3208825708726499e-05,8.031429602546125e-06,0.023115964541412296,6
reference,scalar,5,1,linear_small3,0.03,1.4249363881824282,1.7031799917035866e-05,0.9993639001109114,1.38145507675526,1.0593362167663259e-05,9.198239505307672e-06,0.04431688273074679,7
reference,scalar,5,1,linear_small3,0.05,1.3583602701538278,1.2202592907552222e-05,0.9951122414081565,1.2147250988422784,3.355495055475133e-06,5.815893058523208e-06,0.08560019641109311,8
reference,scalar,5,1,quadratic_all,0.015,1.4635211076243675,2.008233194720868e-05,0.9995495039453637,1.4688943198497537,1.822341253687607e-05,9.447524902108142e-06,0.011835723567790848,5
reference,scalar,5,1,quadratic_all,0.02,1.4504314301259882,1.872559028606674e-05,0.999542858497383,1.4197065164847622,1.39028950377984e-05,8.559343296263059e-06,0.024509236102494374,6
reference,scalar,5,1,quadratic_all,0.03,1.4323607063226744,1.7052088953401477e-05,0.9993810021661904,1.3949202818317938,1.0693626153956932e-05,9.606672393990917e-06,0.04699752084271884,7
reference,scalar,5,1,quadratic_all,0.05,1.3649619336802556,1.2166896840713754e-05,0.9950579696118735,1.231320405865749,3.151642045639086e-06,6.1051202582820524e-06,0.09202684061303544,8
reference,scalar,5,1,quadratic_small4,0.015,1.504428253352988,2.4495538571526283e-05,0.998399838098735,1.4354115927690818,1.566579991398402e-05,8.31186572274682e-06,0.014888534979695181,5
reference,scalar,5,1,quadratic_small4,0.02,1.4599113977766105,1.9309540115132098e-05,0.9971102670088773,1.336631172216657,9.376491921454547e-06,6.106164508600868e-06,0.03349203070407224,6
reference,scalar,5,1,quadratic_small4,0.03,1.421340404961373,1.581210758747953e-05,0.9965597911367992,1.3271808677417363,7.353638843177618e-06,7.386340150954258e-06,0.058711443494343846,7
reference,scalar,5,1,quadratic_small4,0.05,1.3259373461179942,9.805740977495497e-06,0.9879645480097365,1.1408341778183335,1.6680857827948863e-06,4.081698105541398e-06,0.11584791851779162,8
reference,scalar,6,-1,linear_all,0.015,1.6023014886402527,1.0593745330314645e-07,0.9889648337624296,1.9353652774264192,-4.877037747521071e-07,3.164984333292234e-08,0.013860701452325304,5
reference,scalar,6,-1,linear_all,0.02,1.7167672986302112,1.9530018903232032e-07,0.9853227382351897,2.1929146998384925,-1.5104577782538616e-06,1.6038073850321027e-07,0.01444469810140941,6
reference,scalar,6,-1,linear_all,0.03,1.8918505429877195,4.837581836794245e-07,0.9758348278474629,2.4999999999999996,-5.7860411028823826e-06,9.604257734204895e-07,0.01633873390935495,7
reference,scalar,6,-1,linear_all,0.05,2.154689366628803,1.8043631728033411e-06,0.961528377884145,2.4999999999999996,-9.399023264013265e-06,2.8733648213254733e-06,0.03166068671299087,8
reference,scalar,6,-1,linear_drop_largest,0.015,1.5386413452450747,4.859004507932693e-08,0.9838505317390538,1.9037114667546815,-2.6008323334684455e-07,1.1597277245195938e-09,0.017473285565411244,5
reference,scalar,6,-1,linear_drop_largest,0.02,1.6590747830718953,9.248049676290068e-08,0.9810056694564498,2.150098093880313,-7.691034333163539e-07,4.170810006639101e-08,0.016202371429355104,6
reference,scalar,6,-1,linear_drop_largest,0.03,1.842587413066254,2.392992693650252e-07,0.9711900202395959,2.4999999999996576,-3.493055421350363e-06,3.899133560144276e-07,0.01630514917781885,7
reference,scalar,6,-1,linear_drop_largest,0.05,2.1164630988756916,9.432853012095504e-07,0.9563196147046484,2.4999999999999996,-5.794360447683998e-06,1.2683116162163246e-06,0.031602024589854706,8
reference,scalar,6,-1,linear_small3,0.015,1.1929275352546067,4.909482613376053e-09,0.9467604989282165,1.7860597093275843,-7.458611228302391e-08,-4.8532397623078495e-09,0.037953080330518786,5
reference,scalar,6,-1,linear_small3,0.02,1.375348025358239,1.3013634576962508e-08,0.9420897213213444,2.1088578792230948,-3.105229367814225e-07,-9.691827001884509e-09,0.023126222268394874,6
reference,scalar,6,-1,linear_small3,0.03,1.6099603398463105,4.387940395320658e-08,0.9337577787707448,2.4999999999999996,-1.6331842377256919e-06,6.339543192555079e-08,0.016298204777676885,7
reference,scalar,6,-1,linear_small3,0.05,1.9311990956641993,2.1927085466547922e-07,0.9230460573003533,2.499999999999953,-2.7025399037057398e-06,3.506024864451229e-07,0.030946624577810767,8
reference,scalar,6,-1,quadratic_all,0.015,0.6332879304519271,1.1987041521251574e-10,0.7614033087400897,0.977811229414862,-3.0400377489711884e-10,-5.380749659939162e-10,0.07711226434161375,5
reference,scalar,6,-1,quadratic_all,0.02,0.8261193862024641,3.3592067964769085e-10,0.8161445505876453,1.398658698033117,-1.6793438877051196e-09,-3.868508497609722e-09,0.05979084251327136,6
reference,scalar,6,-1,quadratic_all,0.03,1.1371021940968196,1.6823927410870886e-09,0.8169665249394369,2.4999999999999996,-1.2975364581555127e-07,-3.6616001955262283e-07,0.030175179224688535,7
reference,scalar,6,-1,quadratic_all,0.05,1.6346130137798849,2.0326075026934133e-08,0.8049544449435033,2.499999999999975,-4.195988805803139e-07,-8.675631580401221e-07,0.04495504906828728,8
reference,scalar,6,-1,quadratic_small4,0.015,-0.15059724727718687,1.954652365897636e-12,0.0747778233193257,0.20000000000000004,-6.955519235231118e-12,-9.205510177030913e-12,0.17727242416865482,5
reference,scalar,6,-1,quadratic_small4,0.02,0.25785688877911866,1.733856059822049e-11,0.11660374952269326,0.7563313590462342,-9.423235221620497e-11,-1.6028921171637198e-10,0.15756605076362976,6
reference,scalar,6,-1,quadratic_small4,0.03,0.6390190615952386,1.2491154848244782e-10,0.3988956390627091,2.116200905987678,-1.8088966878366608e-08,-4.713313108440609e-08,0.07125866471642711,7
reference,scalar,6,-1,quadratic_small4,0.05,1.18468032252346,1.920701262564925e-09,0.5957774097933429,2.499999999999896,-1.163561538173539e-07,-3.843647899706787e-07,0.039035892051409025,8
reference,scalar,6,1,linear_all,0.015,1.6012706007025288,1.054712012417889e-07,0.9889188229680641,1.9347395882157827,-4.864709724021882e-07,3.1667702666110475e-08,0.013856114702771767,5
reference,scalar,6,1,linear_all,0.02,1.7158769278758381,1.9458669461551907e-07,0.9852692611753864,2.192484244529132,-1.5079807494016263e-06,1.602631843272064e-07,0.014443630693070366,6
reference,scalar,6,1,linear_all,0.03,1.8909751568265893,4.820282778811617e-07,0.9757897546425691,2.4999999999999996,-5.78326769965159e-06,9.624355481326842e-07,0.01631485962756508,7
reference,scalar,6,1,linear_all,0.05,2.1540028681398247,1.7996124625199088e-06,0.9614567817367465,2.4999999999999996,-9.39818904396594e-06,2.8729927824115823e-06,0.031667421810391484,8
reference,scalar,6,1,linear_drop_largest,0.015,1.5380625170192685,4.846804431920902e-08,0.9836848730324296,1.903413048923568,-2.598088111351906e-07,1.2656522093442937e-09,0.01740987166303748,5
reference,scalar,6,1,linear_drop_largest,0.02,1.6586074057294118,9.230325244967364e-08,0.9808908586420296,2.149698690220971,-7.679697577644291e-07,4.1808451930248516e-08,0.016167889305377686,6
reference,scalar,6,1,linear_drop_largest,0.03,1.8419170397743192,2.3858959262816103e-07,0.9711551660991518,2.4999999999999996,-3.4895382047506905e-06,3.924286487700059e-07,0.01625027020076186,7
reference,scalar,6,1,linear_drop_largest,0.05,2.1161042750002053,9.419564737065294e-07,0.9562338425328656,2.4999999999999996,-5.797053000379305e-06,1.2678812519002114e-06,0.031646255886428096,8
reference,scalar,6,1,linear_small3,0.015,1.193261325490248,4.921638424235228e-09,0.9470433255903457,1.7840270976464767,-7.398966622498944e-08,-4.718707909239861e-09,0.03774614434266795,5
reference,scalar,6,1,linear_small3,0.02,1.3753946494077267,1.3025851662703622e-08,0.9423121219845663,2.107268035013552,-3.0866677078808115e-07,-9.436709824847906e-09,0.023051202555475585,6
reference,scalar,6,1,linear_small3,0.03,1.608859967116509,4.3660386271228406e-08,0.9341287908225903,2.4999999999999996,-1.627893874604631e-06,6.71291791682097e-08,0.016187196866866052,7
reference,scalar,6,1,linear_small3,0.05,1.9302586081997088,2.1835117172842626e-07,0.9231341646754706,2.49999999999995,-2.6995577248466843e-06,3.5113681304064555e-07,0.03101336643134781,8
reference,scalar,6,1,quadratic_all,0.015,0.6349351314094273,1.2034031749114383e-10,0.7619865856591219,0.9808538681824686,-3.091769788889157e-10,-5.426056125450606e-10,0.07699246300338744,5
reference,scalar,6,1,quadratic_all,0.02,0.8280570313985464,3.3776134768907843e-10,0.816478527311021,1.4028499381370572,-1.713287665616029e-09,-3.9230701521309494e-09,0.05983231925352436,6
reference,scalar,6,1,quadratic_all,0.03,1.135301912813373,1.6591685550485737e-09,0.8186940835453715,2.4999999999999996,-1.2427915273710845e-07,-3.623258469890801e-07,0.0302847625319261,7
reference,scalar,6,1,quadratic_all,0.05,1.6352196067454352,2.028858656129785e-08,0.8046602383893785,2.4999999999999747,-4.23547915275447e-07,-8.679083191820698e-07,0.045475118167444144,8
reference,scalar,6,1,quadratic_small4,0.015,-0.15173744500134345,1.9326510829672583e-12,0.07521193863001585,0.20000000000000004,-7.025140097621935e-12,-9.076110705183461e-12,0.17774679289959464,5
reference,scalar,6,1,quadratic_small4,0.02,0.25813218391937875,1.727356793412461e-11,0.11604008145078959,0.7627265842888165,-9.749389799764343e-11,-1.634510970876339e-10,0.15804541739294,6
reference,scalar,6,1,quadratic_small4,0.03,0.6291010149714991,1.180421911567197e-10,0.39626666121547727,2.044779513199827,-1.2605626500202857e-08,-3.5408727136269905e-08,0.0750777403330706,7
reference,scalar,6,1,quadratic_small4,0.05,1.1799753021617558,1.8630874677615456e-09,0.5932097318319519,2.4999999999995413,-1.1098776630571325e-07,-3.8430126414257386e-07,0.04019034788956953,8
