config_label,model,iteration,sector,U,method,degree,n_delta,y0_real,y0_imag,y0_abs,s0_abs,y_fit_rms,B0_0_real,B0_0_imag,Bx0_real,Bx0_imag,Bx0_abs,Bx_fit_rms,By0_real,By0_imag,Bz0_real,Bz0_imag,Bz0_abs,Bz_fit_rms,nilpotent_mismatch0,trace_component_fraction0,beta0,Gamma_PT,F_lambda,soc_lambda,Lambda,z_shift,nkeep,max_tracking_cost,max_residual,max_biorth_error,min_support,median_alignment,median_trace_fraction,ybare_real,ybare_imag,delta_y_real,delta_y_imag,delta_y_abs,Q_real,Q_imag,Q_abs,C_beta0_real,C_beta0_imag,C_beta0_abs,C_beta0_phase,C_gamma_real,C_gamma_imag,C_gamma_abs
reference,scalar,4,1,0.03,linear_all,1,5,2.2347777363969462e-11,3.437104651096893e-11,4.09974632308968e-11,6.402926145981757e-06,4.461053610235758e-12,1.8626453102870148e-11,4.9741474762018425e-11,6.778426622690476e-07,7.94869212409219e-05,7.948981141652881e-05,1.1452703013197483e-07,-6.920217829021306e-15,2.480412486891618e-13,7.948697226401836e-05,-6.77773869093282e-07,7.948986185117225e-05,1.1453153069057826e-07,5.387457291161056e-07,4.724840852333799e-07,0.5,0.1,1.0,0.0,3.0,0.5,320,0.2862498925159491,8.399461246341503e-12,4.64431637992146e-09,1.1108354292904734,0.9999999561031385,0.00021861777011483543,-7.252170402042314e-13,2.927313104596503e-14,2.3072994404173692e-11,3.4341773379922967e-11,4.137294369093183e-11,-6.647325480459e-22,1.5605052695915913e-21,1.6961857377229415e-21,-2.9543668802040003e-18,6.935578975962628e-18,7.53860327876863e-18,1.9734905197879358,-7.385917200510001e-17,1.733894743990657e-16,1.8846508196921574e-16
reference,scalar,4,1,0.05,linear_all,1,5,-1.2351322592559258e-10,-1.1150454429571898e-10,1.6639946026698054e-10,1.2899591476747647e-05,6.756773162700623e-11,-2.3038325593121327e-10,-1.807305495383859e-10,1.3955530416657144e-07,9.181948288468086e-05,9.18195889388159e-05,8.454089027701675e-08,-2.7506680387777524e-14,-9.51625564678675e-14,9.181928352273324e-05,-1.3974795768417945e-07,9.181938987011266e-05,8.465398548378522e-08,1.509686996950305e-06,2.2549753975885405e-06,0.5,0.1,1.0,0.0,3.0,0.5,320,0.8818204332289407,1.0744045705745116e-11,2.6494094373491432e-09,1.108242855475099,0.9999999461053763,0.000260363693075842,-7.252170402042314e-13,2.927313104596503e-14,-1.2278800888538834e-10,-1.1153381742676496e-10,1.6588154676101e-10,2.729415596681294e-21,2.7467322565919733e-20,2.760259984928395e-20,4.36706495469007e-18,4.3947716105471563e-17,4.4164159758854314e-17,1.4717519170140048,1.0917662386725172e-16,1.098692902636789e-15,1.104103993971358e-15
reference,scalar,4,1,0.075,linear_all,1,5,1.308552185063834e-11,5.711668027315403e-11,5.85964678758817e-11,7.654832975047966e-06,4.110173749593611e-11,-5.292332494212915e-11,1.2222055168225232e-10,1.2483922910561067e-06,0.00012034827372997524,0.00012035474844432776,2.5936806052165157e-07,7.077696814591185e-14,1.780215088107896e-13,0.00012034830711079804,-1.2483171158475303e-06,0.00012035478104361571,2.5939172989962006e-07,3.4171150095866887e-07,7.824977857283845e-07,0.5,0.1,1.0,0.0,3.0,0.5,320,0.7639585946323819,9.375462970985608e-12,1.917323851048409e-09,1.1038290311329746,0.9999999264203644,0.00032735190668631704,-7.252170402042314e-13,2.927313104596503e-14,1.3810738890842571e-11,5.708740714210807e-11,5.873421969278082e-11,-3.0799224558295753e-21,1.5358420711186114e-21,3.44161781744301e-21,-2.1901670797010312e-18,1.0921543616843459e-18,2.4473726701816962e-18,2.679015554663497,-5.475417699252579e-17,2.7303859042108648e-17,6.118431675454241e-17
reference,scalar,4,1,0.1,linear_all,1,5,-3.081160008107719e-11,-5.044296375999336e-12,3.122178126701223e-11,5.587645413500416e-06,1.2750507223153657e-10,-2.7002081358064976e-10,4.1073990865486225e-11,1.1990059216301335e-06,0.00014994260879259218,0.00014994740260080682,9.407729799048432e-07,-1.3189579379606308e-13,-9.245957879765835e-14,0.0001499426057142936,-1.199011894230988e-06,0.00014994739957036474,9.407730630676185e-07,2.240524809800147e-08,1.2879842754974637e-06,0.5,0.1,1.0,0.0,3.0,0.5,320,0.547192691566873,1.1810670153819649e-11,5.425617795380871e-09,1.0976418168559232,0.9999998956184998,0.0004108077387006016,-7.252170402042314e-13,2.927313104596503e-14,-3.0086383040872954e-11,-5.073569507045301e-12,3.051117093828009e-11,9.014170138637112e-22,3.080894275746311e-22,9.526131052354014e-22,3.605668055454844e-19,1.2323577102985241e-19,3.810452420941605e-19,0.3293362940495185,9.014170138637109e-18,3.08089427574631e-18,9.52613105235401e-18
reference,scalar,4,1,0.0,linear_drop_largest,1,4,-4.1848036827213917e-13,2.8016532276394555e-14,4.194171488029304e-13,6.476242342616052e-07,1.5125107323072767e-13,-3.4132568902626057e-12,-2.0166995761139233e-12,9.331481110363017e-10,6.224740759438731e-05,6.22474076013817e-05,1.3496493058083186e-10,1.1230522421131335e-13,6.559296985231427e-14,6.224740917349966e-05,-9.330838656587546e-10,6.224740918049309e-05,1.3464085033719622e-10,1.269465470068815e-08,4.503540548340958e-08,0.5,0.1,1.0,0.0,3.0,0.5,320,0.6145781419692795,9.353286798318918e-12,6.46561427094386e-08,1.113673178570881,0.9999999651649047,0.0001722503758253058,-4.1848036827213917e-13,2.8016532276394555e-14,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
reference,scalar,4,1,0.0025,linear_drop_largest,1,4,6.261116268824178e-12,3.0890375729165293e-12,6.9816710076187945e-12,2.642285186655444e-06,3.8808128084081686e-11,8.07318118651519e-12,4.5069570511190254e-12,8.079973260325133e-07,6.418608550807402e-05,6.419117098580354e-05,5.920361027530533e-07,-1.590457151919861e-13,7.445458670245457e-14,6.418610272700874e-05,-8.079896383836694e-07,6.41911881066074e-05,5.920350956217494e-07,1.4688262656651427e-07,1.0185082519305755e-07,0.5,0.1,1.0,0.0,3.0,0.5,320,0.0808871099014819,9.625456999159456e-12,3.584177639350222e-09,1.113470411288365,0.9999999645984781,0.00017550796200903126,-4.1848036827213917e-13,2.8016532276394555e-14,6.6795966370963165e-12,3.0610210406401347e-12,7.347575181347247e-12,3.236612216768159e-23,3.979893362068248e-23,5.129835261991149e-23,2.0714318187316216e-17,2.5471317517236787e-17,3.283094567674335e-17,0.8880336266625541,5.178579546829053e-16,6.367829379309196e-16,8.207736419185836e-16
reference,scalar,4,1,0.005,linear_drop_largest,1,4,7.848215228349706e-11,8.36379067994756e-11,1.1469414841589692e-10,1.0709535396827303e-05,3.9937389329376513e-11,1.1756079079599702e-10,1.2801481053117153e-10,1.3089471422901388e-06,6.5931646525528e-05,6.594463857045906e-05,8.710190936793728e-08,-1.1394287206472737e-17,-8.282144179856872e-14,6.59318382489208e-05,-1.3087424930432253e-06,6.594482619428876e-05,8.711168670870613e-08,2.1262257072297757e-06,1.8636667607682758e-06,0.5,0.1,1.0,0.0,3.0,0.5,320,0.22132714743388746,1.2590236436450674e-11,2.0380439431245014e-09,1.1132614223570494,0.9999999640153963,0.00017879936444571693,-4.1848036827213917e-13,2.8016532276394555e-14,7.89006326517692e-11,8.36098902671992e-11,1.1496053054567259e-10,-8.006647426419777e-22,1.316096790050514e-20,1.3185300152375624e-20,-1.2810635882271642e-16,2.1057548640808223e-15,2.1096480243800995e-15,1.6315577516244215,-3.2026589705679105e-15,5.264387160202055e-14,5.274120060950248e-14
reference,scalar,4,1,0.0075,linear_drop_largest,1,4,3.975098734759269e-11,4.011505945272405e-11,5.6474410045648634e-11,7.514945777957991e-06,5.200028386976581e-12,5.85904897946843e-11,6.194660430889003e-11,1.1383294913970513e-06,6.696949327480599e-05,6.697916708585788e-05,1.518478320552735e-07,2.5402622103802395e-13,1.6040025332942284e-13,6.69695895349844e-05,-1.1382332559627097e-06,6.697926169665706e-05,1.5184779918357127e-07,1.0160984679496825e-06,9.001584170465003e-07,0.5,0.1,1.0,0.0,3.0,0.5,320,0.18813328501023302,1.4777579003131093e-11,1.2198727539110552e-08,1.1130604342445132,0.9999999633988916,0.00018221474996161482,-4.1848036827213917e-13,2.8016532276394555e-14,4.0169467715864835e-11,4.0087042920447656e-11,5.674995283418057e-11,-1.131810710478245e-23,3.204900121539317e-21,3.2049201064287333e-21,-8.048431718956409e-19,2.2790400864279586e-16,2.279054297904877e-16,1.5743278128396008,-2.012107929739102e-17,5.697600216069897e-15,5.697635744762193e-15
reference,scalar,4,1,0.01,linear_drop_largest,1,4,3.873809058998702e-11,3.9459550803137416e-11,5.5296435799637427e-11,7.436157327520541e-06,5.0511646963262485e-12,5.6367037600657865e-11,6.054663492982134e-11,1.098120649253976e-06,6.819925545786988e-05,6.820809566296447e-05,1.464626151744797e-07,2.2971802660138403e-13,-1.2645404712154437e-13,6.819934781180381e-05,-1.098027780526806e-06,6.820818650984791e-05,1.464627005477804e-07,9.60095843877555e-07,8.575835371449081e-07,0.5,0.1,1.0,0.0,3.0,0.5,320,0.1886642411122441,9.453456101857366e-12,8.404946688213433e-10,1.1128418063705197,0.9999999627484465,0.00018575012544924525,-4.1848036827213917e-13,2.8016532276394555e-14,3.915657095825916e-11,3.943153427086102e-11,5.5570522259227256e-11,-3.9099836832396435e-23,3.0726030476908746e-21,3.0728518164596825e-21,-1.5639934732958574e-18,1.2290412190763499e-16,1.229140726583873e-16,1.58352095340783,-3.909983683239643e-17,3.072603047690874e-15,3.072851816459682e-15
reference,scalar,4,1,0.015,linear_drop_largest,1,4,3.636084626081666e-11,3.7973064869725184e-11,5.2574373951604044e-11,7.250818846971978e-06,4.700686020634906e-12,5.124149344990161e-11,5.75021997985432e-11,1.0153292295124434e-06,7.078557352039276e-05,7.079285495058969e-05,1.353841014291261e-07,-2.517119982771172e-13,-9.185567304871123e-15,7.078565756027413e-05,-1.015243284932302e-06,7.079293774924158e-05,1.3538448538840344e-07,8.489885077992917e-07,7.693128389547009e-07,0.5,0.1,1.0,0.0,3.0,0.5,320,0.2190357535497727,1.8219938440048353e-11,1.076958061494345e-09,1.112384654031349,0.9999999613388433,0.0001931898505330307,-4.1848036827213917e-13,2.8016532276394555e-14,3.67793266290888e-11,3.794504833744879e-11,5.2844541445834556e-11,-1.0356234086614259e-22,2.7763378249084318e-21,2.778268683274344e-21,-1.841108282064757e-18,4.935711688726101e-17,4.939144325821056e-17,1.6080808196975405,-4.6027707051618924e-17,1.2339279221815253e-15,1.234786081455264e-15
reference,scalar,4,1,0.02,linear_drop_largest,1,4,3.334498570005534e-11,3.617873774304302e-11,4.920151558658311e-11,7.01437920179563e-06,4.262646958870868e-12,4.491716914364442e-11,5.4026630102371614e-11,9.28064443768395e-07,7.354132937067623e-05,7.354718505298537e-05,1.2367182386905857e-07,1.5948515814377616e-13,-1.2920905172863297e-13,7.354140418783136e-05,-9.279857750673576e-07,7.354725887153584e-05,1.236726244815443e-07,7.380636030028109e-07,6.754997143027345e-07,0.5,0.1,1.0,0.0,3.0,0.5,320,0.22046535300163528,1.2783914513972628e-11,1.209184435188047e-09,1.1118993677878055,0.9999999597721058,0.00020113626067655183,-4.1848036827213917e-13,2.8016532276394555e-14,3.376346606832748e-11,3.6150721210766624e-11,4.9465607092258286e-11,-1.8204516867350479e-22,2.426964866001852e-21,2.433782838349542e-21,-1.8204516867350476e-18,2.426964866001852e-17,2.433782838349542e-17,1.6456655179264672,-4.551129216837619e-17,6.067412165004629e-16,6.084457095873854e-16
reference,scalar,4,1,0.03,linear_drop_largest,1,4,2.379489548391516e-11,3.108014229520913e-11,3.914297250057657e-11,6.25643448783543e-06,3.114409102384368e-12,2.6038656551974767e-11,4.4947102662731864e-11,7.315737485430706e-07,7.954194454878939e-05,7.954530874132204e-05,9.7211766266132e-08,-3.4297459530271647e-15,2.866229153887396e-13,7.954199565516547e-05,-7.315115089365657e-07,7.954535927314723e-05,9.7214084880691e-08,5.062107793205133e-07,4.617550787445187e-07,0.5,0.1,1.0,0.0,3.0,0.5,320,0.2862498925159491,8.399461246341503e-12,4.64431637992146e-09,1.1108354292904734,0.9999999561031385,0.00021861777011483543,-4.1848036827213917e-13,2.8016532276394555e-14,2.42133758521873e-11,3.1052125762932736e-11,3.937666929231417e-11,-3.889497395651269e-22,1.4914372540157358e-21,1.5413198832733517e-21,-1.7286655091783417e-18,6.628610017847715e-18,6.8503105923260085e-18,1.8259028505964527,-4.3216637729458546e-17,1.6571525044619287e-16,1.712577648081502e-16
reference,scalar,4,1,0.05,linear_drop_largest,1,4,-9.435429586844181e-11,-5.821558368031844e-11,1.1086833331510678e-10,1.0529403274407661e-05,3.706325285559393e-11,-1.710795441898294e-10,-9.463020863108352e-11,6.888704054052316e-08,9.185085555504292e-05,9.185088138726658e-05,4.374678869232599e-08,-3.9505338833133906e-14,-1.0279633929533802e-13,9.18507006272295e-05,-6.898808165421184e-08,9.185072653533204e-05,4.380878276596227e-08,1.0068756897463837e-06,1.5050984851794074e-06,0.5,0.1,1.0,0.0,3.0,0.5,320,0.8818204332289407,1.0744045705745116e-11,2.6494094373491432e-09,1.108242855475099,0.9999999461053763,0.000260363693075842,-4.1848036827213917e-13,2.8016532276394555e-14,-9.393581550016967e-11,-5.824360021259483e-11,1.1052716588878271e-10,5.472562546327044e-21,1.0964062214731494e-20,1.2253962668131661e-20,8.75610007412327e-18,1.7542499543570387e-17,1.9606340269010655e-17,1.1078398361984965,2.189025018530817e-16,4.3856248858925965e-16,4.901585067252663e-16
reference,scalar,4,1,0.075,linear_drop_largest,1,4,4.72399158999699e-11,4.0689618206131615e-11,6.234785228054762e-11,7.896065620329381e-06,2.0615069356089265e-11,3.6688353845573675e-11,9.256083259932214e-11,1.3898432173818342e-06,0.00012036380250864782,0.00012037182651480236,2.455830432154781e-07,5.3328277304793184e-14,2.0796378119335438e-13,0.0001203638741185456,-1.389789177406772e-06,0.00012037189749598004,2.455971534026679e-07,3.726464650465356e-07,5.848903711606352e-07,0.5,0.1,1.0,0.0,3.0,0.5,320,0.7639585946323819,9.375462970985608e-12,1.917323851048409e-09,1.1038290311329746,0.9999999264203644,0.00032735190668631704,-4.1848036827213917e-13,2.8016532276394555e-14,4.7658396268242043e-11,4.066160167385522e-11,6.264733502347928e-11,5.968735838802222e-22,3.860052591902292e-21,3.905926789813862e-21,4.244434374259358e-19,2.744926287574963e-18,2.777547939423191e-18,1.417382972436874,1.0611085935648395e-17,6.862315718937408e-17,6.943869848557978e-17
reference,scalar,4,1,0.1,linear_drop_largest,1,4,-3.120088506768852e-11,-5.6561029000503083e-11,6.459601559386508e-11,8.037164648920978e-06,1.311687001616173e-10,-1.938716888217858e-10,-6.181526379100895e-11,1.0660121775446287e-06,0.00014968521093268483,0.00014968900679049554,1.0038657974336908e-06,-1.6101342806794375e-13,-1.1311216334811195e-13,0.00014968519585567444,-1.0660716937082948e-06,0.0001496889921377245,1.0038706101719118e-06,2.0507910592600087e-07,9.612445272226897e-07,0.5,0.1,1.0,0.0,3.0,0.5,320,0.547192691566873,1.1810670153819649e-11,5.425617795380871e-09,1.0976418168559232,0.9999998956184998,0.0004108077387006016,-4.1848036827213917e-13,2.8016532276394555e-14,-3.078240469941638e-11,-5.658904553277948e-11,6.441953518452023e-11,-2.240296374356764e-21,3.506712790667357e-21,4.161245299328808e-21,-8.961185497427054e-19,1.4026851162669425e-18,1.664498119731523e-18,2.1392999219444304,-2.2402963743567632e-17,3.506712790667356e-17,4.161245299328807e-17
reference,scalar,4,1,0.0,linear_small3,1,3,-1.7695097642983026e-13,2.5262586166254518e-14,1.7874519943002043e-13,4.227826858210024e-07,3.647602682791729e-14,-2.3638760253982882e-12,-1.728246633933892e-12,1.0681231107607556e-09,6.22475320272014e-05,6.224753203636553e-05,8.623507847224791e-11,1.9206538825187501e-13,9.988085289095004e-14,6.224753277830844e-05,-1.0680642393175998e-09,6.224753278747155e-05,8.615075790918713e-11,6.051731148850871e-09,3.326392568115992e-08,0.5,0.1,1.0,0.0,3.0,0.5,320,0.6145781419692795,9.353286798318918e-12,6.46561427094386e-08,1.113673178570881,0.9999999651649047,0.0001722503758253058,-1.7695097642983026e-13,2.5262586166254518e-14,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
reference,scalar,4,1,0.0025,linear_small3,1,3,-1.6517675634828872e-12,-4.090164839048417e-12,4.41109787857424e-12,2.1002613833935622e-06,4.417031886096763e-11,-3.431296120447146e-12,-6.605352915010977e-12,9.402896742605284e-07,6.432478870318627e-05,6.433166083959811e-05,6.700540339532425e-07,-2.325840630929953e-13,1.2103678912461647e-13,6.432478485646456e-05,-9.402998649128761e-07,6.433165714223758e-05,6.700532626041758e-07,8.465897725361328e-08,8.181495452831512e-08,0.5,0.1,1.0,0.0,3.0,0.5,320,0.0808871099014819,9.625456999159456e-12,3.584177639350222e-09,1.113470411288365,0.9999999645984781,0.00017550796200903126,-1.7695097642983026e-13,2.5262586166254518e-14,-1.474816587053057e-12,-4.115427425214671e-12,4.371707544845135e-12,-1.439672235168783e-23,1.282997247924729e-23,1.9284029876813373e-23,-9.21390230508021e-18,8.211182386718266e-18,1.2341779121160559e-17,2.4136757210244895,-2.303475576270052e-16,2.0527955966795662e-16,3.0854447802901393e-16
reference,scalar,4,1,0.005,linear_small3,1,3,3.532948254791376e-11,3.487259872534299e-11,4.964141898618669e-11,7.045666681456531e-06,2.5604687379906772e-12,5.2962930184108673e-11,5.418938477533215e-11,1.3294887373247224e-06,6.593341578211195e-05,6.594681839937028e-05,9.951438651274545e-08,1.632975506660368e-14,2.3567973261653402e-14,6.593350122015298e-05,-1.3294034798289149e-06,6.594690210131251e-05,9.951435586977208e-08,9.151310515170773e-07,8.12467290031017e-07,0.5,0.1,1.0,0.0,3.0,0.5,320,0.22132714743388746,1.2590236436450674e-11,2.0380439431245014e-09,1.1132614223570494,0.9999999640153963,0.00017879936444571693,-1.7695097642983026e-13,2.5262586166254518e-14,3.550643352434359e-11,3.484733613917673e-11,4.974981062894012e-11,3.920675370830391e-23,2.469339962432829e-21,2.4696511939146607e-21,6.273080593328626e-18,3.950943939892526e-16,3.951441910263457e-16,1.5549202383557963,1.5682701483321562e-16,9.877359849731314e-15,9.878604775658641e-15
reference,scalar,4,1,0.0075,linear_small3,1,3,3.462587817601957e-11,3.4347559105547047e-11,4.8771982284602667e-11,6.9836940285641575e-06,2.5076532514557712e-12,5.147709143918008e-11,5.3039415479520766e-11,1.2848411305206941e-06,6.711621227430333e-05,6.712850934424228e-05,9.616456135404975e-08,4.2955838335683757e-13,2.2170819350805148e-13,6.711629463978844e-05,-1.2847587238730483e-06,6.712859011742659e-05,9.616455633392566e-08,8.678237241965848e-07,7.785672681732126e-07,0.5,0.1,1.0,0.0,3.0,0.5,320,0.18813328501023302,1.4777579003131093e-11,1.2198727539110552e-08,1.1130604342445132,0.9999999633988916,0.00018221474996161482,-1.7695097642983026e-13,2.5262586166254518e-14,3.4802829152449397e-11,3.432229651938079e-11,4.8880026139302345e-11,2.6191414075991876e-23,2.383831889355311e-21,2.383975768936969e-21,1.862500556514978e-18,1.6951693435415546e-16,1.6952716579107335e-16,1.5598096626944182,4.6562513912874443e-17,4.237923358853886e-15,4.2381791447768335e-15
reference,scalar,4,1,0.01,linear_small3,1,3,3.386007197922649e-11,3.378122805949456e-11,4.782965443786921e-11,6.9158986717468045e-06,2.4494514376213014e-12,4.9880456288699693e-11,5.1831978235411293e-11,1.2394152515572015e-06,6.834079479687302e-05,6.835203276885114e-05,9.275211926920593e-08,2.880714025340399e-13,-2.4357883678079447e-13,6.834087401602256e-05,-1.2393357381384134e-06,6.835211053322125e-05,9.275214743174859e-08,8.210509617546989e-07,7.441702346292426e-07,0.5,0.1,1.0,0.0,3.0,0.5,320,0.1886642411122441,9.453456101857366e-12,8.404946688213433e-10,1.1128418063705197,0.9999999627484465,0.00018575012544924525,-1.7695097642983026e-13,2.5262586166254518e-14,3.403702295565632e-11,3.3755965473328307e-11,4.793729379846559e-11,1.2178079214179657e-23,2.2927918555864585e-21,2.29282419706722e-21,4.871231685671863e-19,9.171167422345834e-17,9.17129678826888e-17,1.5654849136959483,1.2178079214179655e-17,2.292791855586458e-15,2.29282419706722e-15
reference,scalar,4,1,0.015,linear_small3,1,3,3.209198870566475e-11,3.249567445419443e-11,4.567126664892817e-11,6.7580519862552236e-06,2.3128892733884335e-12,4.627165425992449e-11,4.9203072652895685e-11,1.1458755629008716e-06,7.091645937322483e-05,7.092571635760827e-05,8.574233149383196e-08,-3.5754037602223234e-13,4.672111790780097e-14,7.091653197344172e-05,-1.1458020052247044e-06,7.092578775999149e-05,8.574244055309636e-08,7.285890655634377e-07,6.733782589297628e-07,0.5,0.1,1.0,0.0,3.0,0.5,320,0.2190357535497727,1.8219938440048353e-11,1.076958061494345e-09,1.112384654031349,0.9999999613388433,0.0001931898505330307,-1.7695097642983026e-13,2.5262586166254518e-14,3.226893968209458e-11,3.247041186802818e-11,4.5777856165247e-11,-1.9573485635498594e-23,2.0906410498284248e-21,2.0907326755392766e-21,-3.4797307796441945e-19,3.7166951996949775e-17,3.716858089847603e-17,1.580158485718175,-8.699326949110486e-18,9.291737999237443e-16,9.292145224619007e-16
reference,scalar,4,1,0.02,linear_small3,1,3,2.989901419815764e-11,3.0943686566901797e-11,4.302862754460442e-11,6.559620990926566e-06,2.141643899036553e-12,4.1929450498657e-11,4.6199742016444977e-11,1.047223382928812e-06,7.366099411796809e-05,7.366843782286335e-05,7.831799130682931e-08,2.5621525232932645e-13,-2.0413279639495727e-13,7.366105952751063e-05,-1.0471560841178835e-06,7.366850226915144e-05,7.831821387810302e-08,6.36965076921409e-07,5.988490740067791e-07,0.5,0.1,1.0,0.0,3.0,0.5,320,0.22046535300163528,1.2783914513972628e-11,1.209184435188047e-09,1.1118993677878055,0.9999999597721058,0.00020113626067655183,-1.7695097642983026e-13,2.5262586166254518e-14,3.0075965174587465e-11,3.091842398073554e-11,4.313365997264225e-11,-5.748831102417537e-23,1.855091637144158e-21,1.855982189598436e-21,-5.748831102417537e-19,1.855091637144158e-17,1.855982189598436e-17,1.6017758846525718,-1.437207775604384e-17,4.637729092860394e-16,4.639955473996088e-16
reference,scalar,4,1,0.03,linear_small3,1,3,2.3246298729853862e-11,2.6581989377244182e-11,3.531278187695679e-11,5.9424558792604245e-06,1.6326531699584005e-12,2.947596964211347e-11,3.8423382083151254e-11,8.247169169218625e-07,7.96365805248415e-05,7.964085079707915e-05,6.15171611120214e-08,-6.01159577575793e-14,4.3164452946032957e-13,7.963662829131044e-05,-8.246636611103719e-07,7.964089800951709e-05,6.151781389488673e-08,4.4913444319643903e-07,4.2996976139114887e-07,0.5,0.1,1.0,0.0,3.0,0.5,320,0.2862498925159491,8.399461246341503e-12,4.64431637992146e-09,1.1108354292904734,0.9999999561031385,0.00021861777011483543,-1.7695097642983026e-13,2.5262586166254518e-14,2.3423249706283694e-11,2.6556726791077927e-11,3.5410568544699695e-11,-1.6142676955857703e-22,1.239982179145482e-21,1.2504456831580075e-21,-7.174523091492313e-19,5.511031907313253e-18,5.557536369591145e-18,1.7002530058173935,-1.793630772873078e-17,1.3777579768283132e-16,1.389384092397786e-16
reference,scalar,4,1,0.05,linear_small3,1,3,-5.143656266712284e-11,-1.7972304555985163e-11,5.4485995540706976e-11,7.381462967509014e-06,1.0042556816251483e-11,-9.178574456606082e-11,-2.9284182314166355e-11,1.9976322155661954e-08,9.190043429738817e-05,9.190043646850654e-05,1.1249607183849117e-08,-1.2241751801709072e-13,-2.0687073646894396e-13,9.190034885518577e-05,-2.0007655936258037e-08,9.190035103312252e-05,1.1266392881448616e-08,4.951363985563355e-07,7.412978985769895e-07,0.5,0.1,1.0,0.0,3.0,0.5,320,0.8818204332289407,1.0744045705745116e-11,2.6494094373491432e-09,1.108242855475099,0.9999999461053763,0.000260363693075842,-1.7695097642983026e-13,2.5262586166254518e-14,-5.1259611690693014e-11,-1.7997567142151418e-11,5.4327343149806983e-11,2.3131604710751767e-21,1.846986342889695e-21,2.960079376598841e-21,3.701056753720282e-18,2.9551781486235114e-18,4.736127002558145e-18,0.6738065536818649,9.252641884300703e-17,7.387945371558777e-17,1.184031750639536e-16
reference,scalar,4,1,0.075,linear_small3,1,3,6.012557910355007e-11,2.448765112995344e-11,6.492095440148402e-11,8.057354057101128e-06,1.8771505517892492e-11,8.069290813881084e-11,6.406044815924192e-11,1.6316468232847923e-06,0.0001203744827634709,0.00012038554054341032,2.261043615632417e-07,1.4349524173062887e-14,2.4137530981761887e-13,0.00012037456608386942,-1.631613873942309e-06,0.00012038562340958113,2.2611324159403552e-07,3.721326730566422e-07,6.051628968488483e-07,0.5,0.1,1.0,0.0,3.0,0.5,320,0.7639585946323819,9.375462970985608e-12,1.917323851048409e-09,1.1038290311329746,0.9999999264203644,0.00032735190668631704,-1.7695097642983026e-13,2.5262586166254518e-14,6.03025300799799e-11,2.4462388543787185e-11,6.507536851462381e-11,3.0266981060024083e-21,2.9474825963033243e-21,4.22475503199766e-21,2.152318653157268e-18,2.0959876240379197e-18,3.004270244976114e-18,0.7721392963448018,5.3807966328931705e-17,5.239969060094799e-17,7.510675612440285e-17
reference,scalar,4,1,0.1,linear_small3,1,3,-5.201258422757943e-11,-1.7588403227262153e-10,1.8341347204201662e-10,1.3543023002343923e-05,1.249189773555269e-10,-1.8248915283091757e-10,-2.9150916140506097e-10,6.637706984301987e-07,0.00014895047155545708,0.000148951950534839,9.964145584837276e-07,-1.9950715884030354e-13,-1.4170651153981437e-13,0.00014895042562760205,-6.639548114882985e-07,0.00014895190542801227,9.964347938736408e-07,6.369674803616399e-07,1.632654593936209e-06,0.5,0.1,1.0,0.0,3.0,0.5,320,0.547192691566873,1.1810670153819649e-11,5.425617795380871e-09,1.0976418168559232,0.9999998956184998,0.0004108077387006016,-1.7695097642983026e-13,2.5262586166254518e-14,-5.1835633251149603e-11,-1.759092948587878e-10,1.833876028859738e-10,-2.824353085353179e-20,1.8266557206873776e-20,3.3635756974779004e-20,-1.1297412341412714e-17,7.306622882749509e-18,1.3454302789911599e-17,2.5675041982424522,-2.8243530853531783e-16,1.826655720687377e-16,3.3635756974779e-16
reference,scalar,4,1,0.0,quadratic_all,2,5,2.6889705153073368e-14,2.5129523795763766e-14,3.680420097517507e-14,1.9184421016849862e-07,1.7473387653797509e-15,-1.632420548231472e-12,-1.6300199866363933e-12,1.0945656929302692e-09,6.224755362881356e-05,6.224755363843702e-05,7.357784511672951e-11,1.8885205084777881e-13,1.015340939683166e-13,6.224755369591583e-05,-1.0945053228168275e-09,6.224755370553824e-05,7.357745431538101e-11,7.250261363385993e-10,2.6205378569951645e-08,0.5,0.1,1.0,0.0,3.0,0.5,320,0.6145781419692795,9.353286798318918e-12,6.46561427094386e-08,1.113673178570881,0.9999999651649047,0.0001722503758253058,2.6889705153073368e-14,2.5129523795763766e-14,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
