# beta0 smoothed_SBMF_FSR_HWHM_over_value_at_beta_ref_0p30
0.000000000000000000e+00 7.827131021485681517e-01
7.499999999999999722e-03 7.843750059057424950e-01
1.499999999999999944e-02 7.875070154320141791e-01
2.249999999999999917e-02 7.914042505323560794e-01
2.999999999999999889e-02 7.947311699191327294e-01
3.749999999999999861e-02 7.971510652033465538e-01
4.499999999999999833e-02 7.996256371665709795e-01
5.249999999999999806e-02 8.026882798516921103e-01
5.999999999999999778e-02 8.050036806862842509e-01
6.750000000000000444e-02 8.048216013643878508e-01
7.499999999999999722e-02 8.031113785216502654e-01
8.249999999999999001e-02 8.037097091379256097e-01
8.999999999999999667e-02 8.096634524321434379e-01
9.750000000000000333e-02 8.195648991588404542e-01
1.049999999999999961e-01 8.275757820369238349e-01
1.124999999999999889e-01 8.293171776604785217e-01
1.199999999999999956e-01 8.279991774484342093e-01
1.275000000000000022e-01 8.305954386199008166e-01
1.350000000000000089e-01 8.387598038765190500e-01
1.424999999999999878e-01 8.485248905469814362e-01
1.499999999999999944e-01 8.571561310186794902e-01
1.575000000000000011e-01 8.652318838637526044e-01
1.649999999999999800e-01 8.729795130996741426e-01
1.724999999999999867e-01 8.788459927223879475e-01
1.799999999999999933e-01 nan
1.875000000000000000e-01 nan
1.950000000000000067e-01 nan
2.024999999999999856e-01 nan
2.099999999999999922e-01 nan
2.174999999999999989e-01 nan
2.249999999999999778e-01 nan
2.324999999999999845e-01 nan
2.399999999999999911e-01 nan
2.474999999999999978e-01 nan
2.550000000000000044e-01 1.009686124076026426e+00
2.625000000000000111e-01 1.005795916821287328e+00
2.700000000000000178e-01 1.000396561965461784e+00
2.774999999999999689e-01 9.954248320934240279e-01
2.849999999999999756e-01 9.929502206217611926e-01
2.924999999999999822e-01 9.942763408933890101e-01
2.999999999999999889e-01 1.000000000000000000e+00
3.074999999999999956e-01 1.009339731043616739e+00
3.150000000000000022e-01 1.019673318898176806e+00
3.225000000000000089e-01 1.028314099314193264e+00
3.299999999999999600e-01 1.034350816956175478e+00
3.374999999999999667e-01 1.037924048640611163e+00
3.449999999999999734e-01 1.038924038539296157e+00
3.524999999999999800e-01 1.037208300912398684e+00
3.599999999999999867e-01 1.032881020716450049e+00
3.674999999999999933e-01 1.025789886809122864e+00
3.750000000000000000e-01 1.015921626247552334e+00
3.825000000000000067e-01 1.004808362228705620e+00
3.900000000000000133e-01 9.952903854488329705e-01
3.974999999999999645e-01 9.892730870599697468e-01
4.049999999999999711e-01 9.867783017940071622e-01
4.124999999999999778e-01 9.872690659373043465e-01
4.199999999999999845e-01 9.902769586765882703e-01
4.274999999999999911e-01 9.946188054374633936e-01
4.349999999999999978e-01 9.987210592250980179e-01
4.425000000000000044e-01 1.001963191326014968e+00
4.499999999999999556e-01 1.004822570445493168e+00
4.574999999999999623e-01 1.008075068536829377e+00
4.649999999999999689e-01 1.012455233113223718e+00
4.724999999999999756e-01 1.018292206077286099e+00
4.799999999999999822e-01 1.024597777608572402e+00
4.874999999999999889e-01 1.029463170258090754e+00
4.949999999999999956e-01 nan
5.024999999999999467e-01 nan
5.100000000000000089e-01 nan
5.174999999999999600e-01 nan
5.250000000000000222e-01 nan
5.324999999999999734e-01 nan
5.400000000000000355e-01 nan
5.474999999999999867e-01 nan
5.549999999999999378e-01 nan
5.625000000000000000e-01 nan
5.699999999999999512e-01 nan
5.775000000000000133e-01 nan
5.849999999999999645e-01 nan
5.925000000000000266e-01 nan
5.999999999999999778e-01 nan
