# omega signed_A_imp_normalized
-3.500000000000000000e+00 2.810865736020828226e-04
-3.486215538847117656e+00 2.846768170482406250e-04
-3.472431077694235757e+00 2.883374201434572436e-04
-3.458646616541353414e+00 2.920702506785210323e-04
-3.444862155388471070e+00 2.958772391661119907e-04
-3.431077694235589171e+00 2.997603813932169653e-04
-3.417293233082706827e+00 3.037217410957392073e-04
-3.403508771929824483e+00 3.077634527621550932e-04
-3.389724310776942140e+00 3.118877245732551320e-04
-3.375939849624060241e+00 3.160968414857132265e-04
-3.362155388471177897e+00 3.203931684674877697e-04
-3.348370927318295553e+00 3.247791538937540518e-04
-3.334586466165413654e+00 3.292573331124749501e-04
-3.320802005012531311e+00 3.338303321894499592e-04
-3.307017543859648967e+00 3.385008718431869882e-04
-3.293233082706767068e+00 3.432717715807355290e-04
-3.279448621553884724e+00 3.481459540463148310e-04
-3.265664160401002380e+00 3.531264495953041760e-04
-3.251879699248120481e+00 3.582164011071492450e-04
-3.238095238095238138e+00 3.634190690514869384e-04
-3.224310776942355794e+00 3.687378368229205319e-04
-3.210526315789473450e+00 3.741762163608210678e-04
-3.196741854636591551e+00 3.797378540717675729e-04
-3.182957393483709208e+00 3.854265370733733157e-04
-3.169172932330827308e+00 3.912461997796650749e-04
-3.155388471177944965e+00 3.972009308495288646e-04
-3.141604010025062621e+00 4.032949805213329147e-04
-3.127819548872180277e+00 4.095327683584994334e-04
-3.114035087719298378e+00 4.159188914325793215e-04
-3.100250626566416035e+00 4.224581329723430022e-04
-3.086466165413533691e+00 4.291554715095214430e-04
-3.072681704260651792e+00 4.360160905541403116e-04
-3.058897243107769448e+00 4.430453888347846126e-04
-3.045112781954887105e+00 4.502489911419414043e-04
-3.031328320802005205e+00 4.576327598153569795e-04
-3.017543859649122862e+00 4.652028069196494347e-04
-3.003759398496240518e+00 4.729655071557210063e-04
-2.989974937343358619e+00 4.809275115593725789e-04
-2.976190476190476275e+00 4.890957620425316621e-04
-2.962406015037593932e+00 4.974775068369867350e-04
-2.948621553884711588e+00 5.060803169053137377e-04
-2.934837092731829689e+00 5.149121033889990416e-04
-2.921052631578947345e+00 5.239811361695129177e-04
-2.907268170426065446e+00 5.332960636243659191e-04
-2.893483709273183102e+00 5.428659336670896198e-04
-2.879699248120300759e+00 5.527002161675909249e-04
-2.865914786967418415e+00 5.628088268576065091e-04
-2.852130325814536516e+00 5.732021528349933370e-04
-2.838345864661654172e+00 5.838910797905445165e-04
-2.824561403508771829e+00 5.948870210918898432e-04
-2.810776942355889929e+00 6.062019488710580122e-04
-2.796992481203007586e+00 6.178484272753864562e-04
-2.783208020050125242e+00 6.298396480560458774e-04
-2.769423558897242899e+00 6.421894686843942872e-04
-2.755639097744360999e+00 6.549124532040403839e-04
-2.741854636591478656e+00 6.680239160460052289e-04
-2.728070175438596756e+00 6.815399690559002972e-04
-2.714285714285714413e+00 6.954775720058752921e-04
-2.700501253132832069e+00 7.098545868906219270e-04
-2.686716791979949726e+00 7.246898363359286117e-04
-2.672932330827067826e+00 7.400031664809316161e-04
-2.659147869674185483e+00 7.558155147313387829e-04
