# omega signed_A_imp_normalized
-2.645363408521303583e+00 1.553062367231058602e-02
-2.631578947368421240e+00 1.586276602202272429e-02
-2.617794486215538896e+00 1.620544509922253532e-02
-2.604010025062656553e+00 1.655909219702500490e-02
-2.590225563909774209e+00 1.692415941195939827e-02
-2.576441102756892310e+00 1.730112072275892185e-02
-2.562656641604009966e+00 1.769047311936374628e-02
-2.548872180451128067e+00 1.809273778251848167e-02
-2.535087719298245723e+00 1.850846131383880946e-02
-2.521303258145363380e+00 1.893821701558053017e-02
-2.507518796992481036e+00 1.938260621854150101e-02
-2.493734335839599137e+00 1.984225965552312287e-02
-2.479949874686716793e+00 2.031783887653663620e-02
-2.466165413533834894e+00 2.081003770040426928e-02
-2.452380952380952550e+00 2.131958369552436686e-02
-2.438596491228070207e+00 2.184723968025409357e-02
-2.424812030075187863e+00 2.239380523054980074e-02
-2.411027568922305520e+00 2.296011817905611180e-02
-2.397243107769423620e+00 2.354705608565005326e-02
-2.383458646616541721e+00 2.415553765434927738e-02
-2.369674185463659377e+00 2.478652406531085470e-02
-2.355889724310777034e+00 2.544102018313803767e-02
-2.342105263157894690e+00 2.612007559361416778e-02
-2.328320802005012347e+00 2.682478540995108379e-02
-2.314536340852130447e+00 2.755629077627891332e-02
-2.300751879699248104e+00 2.831577897991477064e-02
-2.286967418546366204e+00 2.910448306435071963e-02
-2.273182957393483861e+00 2.992368081116130590e-02
-2.259398496240601517e+00 3.077469293028622238e-02
-2.245614035087719174e+00 3.165888026332740884e-02
-2.231829573934837274e+00 3.257763976234900188e-02
-2.218045112781954931e+00 3.353239895559546185e-02
-2.204260651629073031e+00 3.452460854972020515e-02
-2.190476190476190688e+00 3.555573274322145622e-02
-2.176691729323308344e+00 3.662723673513434974e-02
-2.162907268170426001e+00 3.774057080331260500e-02
-2.149122807017543657e+00 3.889715019392697704e-02
-2.135338345864661758e+00 4.009832990346024612e-02
-2.121553884711779414e+00 4.134537324095401839e-02
-2.107769423558897515e+00 4.263941282512165309e-02
-2.093984962406015171e+00 4.398140239074758984e-02
-2.080200501253132828e+00 4.537205744319713213e-02
-2.066416040100250484e+00 4.681178239965573529e-02
-2.052631578947368585e+00 4.830058138135306933e-02
-2.038847117794486241e+00 4.983794926347990401e-02
-2.025062656641604342e+00 5.142273894152626923e-02
-2.011278195488721998e+00 5.305300003200712211e-02
-1.997493734335839655e+00 5.472578339855505014e-02
-1.983709273182957533e+00 5.643690500464725729e-02
-1.969924812030075190e+00 5.818066169432915130e-02
-1.956140350877193068e+00 5.994949069463140906e-02
-1.942355889724310947e+00 6.173356410363411290e-02
-1.928571428571428603e+00 6.352030970091626649e-02
-1.914786967418546482e+00 6.529385064720227838e-02
-1.901002506265664138e+00 6.703435996476032888e-02
-1.887218045112782017e+00 6.871733268583597731e-02
-1.873433583959899895e+00 7.031279187583816537e-02
-1.859649122807017552e+00 7.178446886954260864e-02
-1.845864661654135430e+00 7.308904067205219957e-02
-1.832080200501253309e+00 7.417558186679860943e-02
-1.818295739348370965e+00 7.498551803045166997e-02
-1.804511278195488844e+00 7.545359509421591115e-02
-1.790726817042606722e+00 7.551078358110165090e-02
-1.776942355889724379e+00 7.509077134417402322e-02
-1.763157894736842257e+00 7.414307194168059945e-02
-1.749373433583959914e+00 7.265844099692883584e-02
-1.735588972431077792e+00 7.071771010348008868e-02
-1.721804511278195671e+00 6.858679549483745475e-02
-1.708020050125313327e+00 6.690740767746010398e-02
-1.694235588972431206e+00 6.709944142462664907e-02
-1.680451127819548862e+00 7.227083018266243497e-02
-1.666666666666666741e+00 8.946131539045344694e-02
-1.652882205513784619e+00 1.356888768565182035e-01
-1.639097744360902276e+00 2.541612864832699104e-01
-1.625313283208020154e+00 5.262557554924059966e-01
-1.611528822055138033e+00 8.151596986565354808e-01
-1.597744360902255689e+00 7.429762294640763765e-01
-1.583959899749373568e+00 4.466943080578930636e-01
-1.570175438596491446e+00 2.098150873969387153e-01
-1.556390977443609103e+00 6.263196290352665042e-03
-1.542606516290726981e+00 -1.374104420287119988e-01
-1.528822055137844638e+00 -2.154503884058075192e-01
-1.515037593984962516e+00 -3.554502945099936584e-01
-1.501253132832080395e+00 -4.693154838002023821e-01
-1.487468671679198273e+00 -5.322051160555505422e-01
-1.473684210526315930e+00 -5.271729674008809319e-01
-1.459899749373433586e+00 -4.373056827330666918e-01
-1.446115288220551687e+00 -3.131034967041276817e-01
-1.432330827067669343e+00 -1.790111341393187394e-01
-1.418546365914787000e+00 -1.473321647471426393e-03
-1.404761904761905100e+00 2.381820218530674715e-01
-1.390977443609022757e+00 2.865405169736689461e-01
-1.377192982456140413e+00 2.152941682504881660e-01
-1.363408521303258070e+00 2.664428357859737750e-01
-1.349624060150376170e+00 4.288552094327279796e-01
-1.335839598997493827e+00 4.540559437036473245e-01
-1.322055137844611483e+00 3.831612550210278800e-01
-1.308270676691729584e+00 4.514156703954632643e-01
-1.294486215538847240e+00 5.569806339107034043e-01
-1.280701754385964897e+00 4.725060646485663152e-01
-1.266917293233082997e+00 4.566881352452650256e-01
-1.253132832080200654e+00 5.694931729178850377e-01
-1.239348370927318310e+00 5.455617473190366162e-01
-1.225563909774436411e+00 4.637155291849008321e-01
-1.211779448621554067e+00 5.321498715482946285e-01
-1.197994987468671724e+00 5.987334067746191701e-01
-1.184210526315789380e+00 4.929346266802434595e-01
-1.170426065162907481e+00 4.965536903217530607e-01
-1.156641604010025137e+00 6.032247125505849628e-01
-1.142857142857142794e+00 5.324997658221759522e-01
-1.129072681704260894e+00 4.823667757970879211e-01
-1.115288220551378551e+00 5.566575439794837488e-01
-1.101503759398496207e+00 4.534616817973624592e-01
-1.087719298245614308e+00 2.836377648672560592e-01
-1.073934837092731964e+00 1.952161755544741528e-01
-1.060150375939849621e+00 1.508083771060808875e-01
-1.046365914786967721e+00 1.255317965827009719e-01
-1.032581453634085378e+00 1.093859988407553246e-01
-1.018796992481203034e+00 9.811358915264042913e-02
-1.005012531328321135e+00 8.969829649217316014e-02
-9.912280701754387913e-01 8.308945424450281392e-02
-9.774436090225564477e-01 7.769478895075752900e-02
-9.636591478696745483e-01 7.315831816932737153e-02
-9.498746867167922048e-01 6.925445952410930195e-02
-9.360902255639098613e-01 6.583378225660124761e-02
-9.223057644110275177e-01 6.279348579885066228e-02
-9.085213032581456183e-01 6.006049487227680533e-02
-8.947368421052632748e-01 5.758135034665918389e-02
-8.809523809523809312e-01 5.531593458144389713e-02
-8.671679197994990318e-01 5.323344888531567759e-02
-8.533834586466166883e-01 5.130976068683423125e-02
-8.395989974937343447e-01 4.952560962660844390e-02
-8.258145363408524453e-01 4.786536702098865420e-02
-8.120300751879701018e-01 4.631616052394731120e-02
-7.982456140350877583e-01 4.486724505730391166e-02
-7.844611528822058588e-01 4.350954307673386007e-02
-7.706766917293235153e-01 4.223530335559684545e-02
-7.568922305764411718e-01 4.103784407635153314e-02
-7.431077694235588282e-01 3.991135679863282160e-02
-7.293233082706769288e-01 3.885075500049934433e-02
-7.155388471177945853e-01 3.785155568282314725e-02
-7.017543859649122417e-01 3.690978580121589275e-02
-6.879699248120303423e-01 3.602190755907581227e-02
-6.741854636591479988e-01 3.518475818898898766e-02
-6.604010025062656553e-01 3.439550098289816810e-02
-6.466165413533837558e-01 3.365158514662978245e-02
-6.328320802005014123e-01 3.295071264722319176e-02
-6.190476190476190688e-01 3.229081065713833992e-02
-6.052631578947371693e-01 3.167000852271805583e-02
-5.914786967418548258e-01 3.108661842648586041e-02
-5.776942355889724823e-01 3.053911909601893238e-02
-5.639097744360905828e-01 3.002614205190009405e-02
-5.501253132832082393e-01 2.954645999490828137e-02
-5.363408521303258958e-01 2.909897701631341746e-02
-5.225563909774439963e-01 2.868272038088824291e-02
-5.087719298245616528e-01 2.829683368445662719e-02
-4.949874686716793093e-01 2.794057122976994698e-02
-4.812030075187969658e-01 2.761329349871693636e-02
-4.674185463659150663e-01 2.731446362723405699e-02
-4.536340852130327228e-01 2.704364481325224889e-02
-4.398496240601503793e-01 2.680049860874238188e-02
-4.260651629072684798e-01 2.658478406533724969e-02
-4.122807017543861363e-01 2.639635771986091617e-02
-3.984962406015037928e-01 2.623517442205298977e-02
-3.847117794486218934e-01 2.610128902239896437e-02
-3.709273182957395498e-01 2.599485895382715531e-02
-3.571428571428572063e-01 2.591614775762160136e-02
-3.433583959899753069e-01 2.586552962180473092e-02
-3.295739348370929633e-01 2.584349502005366811e-02
-3.157894736842106198e-01 2.585065756162651177e-02
-3.020050125313282763e-01 2.588776218859916226e-02
-2.882205513784463768e-01 2.595569488692032328e-02
-2.744360902255640333e-01 2.605549411359656814e-02
-2.606516290726816898e-01 2.618836418521671913e-02
-2.468671679197997904e-01 2.635569092493960514e-02
-2.330827067669174468e-01 2.655905992844535476e-02
-2.192982456140351033e-01 2.680027788738722008e-02
-2.055137844611532039e-01 2.708139750574205945e-02
-1.917293233082708603e-01 2.740474666566947506e-02
-1.779448621553885168e-01 2.777296265243242579e-02
-1.641604010025066174e-01 2.818903244255149820e-02
-1.503759398496242738e-01 2.865634030924490983e-02
-1.365914786967419303e-01 2.917872432303687466e-02
-1.228070175438600309e-01 2.976054374930022298e-02
-1.090225563909776874e-01 3.040675990522766214e-02
-9.523809523809534383e-02 3.112303378894366521e-02
-8.145363408521344439e-02 3.191584480943971541e-02
-6.766917293233110087e-02 3.279263633991603283e-02
-5.388471177944875734e-02 3.376199575649151130e-02
-4.010025062656641381e-02 3.483387936355522574e-02
-2.631578947368451438e-02 3.601989653965500388e-02
-1.253132832080217085e-02 3.733367318368567556e-02
1.253132832080172676e-03 3.879132309748629936e-02
1.503759398496207211e-02 4.041206894823329981e-02
2.882205513784441564e-02 4.221907467671490166e-02
4.260651629072675917e-02 4.424058343898464724e-02
5.639097744360865860e-02 4.651150790772223820e-02
7.017543859649100213e-02 4.907570867681446125e-02
8.395989974937334566e-02 5.198935142960299516e-02
9.774436090225524509e-02 5.532601349891476394e-02
1.115288220551375886e-01 5.918473762905591962e-02
1.253132832080199321e-01 6.370327064623926283e-02
1.390977443609022757e-01 6.908088745447901746e-02
1.528822055137841751e-01 7.561997976051756942e-02
1.666666666666665186e-01 8.380691063471903957e-02
1.804511278195488622e-01 9.448167170815982563e-02
1.942355889724307616e-01 1.092270870572801256e-01
2.080200501253131051e-01 1.313540248372376817e-01
2.218045112781954487e-01 1.685929779467754408e-01
2.355889724310773481e-01 2.393104910163014742e-01
2.493734335839596916e-01 3.601780057626915998e-01
2.631578947368420351e-01 4.411885886258214984e-01
2.769423558897239346e-01 4.406076805807569441e-01
2.907268170426062781e-01 4.488232421540024331e-01
3.045112781954886216e-01 4.458924321884323860e-01
3.182957393483705211e-01 4.417008577800806135e-01
3.320802005012528646e-01 4.575668027207470123e-01
3.458646616541352081e-01 4.926401917447771339e-01
3.596491228070171076e-01 5.418949871015760200e-01
3.734335839598994511e-01 5.679765906533806863e-01
3.872180451127817946e-01 5.825023464192572442e-01
4.010025062656641381e-01 6.020449650267909458e-01
4.147869674185460376e-01 6.126510662336833724e-01
4.285714285714283811e-01 5.932579425688883079e-01
4.423558897243107246e-01 5.114223801880354303e-01
4.561403508771926241e-01 3.187752717337838937e-01
4.699248120300749676e-01 -3.619463064310319417e-02
4.837092731829573111e-01 -5.267140527375178127e-01
4.974937343358392106e-01 -1.000000000000000000e+00
5.112781954887219982e-01 -9.114111555394155406e-01
5.250626566416034535e-01 -4.249123367451242417e-01
5.388471177944857970e-01 2.668967475709416864e-02
5.526315789473681406e-01 4.158986444496736157e-01
5.664160401002504841e-01 7.145769761760454308e-01
5.802005012531328276e-01 7.616376539107143628e-01
5.939849624060151712e-01 6.450735874808749548e-01
6.077694235588966265e-01 5.809278400837832868e-01
6.215538847117789700e-01 5.591595835706223427e-01
6.353383458646613136e-01 4.591243680267788063e-01
6.491228070175436571e-01 3.365752314009170520e-01
6.629072681704260006e-01 2.842267957279405177e-01
6.766917293233083441e-01 2.665200835273755509e-01
6.904761904761897995e-01 2.512540713891643906e-01
7.042606516290721430e-01 2.446675172885240390e-01
7.180451127819544865e-01 2.159426950450644145e-01
7.318295739348368301e-01 2.193310200373405072e-01
7.456140350877191736e-01 1.990035533147668512e-01
7.593984962406015171e-01 1.698374771719202980e-01
7.731829573934838606e-01 1.772669435559278972e-01
7.869674185463653160e-01 1.743214838011524215e-01
8.007518796992476595e-01 1.335897294378673439e-01
8.145363408521300030e-01 1.155073644995553983e-01
8.283208020050123466e-01 1.331522940320384873e-01
8.421052631578946901e-01 1.490272057063287969e-01
8.558897243107770336e-01 1.163672285488726588e-01
8.696741854636584890e-01 9.211087910741772022e-02
8.834586466165408325e-01 8.685206111066365309e-02
8.972431077694231760e-01 9.950976304500816494e-02
9.110275689223055195e-01 1.260040540682845489e-01
9.248120300751878631e-01 1.122514588284378861e-01
9.385964912280702066e-01 8.093416382765036832e-02
9.523809523809525501e-01 6.690596131974640981e-02
9.661654135338340055e-01 6.557943553905495881e-02
9.799498746867163490e-01 7.316748799413232140e-02
9.937343358395986925e-01 8.306414661264042987e-02
1.007518796992481036e+00 1.047613492691170933e-01
1.021303258145363380e+00 1.000828537763748943e-01
1.035087719298245723e+00 6.792524141081113243e-02
1.048872180451127178e+00 4.973546182992908543e-02
1.062656641604009522e+00 4.137807956001383208e-02
1.076441102756891866e+00 3.764234925459333803e-02
1.090225563909774209e+00 3.679562111638417371e-02
1.104010025062656553e+00 3.902324528324995628e-02
1.117794486215538896e+00 4.666259235175505837e-02
1.131578947368421240e+00 6.561370498571478249e-02
1.145363408521302695e+00 9.001733133742764736e-02
1.159147869674185038e+00 7.527670762704830043e-02
1.172932330827067382e+00 5.605781015549614332e-02
1.186716791979949726e+00 5.239029836106352117e-02
1.200501253132832069e+00 4.456766566110736266e-02
1.214285714285714413e+00 3.336826119587994049e-02
1.228070175438595868e+00 2.741866660871222425e-02
1.241854636591478211e+00 2.464231554542454725e-02
1.255639097744360555e+00 2.360013548726908397e-02
1.269423558897242899e+00 2.397540922682977679e-02
1.283208020050125242e+00 2.627838417289036360e-02
1.296992481203007586e+00 3.238657056845593851e-02
1.310776942355889041e+00 4.702047906930403864e-02
1.324561403508771384e+00 6.950692147188229641e-02
1.338345864661653728e+00 6.082255625604814780e-02
1.352130325814536072e+00 3.824260499574708844e-02
1.365914786967418415e+00 2.671547343282086942e-02
1.379699248120300759e+00 2.140662190069943585e-02
1.393483709273183102e+00 1.882176131416973819e-02
1.407268170426064557e+00 1.768026473112353780e-02
1.421052631578946901e+00 1.767224033860403942e-02
1.434837092731829244e+00 1.919205568762761410e-02
1.448621553884711588e+00 2.371734450797868821e-02
1.462406015037593932e+00 3.199616314296657715e-02
1.476190476190476275e+00 3.099027420227637789e-02
1.489974937343357730e+00 2.261937174184644114e-02
1.503759398496240074e+00 1.846174628050493288e-02
1.517543859649122417e+00 1.739820335151370106e-02
1.531328320802004761e+00 1.851973897076606562e-02
1.545112781954887105e+00 2.262863723923823345e-02
1.558897243107769448e+00 3.294646132035439212e-02
1.572681704260650903e+00 5.192243639211369804e-02
1.586466165413533247e+00 5.169007999869459913e-02
1.600250626566415590e+00 3.189806090267940236e-02
1.614035087719297934e+00 2.060836917300059440e-02
1.627819548872180277e+00 1.534733634346918847e-02
1.641604010025062621e+00 1.262326722653565186e-02
1.655388471177944965e+00 1.102944181523132089e-02
1.669172932330826420e+00 9.997615390554711462e-03
1.682957393483708763e+00 9.273933959275303118e-03
1.696741854636591107e+00 8.733292721450621604e-03
1.710526315789473450e+00 8.308715364998775499e-03
1.724310776942355794e+00 7.961811334183731964e-03
1.738095238095238138e+00 7.669294315717547703e-03
1.751879699248119593e+00 7.416353485035895657e-03
1.765664160401001936e+00 7.193181296746829247e-03
1.779448621553884280e+00 6.993054136238314317e-03
1.793233082706766623e+00 6.811221275969329969e-03
1.807017543859648967e+00 6.644235575211471408e-03
1.820802005012531311e+00 6.489536029861292001e-03
1.834586466165413654e+00 6.345179327043316310e-03
1.848370927318295109e+00 6.209662483851000406e-03
1.862155388471177453e+00 6.081802802498186694e-03
1.875939849624059796e+00 5.960654839649882734e-03
1.889724310776942140e+00 5.845451842229850738e-03
1.903508771929824483e+00 5.735563699605780372e-03
1.917293233082706827e+00 5.630466260508179902e-03
1.931077694235588282e+00 5.529718607471829223e-03
1.944862155388470626e+00 5.432945992849034546e-03
1.958646616541352969e+00 5.339826862545363033e-03
1.972431077694235313e+00 5.250082871486073943e-03
1.986215538847117656e+00 5.163471116396937434e-03
2.000000000000000000e+00 5.079778031280502565e-03
