# omega signed_A_imp_normalized
-3.500000000000000000e+00 1.806915567992693652e-04
-3.486215538847117656e+00 1.829255953992160830e-04
-3.472431077694235757e+00 1.852022810724612920e-04
-3.458646616541353414e+00 1.875227261421344568e-04
-3.444862155388471070e+00 1.898880799593830905e-04
-3.431077694235589171e+00 1.922995304093807198e-04
-3.417293233082706827e+00 1.947583054899424868e-04
-3.403508771929824483e+00 1.972656749667825145e-04
-3.389724310776942140e+00 1.998229521097458607e-04
-3.375939849624060241e+00 2.024314955145976565e-04
-3.362155388471177897e+00 2.050927110152478796e-04
-3.348370927318295553e+00 2.078080536916400824e-04
-3.334586466165413654e+00 2.105790299788304169e-04
-3.320802005012531311e+00 2.134071998831704926e-04
-3.307017543859648967e+00 2.162941793119183269e-04
-3.293233082706767068e+00 2.192416425229879503e-04
-3.279448621553884724e+00 2.222513247020353841e-04
-3.265664160401002380e+00 2.253250246745511546e-04
-3.251879699248120481e+00 2.284646077611607881e-04
-3.238095238095238138e+00 2.316720087849084701e-04
-3.224310776942355794e+00 2.349492352399028912e-04
-3.210526315789473450e+00 2.382983706313693869e-04
-3.196741854636591551e+00 2.417215779978566879e-04
-3.182957393483709208e+00 2.452211036271504285e-04
-3.169172932330827308e+00 2.487992809782066449e-04
-3.155388471177944965e+00 2.524585348224056558e-04
-3.141604010025062621e+00 2.562013856183143075e-04
-3.127819548872180277e+00 2.600304541352793110e-04
-3.114035087719298378e+00 2.639484663422271647e-04
-3.100250626566416035e+00 2.679582585793680396e-04
-3.086466165413533691e+00 2.720627830317793347e-04
-3.072681704260651792e+00 2.762651135253212358e-04
-3.058897243107769448e+00 2.805684516669369527e-04
-3.045112781954887105e+00 2.849761333530615478e-04
-3.031328320802005205e+00 2.894916356717924496e-04
-3.017543859649122862e+00 2.941185842264463601e-04
-3.003759398496240518e+00 2.988607609104009530e-04
-2.989974937343358619e+00 3.037221121654894922e-04
-2.976190476190476275e+00 3.087067577588806623e-04
-2.962406015037593932e+00 3.138190001162575473e-04
-2.948621553884711588e+00 3.190633342522147917e-04
-2.934837092731829689e+00 3.244444583422908374e-04
-2.921052631578947345e+00 3.299672849847842728e-04
-2.907268170426065446e+00 3.356369532046112134e-04
-2.893483709273183102e+00 3.414588412560335263e-04
-2.879699248120300759e+00 3.474385802860168186e-04
-2.865914786967418415e+00 3.535820689254103185e-04
-2.852130325814536516e+00 3.598954888812118760e-04
-2.838345864661654172e+00 3.663853216096760071e-04
-2.824561403508771829e+00 3.730583661573703253e-04
-2.810776942355889929e+00 3.799217582652533449e-04
-2.796992481203007586e+00 3.869829908397032702e-04
-2.783208020050125242e+00 3.942499359041972394e-04
-2.769423558897242899e+00 4.017308681561251047e-04
-2.755639097744360999e+00 4.094344902651923454e-04
-2.741854636591478656e+00 4.173699600631215669e-04
-2.728070175438596756e+00 4.255469197890713587e-04
-2.714285714285714413e+00 4.339755275714704693e-04
-2.700501253132832069e+00 4.426664913452102662e-04
-2.686716791979949726e+00 4.516311054232640038e-04
-2.672932330827067826e+00 4.608812899643944085e-04
-2.659147869674185483e+00 4.704296336037214828e-04
-2.645363408521303583e+00 4.802894395410260350e-04
-2.631578947368421240e+00 4.904747754130780058e-04
-2.617794486215538896e+00 5.010005273115027656e-04
-2.604010025062656553e+00 5.118824583471801590e-04
-2.590225563909774209e+00 5.231372722065024718e-04
-2.576441102756892310e+00 5.347826821947446272e-04
-2.562656641604009966e+00 5.468374863179654944e-04
-2.548872180451128067e+00 5.593216490182436555e-04
-2.535087719298245723e+00 5.722563902486993946e-04
-2.521303258145363380e+00 5.856642826557141102e-04
-2.507518796992481036e+00 5.995693577276501197e-04
-2.493734335839599137e+00 6.139972218735342173e-04
-2.479949874686716793e+00 6.289751835137117556e-04
-2.466165413533834894e+00 6.445323923993633974e-04
-2.452380952380952550e+00 6.606999925318357428e-04
-2.438596491228070207e+00 6.775112902285430200e-04
-2.424812030075187863e+00 6.950019390838722919e-04
-2.411027568922305520e+00 7.132101438044104744e-04
-2.397243107769423620e+00 7.321768851636928496e-04
-2.383458646616541721e+00 7.519461686274247136e-04
-2.369674185463659377e+00 7.725652995533388535e-04
-2.355889724310777034e+00 7.940851882780869527e-04
-2.342105263157894690e+00 8.165606888768889380e-04
-2.328320802005012347e+00 8.400509759313213882e-04
-2.314536340852130447e+00 8.646199642807543767e-04
-2.300751879699248104e+00 8.903367774798197094e-04
-2.286967418546366204e+00 9.172762715583001160e-04
-2.273182957393483861e+00 9.455196217046774564e-04
-2.259398496240601517e+00 9.751549807000225957e-04
-2.245614035087719174e+00 1.006278219350115318e-03
-2.231829573934837274e+00 1.038993760844105808e-03
-2.218045112781954931e+00 1.073415522961071239e-03
-2.204260651629073031e+00 1.109667984415766513e-03
-2.190476190476190688e+00 1.147887394462989829e-03
-2.176691729323308344e+00 1.188223148264419158e-03
-2.162907268170426001e+00 1.230839354586387878e-03
