# omega signed_A_imp_normalized
-2.149122807017543657e+00 1.275916627294726349e-03
-2.135338345864661758e+00 1.323654138035855812e-03
-2.121553884711779414e+00 1.374271974682644967e-03
-2.107769423558897515e+00 1.428013858883917658e-03
-2.093984962406015171e+00 1.485150286774188999e-03
-2.080200501253132828e+00 1.545982170066821735e-03
-2.066416040100250484e+00 1.610845071000775426e-03
-2.052631578947368585e+00 1.680114144748835877e-03
-2.038847117794486241e+00 1.754209927975443296e-03
-2.025062656641604342e+00 1.833605143622351729e-03
-2.011278195488721998e+00 1.918832731492662973e-03
-1.997493734335839655e+00 2.010495364159310509e-03
-1.983709273182957533e+00 2.109276771276905830e-03
-1.969924812030075190e+00 2.215955276709865879e-03
-1.956140350877193068e+00 2.331420057636484841e-03
-1.942355889724310947e+00 2.456690770581354457e-03
-1.928571428571428603e+00 2.592941366597397053e-03
-1.914786967418546482e+00 2.741529150938336844e-03
-1.901002506265664138e+00 2.904030451516030446e-03
-1.887218045112782017e+00 3.082284673268500651e-03
-1.873433583959899895e+00 3.278449072022752899e-03
-1.859649122807017552e+00 3.495067338453913906e-03
-1.845864661654135430e+00 3.735156122782364897e-03
-1.832080200501253309e+00 4.002315074784314371e-03
-1.818295739348370965e+00 4.300868000949398771e-03
-1.804511278195488844e+00 4.636045621197705351e-03
-1.790726817042606722e+00 5.014224553693825449e-03
-1.776942355889724379e+00 5.443243207241142169e-03
-1.763157894736842257e+00 5.932824224697451354e-03
-1.749373433583959914e+00 6.495146616967263122e-03
-1.735588972431077792e+00 7.145631407382950669e-03
-1.721804511278195671e+00 7.904036908283550503e-03
-1.708020050125313327e+00 8.796011276119062791e-03
-1.694235588972431206e+00 9.855334094280335591e-03
-1.680451127819548862e+00 1.112721955175087485e-02
-1.666666666666666741e+00 1.267329632091578236e-02
-1.652882205513784619e+00 1.457931033042744913e-02
-1.639097744360902276e+00 1.696739044725357332e-02
-1.625313283208020154e+00 2.001623838220661575e-02
-1.611528822055138033e+00 2.399565504807246383e-02
-1.597744360902255689e+00 2.932826055034906329e-02
-1.583959899749373568e+00 3.670571905367436133e-02
-1.570175438596491446e+00 4.732150927310945637e-02
-1.556390977443609103e+00 6.337254106078346605e-02
-1.542606516290726981e+00 8.923711366038949988e-02
-1.528822055137844638e+00 1.345074364229466024e-01
-1.515037593984962516e+00 2.221613022999817666e-01
-1.501253132832080395e+00 4.036879109049566483e-01
-1.487468671679198273e+00 7.262858777335403637e-01
-1.473684210526315930e+00 1.000000000000000000e+00
-1.459899749373433586e+00 7.442243180316525653e-01
-1.446115288220551687e+00 4.322214473861230588e-01
-1.432330827067669343e+00 2.693261588475643897e-01
-1.418546365914787000e+00 1.845116302135509923e-01
-1.404761904761905100e+00 1.320563517528486330e-01
-1.390977443609022757e+00 9.114107896819514942e-02
-1.377192982456140413e+00 6.253216399400296499e-02
-1.363408521303258070e+00 4.576275656489012245e-02
-1.349624060150376170e+00 3.544539668811682448e-02
-1.335839598997493827e+00 2.859531706583188018e-02
-1.322055137844611483e+00 2.378974289786523616e-02
-1.308270676691729584e+00 2.028801705057226012e-02
-1.294486215538847240e+00 1.766830745103855141e-02
-1.280701754385964897e+00 1.567341331521082334e-02
-1.266917293233082997e+00 1.413846936378387181e-02
-1.253132832080200654e+00 1.295389994750916797e-02
-1.239348370927318310e+00 1.204506269374486238e-02
-1.225563909774436411e+00 1.136045560339431215e-02
-1.211779448621554067e+00 1.086462448891810893e-02
-1.197994987468671724e+00 1.053381040314139289e-02
-1.184210526315789380e+00 1.035329488385558667e-02
-1.170426065162907481e+00 1.031587770788585344e-02
-1.156641604010025137e+00 1.042119118251423962e-02
-1.142857142857142794e+00 1.067572704132700549e-02
-1.129072681704260894e+00 1.109358621418981596e-02
-1.115288220551378551e+00 1.169809937977441504e-02
-1.101503759398496207e+00 1.252464989097821536e-02
-1.087719298245614308e+00 1.362532440370340867e-02
-1.073934837092731964e+00 1.507654013009336949e-02
-1.060150375939849621e+00 1.699180235309714557e-02
-1.046365914786967721e+00 1.954380173737288104e-02
-1.032581453634085378e+00 2.300456061953431650e-02
-1.018796992481203034e+00 2.782296523640433519e-02
-1.005012531328321135e+00 3.478639180414026116e-02
-9.912280701754387913e-01 4.539013023976401495e-02
-9.774436090225564477e-01 6.276244695222646386e-02
-9.636591478696745483e-01 9.389022536954098885e-02
-9.498746867167922048e-01 1.497125378108091209e-01
-9.360902255639098613e-01 2.232928107240185756e-01
-9.223057644110275177e-01 3.254264962535849404e-01
-9.085213032581456183e-01 5.193909564911822763e-01
-8.947368421052632748e-01 7.558417813136616425e-01
-8.809523809523809312e-01 6.285012255046000806e-01
-8.671679197994990318e-01 3.761588358594803450e-01
-8.533834586466166883e-01 2.353302825195713877e-01
-8.395989974937343447e-01 1.626139932423797119e-01
-8.258145363408524453e-01 1.218946703158734907e-01
-8.120300751879701018e-01 9.716230872759445969e-02
-7.982456140350877583e-01 8.112847013599862322e-02
-7.844611528822058588e-01 7.010974157880321689e-02
-7.706766917293235153e-01 6.188521082724645489e-02
-7.568922305764411718e-01 5.428871499298602160e-02
-7.431077694235588282e-01 4.406516292541466651e-02
-7.293233082706769288e-01 3.085725576013846269e-02
-7.155388471177945853e-01 2.191418456710515078e-02
-7.017543859649122417e-01 1.687286310274637574e-02
-6.879699248120303423e-01 1.373316148493881547e-02
-6.741854636591479988e-01 1.157324521856800507e-02
-6.604010025062656553e-01 9.982531114929657154e-03
-6.466165413533837558e-01 8.755907958244440667e-03
-6.328320802005014123e-01 7.779049655571846494e-03
-6.190476190476190688e-01 6.982468201362376781e-03
-6.052631578947371693e-01 6.321034922618471753e-03
-5.914786967418548258e-01 5.763912751508823429e-03
-5.776942355889724823e-01 5.289180332562305048e-03
-5.639097744360905828e-01 4.880758768068664023e-03
-5.501253132832082393e-01 4.526553244246916963e-03
-5.363408521303258958e-01 4.217275943898809304e-03
-5.225563909774439963e-01 3.945671188407087228e-03
-5.087719298245616528e-01 3.705988635947033653e-03
-4.949874686716793093e-01 3.493615246789251623e-03
-4.812030075187969658e-01 3.304812159760458622e-03
-4.674185463659150663e-01 3.136522834325911838e-03
-4.536340852130327228e-01 2.986230788488371257e-03
-4.398496240601503793e-01 2.851852601550690109e-03
-4.260651629072684798e-01 2.731656484361306113e-03
-4.122807017543861363e-01 2.624199724626156624e-03
-3.984962406015037928e-01 2.528280311956821857e-03
-3.847117794486218934e-01 2.442899405568995600e-03
-3.709273182957395498e-01 2.367232252712670598e-03
-3.571428571428572063e-01 2.300605840028727405e-03
-3.433583959899753069e-01 2.242482055122939702e-03
-3.295739348370929633e-01 2.192445513584041945e-03
-3.157894736842106198e-01 2.150195511239598109e-03
-3.020050125313282763e-01 2.115541826301621606e-03
-2.882205513784463768e-01 2.088404350561178045e-03
-2.744360902255640333e-01 2.068816803237027904e-03
-2.606516290726816898e-01 2.056935112724322251e-03
-2.468671679197997904e-01 2.053051493251146706e-03
-2.330827067669174468e-01 2.057615878456243563e-03
-2.192982456140351033e-01 2.071267341883979794e-03
-2.055137844611532039e-01 2.094879682546117727e-03
-1.917293233082708603e-01 2.129627939205483607e-03
-1.779448621553885168e-01 2.177087103387176283e-03
-1.641604010025066174e-01 2.239382516904652592e-03
-1.503759398496242738e-01 2.319427175350920189e-03
-1.365914786967419303e-01 2.421313008079783828e-03
-1.228070175438600309e-01 2.550991829515547246e-03
-1.090225563909776874e-01 2.717540439367434422e-03
-9.523809523809534383e-02 2.935702635305353133e-03
-8.145363408521344439e-02 3.231492510543423381e-03
-6.766917293233110087e-02 3.655898994702766643e-03
-5.388471177944875734e-02 4.321604536331136344e-03
-4.010025062656641381e-02 5.493587343016046419e-03
-2.631578947368451438e-02 7.519914147557137454e-03
-1.253132832080217085e-02 9.323409402416110367e-03
1.253132832080172676e-03 9.994168886954125919e-03
1.503759398496207211e-02 1.038736711956109865e-02
2.882205513784441564e-02 1.142915930915057963e-02
4.260651629072675917e-02 1.302042244776923687e-02
5.639097744360865860e-02 1.487164353904789002e-02
7.017543859649100213e-02 1.790310276359338010e-02
8.395989974937334566e-02 2.298951570301885350e-02
9.774436090225524509e-02 3.183939395225009183e-02
1.115288220551375886e-01 4.832915566578670913e-02
1.253132832080199321e-01 7.626350593886148388e-02
1.390977443609022757e-01 9.388320838594629847e-02
1.528822055137841751e-01 7.651493452746180313e-02
1.666666666666665186e-01 6.110461719277091724e-02
1.804511278195488622e-01 5.596090970018108290e-02
1.942355889724307616e-01 6.898954981195379310e-02
2.080200501253131051e-01 9.739356270285053074e-02
2.218045112781954487e-01 1.505562699617270239e-01
2.355889724310773481e-01 1.418935716516941115e-01
2.493734335839596916e-01 9.061103120342217654e-02
2.631578947368420351e-01 5.726948420709013221e-02
2.769423558897239346e-01 3.919388383049617758e-02
2.907268170426062781e-01 2.877019710164397531e-02
3.045112781954886216e-01 2.228330225899555206e-02
3.182957393483705211e-01 1.796742047275165163e-02
3.320802005012528646e-01 1.479606945802162780e-02
3.458646616541352081e-01 1.245369972643747304e-02
3.596491228070171076e-01 1.065717839130056639e-02
3.734335839598994511e-01 9.548836932906241623e-03
3.872180451127817946e-01 8.275849800483495514e-03
4.010025062656641381e-01 7.070868333599494501e-03
4.147869674185460376e-01 6.769752797614127064e-03
4.285714285714283811e-01 5.848929233655330434e-03
4.423558897243107246e-01 5.285865678588123895e-03
4.561403508771926241e-01 5.289276409397668417e-03
4.699248120300749676e-01 4.789362992283111714e-03
4.837092731829573111e-01 3.782759268995865200e-03
4.974937343358392106e-01 3.375407343962525970e-03
5.112781954887219982e-01 3.619954503724851641e-03
5.250626566416034535e-01 4.104424780584700790e-03
5.388471177944857970e-01 3.513458170274821272e-03
5.526315789473681406e-01 2.675235762389721866e-03
5.664160401002504841e-01 2.273422689094437097e-03
5.802005012531328276e-01 2.237486908225514663e-03
5.939849624060151712e-01 2.587192825820508208e-03
6.077694235588966265e-01 2.931990752354944607e-03
6.215538847117789700e-01 2.381990833680059077e-03
6.353383458646613136e-01 1.957087544107282383e-03
6.491228070175436571e-01 1.884071544375125022e-03
6.629072681704260006e-01 1.724459231151287582e-03
6.766917293233083441e-01 1.540822522990443772e-03
6.904761904761897995e-01 1.593819236738608543e-03
7.042606516290721430e-01 1.958519199577934619e-03
7.180451127819544865e-01 2.217980174153049659e-03
7.318295739348368301e-01 1.692645430496027281e-03
7.456140350877191736e-01 1.270230068009466128e-03
7.593984962406015171e-01 1.077917698109861003e-03
7.731829573934838606e-01 1.006205024165211966e-03
7.869674185463653160e-01 1.028013785464227444e-03
8.007518796992476595e-01 1.164242938677843798e-03
8.145363408521300030e-01 1.250063459297141161e-03
8.283208020050123466e-01 1.158515011591700842e-03
8.421052631578946901e-01 1.252850194203968025e-03
8.558897243107770336e-01 1.612767643899870465e-03
8.696741854636584890e-01 1.605782789924017516e-03
8.834586466165408325e-01 1.131914457647901270e-03
8.972431077694231760e-01 8.502385428713678814e-04
9.110275689223055195e-01 7.149087066529998891e-04
9.248120300751878631e-01 6.434192783388635681e-04
9.385964912280702066e-01 6.028330159386504575e-04
9.523809523809525501e-01 5.811884926056551121e-04
9.661654135338340055e-01 5.759658589559844702e-04
9.799498746867163490e-01 5.923358143038743705e-04
9.937343358395986925e-01 6.488228510147021379e-04
1.007518796992481036e+00 7.856572753619782716e-04
1.021303258145363380e+00 9.471716349101784839e-04
1.035087719298245723e+00 9.390504440300651880e-04
1.048872180451127178e+00 1.072370172176887989e-03
1.062656641604009522e+00 1.310762821388006044e-03
1.076441102756891866e+00 1.039514923488878530e-03
1.090225563909774209e+00 7.157177196002382754e-04
1.104010025062656553e+00 5.564445040855719093e-04
1.117794486215538896e+00 4.768747928660765738e-04
1.131578947368421240e+00 4.316629641326321580e-04
1.145363408521302695e+00 4.029540632912293179e-04
1.159147869674185038e+00 3.832365077492505372e-04
1.172932330827067382e+00 3.690717010272119244e-04
1.186716791979949726e+00 3.588347231063082165e-04
1.200501253132832069e+00 3.518581915179531667e-04
1.214285714285714413e+00 3.481430467505710019e-04
1.228070175438595868e+00 3.483981861156500528e-04
1.241854636591478211e+00 3.544617680367742954e-04
1.255639097744360555e+00 3.705343062442860609e-04
1.269423558897242899e+00 4.066255910516835387e-04
1.283208020050125242e+00 4.873748301846718748e-04
1.296992481203007586e+00 6.480096310266215357e-04
1.310776942355889041e+00 7.699975227226192251e-04
1.324561403508771384e+00 8.475756245484762381e-04
1.338345864661653728e+00 9.834454081666106455e-04
1.352130325814536072e+00 7.500512362099701546e-04
1.365914786967418415e+00 5.074572514752028612e-04
1.379699248120300759e+00 3.897820665476540818e-04
1.393483709273183102e+00 3.310235627692476035e-04
1.407268170426064557e+00 2.976388354090658979e-04
1.421052631578946901e+00 2.763413268609820630e-04
1.434837092731829244e+00 2.614439200738749819e-04
1.448621553884711588e+00 2.502479331346694059e-04
1.462406015037593932e+00 2.413518963373859061e-04
1.476190476190476275e+00 2.339718293526530139e-04
1.489974937343357730e+00 2.276415410678867002e-04
1.503759398496240074e+00 2.220693707859979925e-04
1.517543859649122417e+00 2.170648632024434102e-04
1.531328320802004761e+00 2.124990057283762961e-04
1.545112781954887105e+00 2.082815800596953112e-04
1.558897243107769448e+00 2.043477063587734069e-04
1.572681704260650903e+00 2.006495516310018460e-04
1.586466165413533247e+00 1.971510546641165595e-04
1.600250626566415590e+00 1.938244743548336987e-04
1.614035087719297934e+00 1.906480740109641001e-04
1.627819548872180277e+00 1.876045326510492322e-04
1.641604010025062621e+00 1.846798328984349121e-04
1.655388471177944965e+00 1.818624681608277329e-04
1.669172932330826420e+00 1.791428679499707118e-04
1.682957393483708763e+00 1.765129749249206941e-04
1.696741854636591107e+00 1.739659292031096849e-04
1.710526315789473450e+00 1.714958296563829526e-04
1.724310776942355794e+00 1.690975512288676159e-04
1.738095238095238138e+00 1.667666035479223828e-04
1.751879699248119593e+00 1.644990203366058785e-04
1.765664160401001936e+00 1.622912720584068714e-04
1.779448621553884280e+00 1.601401962681078264e-04
1.793233082706766623e+00 1.580429415893046296e-04
1.807017543859648967e+00 1.559969222756419401e-04
1.820802005012531311e+00 1.539997810637457585e-04
1.834586466165413654e+00 1.520493585755712746e-04
1.848370927318295109e+00 1.501436679342460414e-04
1.862155388471177453e+00 1.482808735606718073e-04
1.875939849624059796e+00 1.464592733463268711e-04
1.889724310776942140e+00 1.446772835708324623e-04
1.903508771929824483e+00 1.429334260652603383e-04
1.917293233082706827e+00 1.412263172241602085e-04
1.931077694235588282e+00 1.395546585484152755e-04
1.944862155388470626e+00 1.379172284628747453e-04
1.958646616541352969e+00 1.363128752012687491e-04
1.972431077694235313e+00 1.347405105893694779e-04
1.986215538847117656e+00 1.331991045879205417e-04
2.000000000000000000e+00 1.316876804813154082e-04
