iteration,scale,kept,ground_charge,charge,ordinal,energy_real,energy_imag,energy_abs,max_residual,biorth_error,min_pair_overlap
0,0.7853981633974483,16,2,2,0,0.0,0.0,0.0,5.833983472148058e-15,4.352576589223156e-13,0.00039999997155594144
0,0.7853981633974483,16,2,1,0,0.21924613167504647,-0.0012748415610209951,0.21924983802839518,5.833983472148058e-15,4.352576589223156e-13,0.00039999997155594144
0,0.7853981633974483,16,2,3,0,0.2192461316750537,-0.0012748415610271291,0.21924983802840245,5.833983472148058e-15,4.352576589223156e-13,0.00039999997155594144
0,0.7853981633974483,16,2,3,1,0.22181124502654073,0.0012897575942078358,0.2218149947475957,5.833983472148058e-15,4.352576589223156e-13,0.00039999997155594144
0,0.7853981633974483,16,2,1,1,0.2218112450265479,0.0012897575942016988,0.22181499474760283,5.833983472148058e-15,4.352576589223156e-13,0.00039999997155594144
0,0.7853981633974483,16,2,2,1,0.43692770786560914,-0.0025314159600817996,0.4369350409013427,5.833983472148058e-15,4.352576589223156e-13,0.00039999997155594144
0,0.7853981633974483,16,2,2,2,0.4394744416722819,1.5020700795184314e-5,0.4394744419289765,5.833983472148058e-15,4.352576589223156e-13,0.00039999997155594144
0,0.7853981633974483,16,2,2,3,0.44202117536583047,0.0025610329485088817,0.442028594506683,5.833983472148058e-15,4.352576589223156e-13,0.00039999997155594144
0,0.7853981633974483,16,2,2,4,0.44265754047754863,1.4808494212687048e-5,0.44265754072524743,5.833983472148058e-15,4.352576589223156e-13,0.00039999997155594144
0,0.7853981633974483,16,2,0,0,0.4426575404775487,1.4808494212686906e-5,0.4426575407252475,5.833983472148058e-15,4.352576589223156e-13,0.00039999997155594144
0,0.7853981633974483,16,2,4,0,0.4426575404775487,1.4808494212686906e-5,0.4426575407252475,5.833983472148058e-15,4.352576589223156e-13,0.00039999997155594144
0,0.7853981633974483,16,2,1,2,0.6603391166680963,-0.0012417659048413218,0.6603402842357599,5.833983472148058e-15,4.352576589223156e-13,0.00039999997155594144
0,0.7853981633974483,16,2,3,2,0.660339116668098,-0.00124176590484418,0.6603402842357615,5.833983472148058e-15,4.352576589223156e-13,0.00039999997155594144
0,0.7853981633974483,16,2,3,3,0.6628674708168265,0.0012860838485142642,0.6628687184343229,5.833983472148058e-15,4.352576589223156e-13,0.00039999997155594144
0,0.7853981633974483,16,2,1,3,0.6628674708168287,0.0012860838485114021,0.6628687184343252,5.833983472148058e-15,4.352576589223156e-13,0.00039999997155594144
0,0.7853981633974483,16,2,2,5,0.8821319820366695,2.940478184121254e-5,0.8821319825267556,5.833983472148058e-15,4.352576589223156e-13,0.00039999997155594144
1,0.4534498410585544,64,3,3,0,0.0,0.0,0.0,2.786293272430693e-13,2.5428738186895614e-10,0.028278615240358723
1,0.4534498410585544,64,3,3,1,0.008026886465784866,0.008025249534081041,0.011350574277051722,2.786293272430693e-13,2.5428738186895614e-10,0.028278615240358723
1,0.4534498410585544,64,3,4,0,0.008570850008590147,0.004012570033569147,0.009463624471842003,2.786293272430693e-13,2.5428738186895614e-10,0.028278615240358723
1,0.4534498410585544,64,3,2,0,0.008570850008605024,0.004012570033570057,0.009463624471855862,2.786293272430693e-13,2.5428738186895614e-10,0.028278615240358723
1,0.4534498410585544,64,3,4,1,1.2671142069752341,-0.00019763963137561617,1.2671142223887712,2.786293272430693e-13,2.5428738186895614e-10,0.028278615240358723
1,0.4534498410585544,64,3,2,1,1.2671142069752364,-0.00019763963139143251,1.2671142223887735,2.786293272430693e-13,2.5428738186895614e-10,0.028278615240358723
1,0.4534498410585544,64,3,2,2,1.2679568981442395,0.00021677728199727192,1.2679569166749916,2.786293272430693e-13,2.5428738186895614e-10,0.028278615240358723
1,0.4534498410585544,64,3,4,2,1.267956898144245,0.0002167772821650058,1.267956916674997,2.786293272430693e-13,2.5428738186895614e-10,0.028278615240358723
1,0.4534498410585544,64,3,3,2,1.2752332839796963,0.003817854126343493,1.2752389990036264,2.786293272430693e-13,2.5428738186895614e-10,0.028278615240358723
1,0.4534498410585544,64,3,4,3,1.2755390132727804,0.00822546607162038,1.2755655344485417,2.786293272430693e-13,2.5428738186895614e-10,0.028278615240358723
1,0.4534498410585544,64,3,2,3,1.2755390132728053,0.008225466071649298,1.2755655344485668,2.786293272430693e-13,2.5428738186895614e-10,0.028278615240358723
1,0.4534498410585544,64,3,4,4,1.2756072197470176,0.007811098511816441,1.2756311349017306,2.786293272430693e-13,2.5428738186895614e-10,0.028278615240358723
1,0.4534498410585544,64,3,2,4,1.2756072197470179,0.007811098511939677,1.2756311349017317,2.786293272430693e-13,2.5428738186895614e-10,0.028278615240358723
1,0.4534498410585544,64,3,3,3,1.2756253064876426,0.0042098137973712235,1.2756322530744904,2.786293272430693e-13,2.5428738186895614e-10,0.028278615240358723
1,0.4534498410585544,64,3,1,0,1.2761373064731503,0.003811998979951825,1.276142999945057,2.786293272430693e-13,2.5428738186895614e-10,0.028278615240358723
1,0.4534498410585544,64,3,3,4,1.2761373064731512,0.0038119989799355602,1.276142999945058,2.786293272430693e-13,2.5428738186895614e-10,0.028278615240358723
1,0.4534498410585544,64,3,5,0,1.2761373064731587,0.0038119989799341976,1.2761429999450655,2.786293272430693e-13,2.5428738186895614e-10,0.028278615240358723
1,0.4534498410585544,64,3,5,1,1.2765411393054582,0.0042157673241337386,1.2765481005561086,2.786293272430693e-13,2.5428738186895614e-10,0.028278615240358723
1,0.4534498410585544,64,3,3,5,1.276541139305462,0.004215767324128574,1.2765481005561123,2.786293272430693e-13,2.5428738186895614e-10,0.028278615240358723
1,0.4534498410585544,64,3,1,1,1.2765411393054673,0.004215767324117342,1.2765481005561174,2.786293272430693e-13,2.5428738186895614e-10,0.028278615240358723
1,0.4534498410585544,64,3,3,6,2.5342062342430864,-0.0003949930194798541,2.5342062650257993,2.786293272430693e-13,2.5428738186895614e-10,0.028278615240358723
1,0.4534498410585544,64,3,3,7,2.5350347916418388,3.1072950303872096e-5,2.5350347918322758,2.786293272430693e-13,2.5428738186895614e-10,0.028278615240358723
1,0.4534498410585544,64,3,3,8,2.5351074959478885,5.558491487778552e-6,2.5351074959539823,2.786293272430693e-13,2.5428738186895614e-10,0.028278615240358723
