iteration,scale,kept,ground_charge,charge,ordinal,energy_real,energy_imag,energy_abs,max_residual,biorth_error,min_pair_overlap
0,0.7853981633974483,16,2,2,0,0.0,0.0,0.0,1.0810364943289519e-14,1.5793504546070177e-12,9.999999955563577e-5
0,0.7853981633974483,16,2,3,0,0.21985530388996366,-0.0006484641129792364,0.21985626021165305,1.0810364943289519e-14,1.5793504546070177e-12,9.999999955563577e-5
0,0.7853981633974483,16,2,1,0,0.21985530388996938,-0.0006484641129868426,0.21985626021165877,1.0810364943289519e-14,1.5793504546070177e-12,9.999999955563577e-5
0,0.7853981633974483,16,2,1,1,0.22115613617068985,0.000652302668852157,0.22115709815585957,1.0810364943289519e-14,1.5793504546070177e-12,9.999999955563577e-5
0,0.7853981633974483,16,2,3,1,0.22115613617069554,0.0006523026688445662,0.22115709815586523,1.0810364943289519e-14,1.5793504546070177e-12,9.999999955563577e-5
0,0.7853981633974483,16,2,2,1,0.43504103965796415,-0.0012694519645191577,0.43504289178766337,1.0810364943289519e-14,1.5793504546070177e-12,9.999999955563577e-5
0,0.7853981633974483,16,2,2,2,0.4363143110445282,3.914904180173849e-6,0.4363143110620918,1.0810364943289519e-14,1.5793504546070177e-12,9.999999955563577e-5
0,0.7853981633974483,16,2,2,3,0.4375875824102048,0.0012769634637703258,0.43758944561688823,1.0810364943289519e-14,1.5793504546070177e-12,9.999999955563577e-5
0,0.7853981633974483,16,2,0,0,0.4458636076195423,3.7557494961991907e-6,0.44586360763536065,1.0810364943289519e-14,1.5793504546070177e-12,9.999999955563577e-5
0,0.7853981633974483,16,2,4,0,0.4458636076195423,3.7557494961991907e-6,0.44586360763536065,1.0810364943289519e-14,1.5793504546070177e-12,9.999999955563577e-5
0,0.7853981633974483,16,2,2,4,0.4458636076195423,3.755749496203895e-6,0.44586360763536065,1.0810364943289519e-14,1.5793504546070177e-12,9.999999955563577e-5
0,0.7853981633974483,16,2,1,2,0.6610493433874801,-0.0006172321021658866,0.661049631547047,1.0810364943289519e-14,1.5793504546070177e-12,9.999999955563577e-5
0,0.7853981633974483,16,2,3,2,0.6610493433874813,-0.0006172321021683416,0.6610496315470482,1.0810364943289519e-14,1.5793504546070177e-12,9.999999955563577e-5
0,0.7853981633974483,16,2,3,3,0.6622950538590009,0.0006284165442878803,0.6622953519944482,1.0810364943289519e-14,1.5793504546070177e-12,9.999999955563577e-5
0,0.7853981633974483,16,2,1,3,0.6622950538590023,0.0006284165442854561,0.6622953519944497,1.0810364943289519e-14,1.5793504546070177e-12,9.999999955563577e-5
