iteration,scale,ground_charge,charge,matrix_rank,energy_real,energy_imag,pole_real,pole_imag,matrix_support_abs,add11_real,add11_imag,add12_real,add12_imag,add21_real,add21_imag,add22_real,add22_imag,rem11_real,rem11_imag,rem12_real,rem12_imag,rem21_real,rem21_imag,rem22_real,rem22_imag,max_residual,biorth_error,min_pair_overlap
0,0.7853981633974483,2,3,0,0.221367581425555,0.0009432263671477072,0.17386169188736597,0.0007408082564258565,50.16303397885323,9.155976824822929,-8.828020537970101,8.830865141529106,8.903410635872012,8.830865141529104,8.90341063587201,-8.654376080563594,8.83014767450705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.530664012514166e-14,1.4692815625437078e-12,0.00019999999644538976
0,0.7853981633974483,2,1,1,0.22136758142555268,0.0009432263671517363,-0.17386169188736417,-0.000740808256429021,50.16303397880841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.654376080525763,8.830147674529272,-8.830865141551332,-8.903410635834184,-8.830865141551334,-8.903410635834186,9.1559768247851,-8.828020537992321,1.530664012514166e-14,1.4692815625437078e-12,0.00019999999644538976
0,0.7853981633974483,2,3,2,0.21948895688504816,-0.0009352077335740397,0.17238622362353853,-0.0007345104363441409,49.73753469694197,-8.506083287775512,8.828017732007648,-8.830832231559556,-8.75299043442319,-8.830832231559556,-8.752990434423188,9.003429213582994,-8.830144828611214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.530664012514166e-14,1.4692815625437078e-12,0.00019999999644538976
0,0.7853981633974483,2,1,3,0.2194889568850505,-0.0009352077335781059,-0.17238622362354036,0.0007345104363473345,49.73753469689495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.003429213544885,-8.830144828632426,8.830832231580777,8.752990434385087,8.830832231580777,8.752990434385085,-8.506083287737408,8.82801773202886,1.530664012514166e-14,1.4692815625437078e-12,0.00019999999644538976
0,0.7853981633974483,2,3,4,0.6627660997086243,0.0008726652948008253,0.5205352774732436,0.000685389719797261,0.05305073470701055,0.009709971656776478,-0.00930821723784157,0.009311996880245714,0.00944287596506779,0.009311996880245702,0.009442875965067767,-0.009179504316532123,0.009311998627455177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.530664012514166e-14,1.4692815625437078e-12,0.00019999999644538976
0,0.7853981633974483,2,1,5,0.6627660997086275,0.0008726652947985537,-0.5205352774732461,-0.0006853897197954769,0.05305073470698886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.009179504316558803,0.009311998627420028,-0.009311996880210945,-0.009442875965094494,-0.009311996880210867,-0.009442875965094452,0.009709971656803212,-0.009308217237807136,1.530664012514166e-14,1.4692815625437078e-12,0.00019999999644538976
0,0.7853981633974483,2,3,6,0.6610432789167382,-0.0008499858103408201,0.5191821771874333,-0.0006675772943555719,0.05229027058134126,-0.008914474238670199,0.00930817474409904,-0.00931192058670379,-0.009174043518059439,-0.009311920586703746,-0.009174043518059444,0.009437336831610924,-0.009311996067094428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.530664012514166e-14,1.4692815625437078e-12,0.00019999999644538976
0,0.7853981633974483,2,1,7,0.6610432789167349,-0.0008499858103383802,-0.5191821771874308,0.0006675772943536556,0.0522902705813131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0094373368316358,-0.009311996067059755,0.009311920586669473,0.009174043518084256,0.009311920586669405,0.009174043518084244,-0.008914474238694941,0.009308174744065058,1.530664012514166e-14,1.4692815625437078e-12,0.00019999999644538976
1,0.4534498410585544,3,2,0,0.030189842614844142,0.002847415235051554,-0.01368957933528385,-0.0012911599857618335,90.89939542871325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15.613917498573192,16.067776272342286,-16.071004171375936,-16.065178189138198,-16.071004171375968,-16.065178189134002,16.52286599589587,-16.06780471371053,8.497562266216524e-13,2.691765523915754e-10,0.017254639723036924
1,0.4534498410585544,3,4,1,0.030189842614840146,0.002847415235047092,0.013689579335282037,0.0012911599857598102,90.89939542871153,16.522865995895796,-16.067804713710032,16.071004171375435,16.065178189138148,16.071004171375353,16.06517818913396,-15.613917498573178,16.067776272341664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.497562266216524e-13,2.691765523915754e-10,0.017254639723036924
1,0.4534498410585544,3,2,2,1.2683323788814995,0.0007412695133478947,-0.5751251156132342,-0.00033612854300915483,4.493217682043681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8745321100630975,0.679483046184905,-0.6765464057945125,-0.896644650378956,-0.6765464057943075,-0.8966446503797527,0.919027737515228,-0.6732510534348775,8.497562266216524e-13,2.691765523915754e-10,0.017254639723036924
