iteration,scale,kept,ground_charge,charge,ordinal,energy_real,energy_imag,energy_abs,max_residual,biorth_error,min_pair_overlap
0,0.7853981633974483,16,2,2,0,0.0,0.0,0.0,1.1712198570306633e-14,5.605342069371247e-12,9.999999955570707e-5
0,0.7853981633974483,16,2,3,0,0.2195625981498509,-0.0006803027667257023,0.21956365208787934,1.1712198570306633e-14,5.605342069371247e-12,9.999999955570707e-5
0,0.7853981633974483,16,2,1,0,0.2195625981498583,-0.0006803027667348061,0.21956365208788675,1.1712198570306633e-14,5.605342069371247e-12,9.999999955570707e-5
0,0.7853981633974483,16,2,1,1,0.22092752236092394,0.000684551688148347,0.22092858291210374,1.1712198570306633e-14,5.605342069371247e-12,9.999999955570707e-5
0,0.7853981633974483,16,2,3,1,0.22092752236093027,0.0006845516881392493,0.22092858291211004,1.1712198570306633e-14,5.605342069371247e-12,9.999999955570707e-5
0,0.7853981633974483,16,2,2,1,0.4241614079233613,-0.0012692597549793492,0.42416330698429555,1.1712198570306633e-14,5.605342069371247e-12,9.999999955570707e-5
0,0.7853981633974483,16,2,2,2,0.42543467933512535,4.478475373975734e-6,0.4254346793586974,1.1712198570306633e-14,5.605342069371247e-12,9.999999955570707e-5
0,0.7853981633974483,16,2,2,3,0.4267079506756127,0.0012771556733099524,0.4267098619628974,1.1712198570306633e-14,5.605342069371247e-12,9.999999955570707e-5
0,0.7853981633974483,16,2,2,4,0.45726566791794093,3.947959076182033e-6,0.45726566793498397,1.1712198570306633e-14,5.605342069371247e-12,9.999999955570707e-5
0,0.7853981633974483,16,2,0,0,0.45726566791794093,3.9479590761858716e-6,0.45726566793498397,1.1712198570306633e-14,5.605342069371247e-12,9.999999955570707e-5
0,0.7853981633974483,16,2,4,0,0.45726566791794093,3.9479590761858716e-6,0.45726566793498397,1.1712198570306633e-14,5.605342069371247e-12,9.999999955570707e-5
0,0.7853981633974483,16,2,3,2,0.6618644776915218,-0.0005850090292568304,0.6618647362304743,1.1712198570306633e-14,5.605342069371247e-12,9.999999955570707e-5
0,0.7853981633974483,16,2,1,2,0.6618644776915249,-0.0005850090292591735,0.6618647362304774,1.1712198570306633e-14,5.605342069371247e-12,9.999999955570707e-5
0,0.7853981633974483,16,2,1,3,0.6630460962326987,0.0005965519441504104,0.6630463645957523,1.1712198570306633e-14,5.605342069371247e-12,9.999999955570707e-5
0,0.7853981633974483,16,2,3,3,0.6630460962327019,0.0005965519441480188,0.6630463645957555,1.1712198570306633e-14,5.605342069371247e-12,9.999999955570707e-5
0,0.7853981633974483,16,2,2,5,0.8827003471820885,7.365401676467817e-6,0.8827003472128175,1.1712198570306633e-14,5.605342069371247e-12,9.999999955570707e-5
1,0.4534498410585544,64,3,3,0,0.0,0.0,0.0,6.240189985472784e-13,2.987087704565116e-10,0.013648626421932382
1,0.4534498410585544,64,3,3,1,0.004038305567127143,0.004038100067137559,0.005710881193450485,6.240189985472784e-13,2.987087704565116e-10,0.013648626421932382
1,0.4534498410585544,64,3,4,0,0.04758157739332414,0.0020189114441131624,0.047624389871746026,6.240189985472784e-13,2.987087704565116e-10,0.013648626421932382
1,0.4534498410585544,64,3,2,0,0.047581577393334795,0.0020189114441254772,0.0476243898717572,6.240189985472784e-13,2.987087704565116e-10,0.013648626421932382
1,0.4534498410585544,64,3,4,1,1.2652433383294983,-9.344865882862999e-5,1.2652433417804756,6.240189985472784e-13,2.987087704565116e-10,0.013648626421932382
1,0.4534498410585544,64,3,2,1,1.265243338329514,-9.344865879228493e-5,1.2652433417804914,6.240189985472784e-13,2.987087704565116e-10,0.013648626421932382
1,0.4534498410585544,64,3,4,2,1.2672893724236882,0.0012341020893887852,1.2672899733154968,6.240189985472784e-13,2.987087704565116e-10,0.013648626421932382
1,0.4534498410585544,64,3,2,2,1.2672893724237129,0.0012341020893356,1.2672899733155214,6.240189985472784e-13,2.987087704565116e-10,0.013648626421932382
1,0.4534498410585544,64,3,2,3,1.2694691480415297,0.004132148032933412,1.2694758731368836,6.240189985472784e-13,2.987087704565116e-10,0.013648626421932382
1,0.4534498410585544,64,3,4,3,1.2694691480415892,0.004132148032931913,1.269475873136943,6.240189985472784e-13,2.987087704565116e-10,0.013648626421932382
1,0.4534498410585544,64,3,2,4,1.2765843362298948,0.002804724098712202,1.2765874172906417,6.240189985472784e-13,2.987087704565116e-10,0.013648626421932382
1,0.4534498410585544,64,3,4,4,1.276584336229929,0.0028047240986860244,1.2765874172906757,6.240189985472784e-13,2.987087704565116e-10,0.013648626421932382
1,0.4534498410585544,64,3,3,2,1.3083315674150273,0.0019400062075468321,1.308333005743854,6.240189985472784e-13,2.987087704565116e-10,0.013648626421932382
1,0.4534498410585544,64,3,3,3,1.3084898644878298,0.00209829679824395,1.3084915469030867,6.240189985472784e-13,2.987087704565116e-10,0.013648626421932382
1,0.4534498410585544,64,3,5,0,1.3173658624272515,0.001910531432539769,1.3173672478162841,6.240189985472784e-13,2.987087704565116e-10,0.013648626421932382
1,0.4534498410585544,64,3,3,4,1.3173658624272775,0.001910531432542782,1.31736724781631,6.240189985472784e-13,2.987087704565116e-10,0.013648626421932382
1,0.4534498410585544,64,3,1,0,1.317365862427278,0.0019105314325302204,1.3173672478163105,6.240189985472784e-13,2.987087704565116e-10,0.013648626421932382
1,0.4534498410585544,64,3,1,1,1.3175833565241883,0.0021280169790985405,1.3175850749935694,6.240189985472784e-13,2.987087704565116e-10,0.013648626421932382
1,0.4534498410585544,64,3,5,1,1.3175833565241926,0.0021280169790809022,1.3175850749935736,6.240189985472784e-13,2.987087704565116e-10,0.013648626421932382
1,0.4534498410585544,64,3,3,5,1.3175833565241954,0.0021280169790832614,1.3175850749935765,6.240189985472784e-13,2.987087704565116e-10,0.013648626421932382
1,0.4534498410585544,64,3,3,6,2.530285242849268,-0.0001856210476178545,2.530285249657823,6.240189985472784e-13,2.987087704565116e-10,0.013648626421932382
1,0.4534498410585544,64,3,3,7,2.5317074895748193,0.0008601068635743197,2.5317076356785453,6.240189985472784e-13,2.987087704565116e-10,0.013648626421932382
1,0.4534498410585544,64,3,3,8,2.5332571895817306,0.002235758087342093,2.5332581761797894,6.240189985472784e-13,2.987087704565116e-10,0.013648626421932382
