iteration,scale,ground_charge,charge,support_rank,energy_real,energy_imag,energy_abs,physical_gap_abs,addition_weight_abs,removal_weight_abs,total_weight_abs,addition_residue_real,addition_residue_imag,removal_residue_real,removal_residue_imag,max_residual,biorth_error,min_pair_overlap
0,0.7853981633974483,2,3,0,0.2211686248418706,0.0006453728710252871,0.2211695664430049,0.17370617128374596,35.45809509180317,0.0,35.45809509180317,0.5014259958270575,0.0014588547708385136,0.0,0.0,8.556755332387607e-15,3.1391737890257876e-12,9.999999955571365e-5
0,0.7853981633974483,2,1,1,0.22116862484186683,0.0006453728710323012,0.22116956644300115,0.17370617128374302,0.0,35.45809509170891,35.45809509170891,0.0,0.0,0.5014259958270504,0.001458854770845619,8.556755332387607e-15,3.1391737890257876e-12,9.999999955571365e-5
0,0.7853981633974483,2,3,2,0.21988157059150543,-0.0006416167985518155,0.21988250671188778,0.17269531693474374,35.251758660813586,0.0,35.251758660813586,0.4985080915145623,-0.0014588534498702899,0.0,0.0,8.556755332387607e-15,3.1391737890257876e-12,9.999999955571365e-5
0,0.7853981633974483,2,1,3,0.21988157059150915,-0.0006416167985588768,0.2198825067118915,0.17269531693474668,0.0,35.25175866072733,35.25175866072733,0.0,0.0,0.49850809151455877,-0.0014588534498685135,8.556755332387607e-15,3.1391737890257876e-12,9.999999955571365e-5
0,0.7853981633974483,2,1,4,0.6622438012889963,0.0006352657955540476,0.6622441059823263,0.5201253045593042,0.0,0.0023418918026695563,0.0023418918026695563,0.0,0.0,3.311730764640232e-5,1.6029674708396228e-7,8.556755332387607e-15,3.1391737890257876e-12,9.999999955571365e-5
0,0.7853981633974483,2,3,5,0.6622438012890001,0.0006352657955525704,0.6622441059823301,0.5201253045593072,0.002341891802666067,0.0,0.002341891802666067,3.311730764624424e-5,1.6029674706889187e-7,0.0,0.0,8.556755332387607e-15,3.1391737890257876e-12,9.999999955571365e-5
0,0.7853981633974483,2,1,6,0.6609843127871015,-0.0006241599631328877,0.6609846074806102,0.5191360967492544,0.0,0.0023191256010326577,0.0023191256010326577,0.0,0.0,3.279535074109314e-5,-1.6161772132378648e-7,8.556755332387607e-15,3.1391737890257876e-12,9.999999955571365e-5
0,0.7853981633974483,2,3,7,0.6609843127870981,-0.0006241599631313883,0.6609846074806068,0.5191360967492519,0.002319125601028241,0.0,0.002319125601028241,3.27953507412047e-5,-1.6161772133159273e-7,0.0,0.0,8.556755332387607e-15,3.1391737890257876e-12,9.999999955571365e-5
1,0.4534498410585544,3,4,0,0.008843385212891075,0.0020071742015217706,0.009068308017421723,0.004112022829169895,64.29129662689935,0.0,64.29129662689935,0.9091707772800532,-5.987006911567505e-6,0.0,0.0,8.878425868263715e-13,2.559272506704794e-10,0.01414142854303659
1,0.4534498410585544,3,2,1,0.008843385212903954,0.0020071742015209605,0.009068308017434102,0.004112022829175508,0.0,64.29129662689604,64.29129662689604,0.0,0.0,0.9091707772801101,-5.987006794327954e-6,8.878425868263715e-13,2.559272506704794e-10,0.01414142854303659
1,0.4534498410585544,3,2,2,1.2679228160697753,0.00016192786415327527,1.267922826409771,0.5749394041100238,0.0,3.2486561754462495,3.2486561754462495,0.0,0.0,0.04593026994055438,0.0009760257187325649,8.878425868263715e-13,2.559272506704794e-10,0.01414142854303659
1,0.4534498410585544,3,4,3,1.26792281606979,0.00016192786433337123,1.2679228264097857,0.5749394041100304,3.248656175133858,0.0,3.248656175133858,0.045930269940559265,0.0009760257188990984,0.0,0.0,8.878425868263715e-13,2.559272506704794e-10,0.01414142854303659
1,0.4534498410585544,3,2,4,1.2671011540420323,-9.882033530820645e-5,1.2671011578954967,0.5745668186528232,0.0,3.1653369153433273,3.1653369153433273,0.0,0.0,0.0447621527885651,-0.00014441934725084593,8.878425868263715e-13,2.559272506704794e-10,0.01414142854303659
1,0.4534498410585544,3,4,5,1.2671011540419932,-9.882033526040224e-5,1.2671011578954576,0.5745668186528055,3.16533691500549,0.0,3.16533691500549,0.04476215278860263,-0.00014441934735431872,0.0,0.0,8.878425868263715e-13,2.559272506704794e-10,0.01414142854303659
1,0.4534498410585544,3,4,6,1.271859102624203,0.0038531217993809904,1.2718649391643926,0.5767269545120418,0.05917607358132891,0.0,0.05917607358132891,0.0001365484087795521,-0.0008256185787562376,0.0,0.0,8.878425868263715e-13,2.559272506704794e-10,0.01414142854303659
1,0.4534498410585544,3,2,7,1.2718591026242128,0.0038531217994778122,1.2718649391644026,0.5767269545120464,0.0,0.059176073566296464,0.059176073566296464,0.0,0.0,0.00013654840876881763,-0.0008256185786375062,8.878425868263715e-13,2.559272506704794e-10,0.01414142854303659
1,0.4534498410585544,3,4,8,2.542595864333826,0.002007784333833289,2.5425966570664342,1.1529400500227864,8.842407879904894e-6,0.0,8.842407879904894e-6,1.250435250695002e-7,4.342720132563268e-10,0.0,0.0,8.878425868263715e-13,2.559272506704794e-10,0.01414142854303659
1,0.4534498410585544,3,2,9,2.542595864333828,0.0020077843338244714,2.5425966570664364,1.1529400500227873,0.0,8.842407878750632e-6,8.842407878750632e-6,0.0,0.0,1.250435250886406e-7,4.342719276966818e-10,8.878425868263715e-13,2.559272506704794e-10,0.01414142854303659
1,0.4534498410585544,3,2,10,2.543692996412914,0.0018075389350500036,2.5436936386281093,1.153437476137572,0.0,5.795584260971871e-6,5.795584260971871e-6,0.0,0.0,8.19539233932351e-8,-8.01304933956447e-10,8.878425868263715e-13,2.559272506704794e-10,0.01414142854303659
1,0.4534498410585544,3,4,11,2.5436929964128723,0.0018075389349851213,2.5436936386280675,1.1534374761375532,5.795584259146784e-6,0.0,5.795584259146784e-6,8.195392337286227e-8,-8.013049816287318e-10,0.0,0.0,8.878425868263715e-13,2.559272506704794e-10,0.01414142854303659
1,0.4534498410585544,3,2,12,2.543893288902454,0.0020078475214456064,2.5438940812806288,1.1535283668264984,0.0,2.8967006916965828e-6,2.8967006916965828e-6,0.0,0.0,4.096134281969333e-8,-4.190172805369754e-10,8.878425868263715e-13,2.559272506704794e-10,0.01414142854303659
1,0.4534498410585544,3,4,13,2.5438932889025843,0.00200784752139756,2.543894081280759,1.1535283668265575,2.89670069036915e-6,0.0,2.89670069036915e-6,4.0961342800607986e-8,-4.190172254683989e-10,0.0,0.0,8.878425868263715e-13,2.559272506704794e-10,0.01414142854303659
1,0.4534498410585544,3,4,14,3.803008457793354,0.00016444205218211637,3.8030084613485906,1.7244735823428559,1.288620066851896e-7,0.0,1.288620066851896e-7,1.8218953864569005e-9,3.805900833717228e-11,0.0,0.0,8.878425868263715e-13,2.559272506704794e-10,0.01414142854303659
1,0.4534498410585544,3,2,15,3.803008457793481,0.00016444205214428444,3.8030084613487176,1.7244735823429136,0.0,1.2886200650771745e-7,1.2886200650771745e-7,0.0,0.0,1.821895381800403e-9,3.805901734034503e-11,8.878425868263715e-13,2.559272506704794e-10,0.01414142854303659
1,0.4534498410585544,3,2,16,3.8021881948277563,-9.573542931457305e-5,3.8021881960330193,1.7241016331658843,0.0,1.272116019395502e-7,1.272116019395502e-7,0.0,0.0,1.7989369827348264e-9,-7.773597294050447e-12,8.878425868263715e-13,2.559272506704794e-10,0.01414142854303659
1,0.4534498410585544,3,4,17,3.8021881948278127,-9.573542926374565e-5,3.8021881960330757,1.7241016331659098,1.2721160184814666e-7,0.0,1.2721160184814666e-7,1.7989369794145234e-9,-7.773579667427163e-12,0.0,0.0,8.878425868263715e-13,2.559272506704794e-10,0.01414142854303659
1,0.4534498410585544,3,4,18,3.8069404889936687,0.003851906506616643,3.806942437694992,1.7262574432918598,2.130697438228615e-9,0.0,2.130697438228615e-9,2.427156102090474e-12,-3.00331892800924e-11,0.0,0.0,8.878425868263715e-13,2.559272506704794e-10,0.01414142854303659
1,0.4534498410585544,3,2,19,3.806940488993531,0.0038519065066514487,3.8069424376948544,1.7262574432917974,0.0,2.130697396294195e-9,2.130697396294195e-9,0.0,0.0,2.427156159761403e-12,-3.00331896801369e-11,8.878425868263715e-13,2.559272506704794e-10,0.01414142854303659
1,0.4534498410585544,3,4,20,5.079011405213859,0.002008473239730967,5.079011802334901,2.303077094503283,2.427515969130647e-19,0.0,2.427515969130647e-19,2.2390678618610648e-23,3.419558188842135e-21,0.0,0.0,8.878425868263715e-13,2.559272506704794e-10,0.01414142854303659
1,0.4534498410585544,3,2,21,5.07901140521385,0.0020084732397295424,5.079011802334892,2.303077094503279,0.0,2.426427935788585e-19,2.426427935788585e-19,0.0,0.0,1.5199976165212573e-23,3.4228403550183716e-21,8.878425868263715e-13,2.559272506704794e-10,0.01414142854303659
1,0.4534498410585544,3,2,22,1.2713140384408588,0.004113851463840669,1.2713206944397122,0.5764801668281385,0.0,2.224559394395131e-19,2.224559394395131e-19,0.0,0.0,2.778225138608784e-21,-5.666383052895023e-21,8.878425868263715e-13,2.559272506704794e-10,0.01414142854303659
1,0.4534498410585544,3,4,23,1.271314038440865,0.0041138514637782935,1.2713206944397182,0.5764801668281412,2.0431944142262182e-19,0.0,2.0431944142262182e-19,2.1606369820184307e-21,-5.659038870626027e-21,0.0,0.0,8.878425868263715e-13,2.559272506704794e-10,0.01414142854303659
1,0.4534498410585544,3,2,24,2.544093581389057,0.0022081078923976436,2.5440945396359513,1.1536192646358583,0.0,2.6437588526595822e-24,2.6437588526595822e-24,0.0,0.0,-3.1685918131925676e-26,2.1341146973330676e-25,8.878425868263715e-13,2.559272506704794e-10,0.01414142854303659
1,0.4534498410585544,3,4,25,2.5440935813889856,0.0022081078924189915,2.54409453963588,1.1536192646358259,2.2153809276712204e-24,0.0,2.2153809276712204e-24,-1.0425925671062511e-25,2.1000643187794056e-25,0.0,0.0,8.878425868263715e-13,2.559272506704794e-10,0.01414142854303659
