iteration,scale,kept,ground_charge,charge,ordinal,energy_real,energy_imag,energy_abs,max_residual,biorth_error,min_pair_overlap
0,0.7853981633974483,16,2,2,0,0.0,0.0,0.0,9.390703804945291e-15,3.684530584574045e-12,9.999999955551966e-5
0,0.7853981633974483,16,2,3,0,0.2198306246663091,-0.0006530259126703399,0.21983159459918922,9.390703804945291e-15,3.684530584574045e-12,9.999999955551966e-5
0,0.7853981633974483,16,2,1,0,0.2198306246663102,-0.0006530259126723938,0.21983159459919036,9.390703804945291e-15,3.684530584574045e-12,9.999999955551966e-5
0,0.7853981633974483,16,2,1,1,0.22114063722115215,0.0006569205318611568,0.2211416129432957,9.390703804945291e-15,3.684530584574045e-12,9.999999955551966e-5
0,0.7853981633974483,16,2,3,1,0.2211406372211533,0.0006569205318590416,0.22114161294329682,9.390703804945291e-15,3.684530584574045e-12,9.999999955551966e-5
0,0.7853981633974483,16,2,2,1,0.4334695891257718,-0.0012694249362866113,0.4334714478907859,9.390703804945291e-15,3.684530584574045e-12,9.999999955551966e-5
0,0.7853981633974483,16,2,2,2,0.4347428605163595,3.99498416930889e-6,0.43474286053471506,9.390703804945291e-15,3.684530584574045e-12,9.999999955551966e-5
0,0.7853981633974483,16,2,2,3,0.43601613187801935,0.0012769904920032235,0.436018001879036,9.390703804945291e-15,3.684530584574045e-12,9.999999955551966e-5
0,0.7853981633974483,16,2,0,0,0.44747525594935184,3.7827777651554053e-6,0.4474752559653409,9.390703804945291e-15,3.684530584574045e-12,9.999999955551966e-5
0,0.7853981633974483,16,2,4,0,0.44747525594935184,3.7827777651554053e-6,0.4474752559653409,9.390703804945291e-15,3.684530584574045e-12,9.999999955551966e-5
0,0.7853981633974483,16,2,2,4,0.44747525594935184,3.782777765157484e-6,0.4474752559653409,9.390703804945291e-15,3.684530584574045e-12,9.999999955551966e-5
0,0.7853981633974483,16,2,1,2,0.6611142204089142,-0.0006126162459355672,0.6611145042468447,9.390703804945291e-15,3.684530584574045e-12,9.999999955551966e-5
0,0.7853981633974483,16,2,3,2,0.6611142204089142,-0.0006126162459371414,0.6611145042468447,9.390703804945291e-15,3.684530584574045e-12,9.999999955551966e-5
0,0.7853981633974483,16,2,3,3,0.6623507506063271,0.0006238527378089785,0.6623510444024403,9.390703804945291e-15,3.684530584574045e-12,9.999999955551966e-5
0,0.7853981633974483,16,2,1,3,0.6623507506063272,0.0006238527378074064,0.6623510444024404,9.390703804945291e-15,3.684530584574045e-12,9.999999955551966e-5
0,0.7853981633974483,16,2,2,5,0.8822181164372018,7.353348939962195e-6,0.8822181164678472,9.390703804945291e-15,3.684530584574045e-12,9.999999955551966e-5
1,0.4534498410585544,64,3,3,0,0.0,0.0,0.0,1.1901660819356767e-12,4.343671613721583e-10,0.012240372438638727
1,0.4534498410585544,64,3,3,1,0.00402177585313801,0.00402157093415631,0.0056875050585766355,1.1901660819356767e-12,4.343671613721583e-10,0.012240372438638727
1,0.4534498410585544,64,3,4,0,0.020239809833831668,0.0020107305310107194,0.020339442946600277,1.1901660819356767e-12,4.343671613721583e-10,0.012240372438638727
1,0.4534498410585544,64,3,2,0,0.02023980983383389,0.0020107305310022435,0.020339442946601647,1.1901660819356767e-12,4.343671613721583e-10,0.012240372438638727
1,0.4534498410585544,64,3,4,1,1.2665439722255485,-9.720209392101225e-5,1.266543975955481,1.1901660819356767e-12,4.343671613721583e-10,0.012240372438638727
1,0.4534498410585544,64,3,2,1,1.2665439722255654,-9.720209390034519e-5,1.266543975955498,1.1901660819356767e-12,4.343671613721583e-10,0.012240372438638727
1,0.4534498410585544,64,3,4,2,1.2680968718780816,0.0004827988762032393,1.2680969637853923,1.1901660819356767e-12,4.343671613721583e-10,0.012240372438638727
1,0.4534498410585544,64,3,2,2,1.268096871878198,0.00048279887614542986,1.2680969637855086,1.1901660819356767e-12,4.343671613721583e-10,0.012240372438638727
1,0.4534498410585544,64,3,2,3,1.2707607889922352,0.004119401946083551,1.2707674658695671,1.1901660819356767e-12,4.343671613721583e-10,0.012240372438638727
