iteration,scale,kept,ground_charge,charge,ordinal,energy_real,energy_imag,energy_abs,max_residual,biorth_error,min_pair_overlap
0,0.7853981633974483,16,2,2,0,0.0,0.0,0.0,7.488160879066406e-15,4.63589298937705e-13,0.0006999998475911953
0,0.7853981633974483,16,2,1,0,0.21867075909735467,-0.0017428589459656764,0.2186777044911503,7.488160879066406e-15,4.63589298937705e-13,0.0006999998475911953
0,0.7853981633974483,16,2,3,0,0.21867075909735484,-0.0017428589459656807,0.21867770449115045,7.488160879066406e-15,4.63589298937705e-13,0.0006999998475911953
0,0.7853981633974483,16,2,1,1,0.2221857891867345,0.0017709241627339176,0.22219284661960245,7.488160879066406e-15,4.63589298937705e-13,0.0006999998475911953
0,0.7853981633974483,16,2,3,1,0.22218578918673482,0.0017709241627338538,0.22219284661960276,7.488160879066406e-15,4.63589298937705e-13,0.0006999998475911953
0,0.7853981633974483,16,2,2,1,0.4282479273338258,-0.0033412248755558703,0.42826096138848185,7.488160879066406e-15,4.63589298937705e-13,0.0006999998475911953
0,0.7853981633974483,16,2,2,2,0.4316171931386559,2.908902162875887e-5,0.43161719411888927,7.488160879066406e-15,4.63589298937705e-13,0.0006999998475911953
0,0.7853981633974483,16,2,2,3,0.4349864568628568,0.0033949465808747466,0.4349997049612666,7.488160879066406e-15,4.63589298937705e-13,0.0006999998475911953
0,0.7853981633974483,16,2,2,4,0.45071578526937367,2.6860852652386573e-5,0.4507157860697732,7.488160879066406e-15,4.63589298937705e-13,0.0006999998475911953
0,0.7853981633974483,16,2,0,0,0.4507157852693737,2.6860852652387186e-5,0.45071578606977325,7.488160879066406e-15,4.63589298937705e-13,0.0006999998475911953
0,0.7853981633974483,16,2,4,0,0.4507157852693737,2.6860852652387186e-5,0.45071578606977325,7.488160879066406e-15,4.63589298937705e-13,0.0006999998475911953
0,0.7853981633974483,16,2,1,2,0.6602929535058508,-0.0015715050769454534,0.6602948236035828,7.488160879066406e-15,4.63589298937705e-13,0.0006999998475911953
0,0.7853981633974483,16,2,3,2,0.6602929535058522,-0.0015715050769469394,0.6602948236035842,7.488160879066406e-15,4.63589298937705e-13,0.0006999998475911953
0,0.7853981633974483,16,2,3,3,0.6635164529454987,0.0016508832707882858,0.663518506708705,7.488160879066406e-15,4.63589298937705e-13,0.0006999998475911953
0,0.7853981633974483,16,2,1,3,0.6635164529454999,0.0016508832707868661,0.6635185067087063,7.488160879066406e-15,4.63589298937705e-13,0.0006999998475911953
0,0.7853981633974483,16,2,2,5,0.8823329763274208,5.14935363143809e-5,0.8823329778300192,7.488160879066406e-15,4.63589298937705e-13,0.0006999998475911953
1,0.4534498410585544,64,3,3,0,0.0,0.0,0.0,2.585451020258983e-13,3.0699196327318395e-11,0.03740348150435133
1,0.4534498410585544,64,3,3,1,0.010657112833717619,0.010653314029130945,0.015068747584118164,2.585451020258983e-13,3.0699196327318395e-11,0.03740348150435133
1,0.4534498410585544,64,3,2,0,0.03267052829041228,0.005326078587990509,0.03310182067349288,2.585451020258983e-13,3.0699196327318395e-11,0.03740348150435133
1,0.4534498410585544,64,3,4,0,0.03267052829041539,0.005326078587985062,0.03310182067349506,2.585451020258983e-13,3.0699196327318395e-11,0.03740348150435133
1,0.4534498410585544,64,3,2,1,1.2659463304526226,-0.00025243080836590513,1.2659463556200847,2.585451020258983e-13,3.0699196327318395e-11,0.03740348150435133
1,0.4534498410585544,64,3,4,1,1.2659463304526375,-0.0002524308083653908,1.2659463556200996,2.585451020258983e-13,3.0699196327318395e-11,0.03740348150435133
1,0.4534498410585544,64,3,2,2,1.2688355114938932,0.0006378677558449477,1.2688356718280123,2.585451020258983e-13,3.0699196327318395e-11,0.03740348150435133
1,0.4534498410585544,64,3,4,2,1.2688355114939152,0.000637867755842127,1.2688356718280343,2.585451020258983e-13,3.0699196327318395e-11,0.03740348150435133
1,0.4534498410585544,64,3,4,3,1.277112779984539,0.010910077126972046,1.2771593802586871,2.585451020258983e-13,3.0699196327318395e-11,0.03740348150435133
1,0.4534498410585544,64,3,2,3,1.2771127799845443,0.010910077126971326,1.2771593802586925,2.585451020258983e-13,3.0699196327318395e-11,0.03740348150435133
1,0.4534498410585544,64,3,4,4,1.2797053440332529,0.010020304541367412,1.2797445737530468,2.585451020258983e-13,3.0699196327318395e-11,0.03740348150435133
1,0.4534498410585544,64,3,2,4,1.2797053440332788,0.01002030454136953,1.279744573753073,2.585451020258983e-13,3.0699196327318395e-11,0.03740348150435133
1,0.4534498410585544,64,3,3,2,1.2959254082176621,0.005096662056272662,1.2959354303468325,2.585451020258983e-13,3.0699196327318395e-11,0.03740348150435133
1,0.4534498410585544,64,3,3,3,1.2963881980449934,0.005559320595209614,1.296400118048369,2.585451020258983e-13,3.0699196327318395e-11,0.03740348150435133
1,0.4534498410585544,64,3,3,4,1.3013252722568187,0.005050269656256716,1.3013350719310859,2.585451020258983e-13,3.0699196327318395e-11,0.03740348150435133
1,0.4534498410585544,64,3,5,0,1.3013252722568205,0.005050269656261763,1.3013350719310877,2.585451020258983e-13,3.0699196327318395e-11,0.03740348150435133
1,0.4534498410585544,64,3,1,0,1.3013252722568207,0.005050269656255879,1.3013350719310879,2.585451020258983e-13,3.0699196327318395e-11,0.03740348150435133
1,0.4534498410585544,64,3,1,1,1.3018819011518272,0.005606744309961015,1.3018939742269542,2.585451020258983e-13,3.0699196327318395e-11,0.03740348150435133
