beta0,control_gamma_pt_zero,threshold,max_step,threshold_reached,operational_RG_scale,log_scale_at_stop,gmax_at_stop,exchange_trace_real_at_stop,exchange_00_real_at_stop,exchange_00_imag_at_stop,exchange_01_real_at_stop,exchange_01_imag_at_stop,exchange_10_real_at_stop,exchange_10_imag_at_stop,exchange_11_real_at_stop,exchange_11_imag_at_stop,exchange_hermiticity_error,g_hermiticity_error,solver_function_evaluations,solver_status
0.45,0,0.3,0.005,1,0.21028931748475632,1.3177065188468837,0.29999999999999993,0.5850695851208344,0.26115585198241503,0.0,0.0,-3.3186597314882644e-20,0.0,3.3186597314882644e-20,0.32391373313841937,0.0,0.0,0.0,1586,1
0.45,0,0.4,0.02,1,0.17723421497552805,1.4887186974101714,0.40000000000000013,0.6393579252672563,0.27451294139244536,0.0,0.0,8.681600894794252e-21,0.0,-8.681600894794252e-21,0.3648449838748109,0.0,0.0,0.0,452,1
0.45,0,0.4,0.01,1,0.1772342149768816,1.4887186974025342,0.4,0.6393579252716628,0.27451294139447774,0.0,0.0,2.007542010581565e-20,0.0,-2.007542010581565e-20,0.364844983877185,0.0,0.0,0.0,896,1
0.45,0,0.4,0.005,1,0.17723421497690967,1.4887186974023758,0.3999999999999999,0.6393579252717512,0.27451294139451693,0.0,0.0,-9.785787515254923e-20,0.0,9.785787515254923e-20,0.36484498387723424,0.0,0.0,0.0,1790,1
0.45,0,0.5,0.02,1,0.15460014813433526,1.6253487093806775,0.49999999999999967,0.7037749826569766,0.29138102090638385,0.0,0.0,3.7049297726763387e-20,0.0,-3.7049297726763387e-20,0.4123939617505928,0.0,0.0,0.0,494,1
0.45,0,0.5,0.01,1,0.15460014813550332,1.6253487093731223,0.49999999999999994,0.703774982663687,0.2913810209111673,0.0,0.0,1.6844947399019786e-19,0.0,-1.6844947399019786e-19,0.4123939617525197,0.0,0.0,0.0,980,1
0.45,0,0.5,0.005,1,0.15460014813544962,1.6253487093734695,0.49999999999999994,0.7037749826636547,0.29138102091122364,0.0,0.0,-8.106114453334839e-20,0.0,8.106114453334839e-20,0.41239396175243104,0.0,0.0,0.0,1958,1
0.45,0,0.6,0.02,1,0.13809558853385911,1.7382446878047442,0.5999999999999999,0.7786932660730362,0.31192932989244987,0.0,0.0,3.828217388439519e-19,0.0,-3.828217388439519e-19,0.46676393618058637,0.0,0.0,0.0,530,1
0.45,0,0.6,0.01,1,0.13809558852334775,1.7382446878808608,0.6000000000000001,0.7786932660487633,0.3119293298829931,0.0,0.0,-7.03844247088366e-20,0.0,7.03844247088366e-20,0.4667639361657702,0.0,0.0,0.0,1046,1
0.45,0,0.6,0.005,1,0.1380955885234494,1.7382446878801248,0.6000000000000002,0.7786932660491733,0.3119293298832599,0.0,0.0,-1.9708081322927444e-19,0.0,1.9708081322927444e-19,0.46676393616591344,0.0,0.0,0.0,2090,1
0.45,0,0.75,0.02,1,0.12052297200445061,1.8743504299091658,0.7499999999999997,0.909999598563037,0.34957997797786966,0.0,0.0,9.682218082882626e-19,0.0,-9.682218082882626e-19,0.5604196205851674,0.0,0.0,0.0,572,1
0.45,0,0.75,0.01,1,0.12052297199890329,1.874350429955193,0.75,0.9099995985514497,0.34957997797083257,0.0,0.0,-2.64254185969863e-19,0.0,2.64254185969863e-19,0.5604196205806171,0.0,0.0,0.0,1130,1
0.45,0,0.75,0.005,1,0.12052297199835033,1.8743504299597809,0.7499999999999999,0.9099995985509932,0.34957997797083,0.0,0.0,-3.2417133552474273e-19,0.0,3.2417133552474273e-19,0.5604196205801633,0.0,0.0,0.0,2252,1
0.45,0,1.0,0.02,1,0.10248293832745813,2.0364944743302837,1.0000000000000002,1.170689220345114,0.42849847877215536,0.0,0.0,1.5967610303468868e-18,0.0,-1.5967610303468868e-18,0.7421907415729586,0.0,0.0,0.0,620,1
0.45,0,1.0,0.01,1,0.10248293827946399,2.036494474798597,1.0000000000000002,1.170689220272559,0.42849847866939933,0.0,0.0,-9.345290379473756e-19,0.0,9.345290379473756e-19,0.7421907416031597,0.0,0.0,0.0,1226,1
0.45,0,1.0,0.005,1,0.10248293827963766,2.0364944747969025,1.0,1.1706892202781811,0.4284984786751306,0.0,0.0,-6.229187155497007e-19,0.0,6.229187155497007e-19,0.7421907416030505,0.0,0.0,0.0,2450,1
0.45,1,0.2,0.02,1,0.23897492738407436,1.1898321636259763,0.20000000000000007,0.567694248139942,0.283847124069971,0.0,0.0,-5.244286997877462e-20,0.0,5.244286997877462e-20,0.283847124069971,0.0,0.0,0.0,362,1
0.45,1,0.2,0.01,1,0.23897492738448023,1.189832163624278,0.20000000000000007,0.5676942481416921,0.28384712407084606,0.0,0.0,-1.0818611036275846e-19,0.0,1.0818611036275846e-19,0.28384712407084606,0.0,0.0,0.0,716,1
0.45,1,0.2,0.005,1,0.23897492738448087,1.1898321636242752,0.19999999999999998,0.5676942481416948,0.2838471240708474,0.0,0.0,3.280010423903117e-20,0.0,-3.280010423903117e-20,0.2838471240708474,0.0,0.0,0.0,1430,1
0.45,1,0.25,0.02,1,0.21590829986230303,1.2913370238436364,0.2499999999999999,0.5941225499343805,0.29706127496719026,0.0,0.0,1.7793738965440796e-19,0.0,-1.7793738965440796e-19,0.29706127496719026,0.0,0.0,0.0,392,1
0.45,1,0.25,0.01,1,0.21590829986250576,1.2913370238426973,0.25000000000000006,0.5941225499353173,0.29706127496765866,0.0,0.0,-1.2039916581065666e-19,0.0,1.2039916581065666e-19,0.29706127496765866,0.0,0.0,0.0,782,1
0.45,1,0.25,0.005,1,0.2159082998624858,1.29133702384279,0.2499999999999999,0.5941225499352251,0.29706127496761253,0.0,0.0,8.392993945580468e-20,0.0,-8.392993945580468e-20,0.29706127496761253,0.0,0.0,0.0,1556,1
0.45,1,0.3,0.02,1,0.19841837906351875,1.3758129767424967,0.3,0.6223066469567087,0.3111533234783543,0.0,0.0,1.1879231011153046e-19,0.0,-1.1879231011153046e-19,0.31115332347835434,0.0,0.0,0.0,422,1
0.45,1,0.3,0.01,1,0.1984183790622341,1.375812976748971,0.2999999999999999,0.6223066469505186,0.3111533234752593,0.0,0.0,-2.7023098005971715e-19,0.0,2.7023098005971715e-19,0.3111533234752593,0.0,0.0,0.0,830,1
0.45,1,0.3,0.005,1,0.1984183790622451,1.3758129767489156,0.2999999999999999,0.6223066469505717,0.31115332347528585,0.0,0.0,-1.9379748985527437e-20,0.0,1.9379748985527437e-20,0.31115332347528585,0.0,0.0,0.0,1658,1
0.45,1,0.4,0.02,1,0.17297605897030574,1.5130376062451751,0.4000000000000004,0.6846591443201012,0.3423295721600506,0.0,0.0,2.633784540320823e-19,0.0,-2.633784540320823e-19,0.3423295721600506,0.0,0.0,0.0,464,1
0.45,1,0.4,0.01,1,0.1729760589704257,1.5130376062444817,0.40000000000000013,0.6846591443206971,0.34232957216034854,0.0,0.0,-2.007179230022817e-19,0.0,2.007179230022817e-19,0.34232957216034854,0.0,0.0,0.0,914,1
0.45,1,0.4,0.005,1,0.1729760589702979,1.5130376062452204,0.4000000000000001,0.6846591443200616,0.3423295721600308,0.0,0.0,-2.4909942273363316e-20,0.0,2.4909942273363316e-20,0.3423295721600308,0.0,0.0,0.0,1820,1
0.45,1,0.5,0.02,1,0.15495613871533973,1.6230487028677378,0.5,0.7556428864138143,0.37782144320690714,0.0,0.0,9.319438827819812e-20,0.0,-9.319438827819812e-20,0.37782144320690714,0.0,0.0,0.0,494,1
0.45,1,0.5,0.01,1,0.15495613871361746,1.6230487028788523,0.5,0.7556428864053728,0.37782144320268635,0.0,0.0,-1.3478186492055559e-19,0.0,1.3478186492055559e-19,0.3778214432026864,0.0,0.0,0.0,980,1
0.45,1,0.5,0.005,1,0.15495613871337538,1.6230487028804146,0.5000000000000002,0.7556428864041865,0.37782144320209327,0.0,0.0,-2.0735902597952927e-20,0.0,2.0735902597952927e-20,0.37782144320209327,0.0,0.0,0.0,1952,1
0.45,1,0.6,0.02,1,0.14143372403276322,1.7143595777470821,0.6000000000000003,0.8352584546253428,0.4176292273126714,0.0,0.0,2.6852915056911504e-19,0.0,-2.6852915056911504e-19,0.4176292273126714,0.0,0.0,0.0,524,1
0.45,1,0.6,0.01,1,0.1414337240296697,1.7143595777689549,0.5999999999999999,0.8352584546108126,0.41762922730540625,0.0,0.0,-1.4873179833530711e-19,0.0,1.4873179833530711e-19,0.4176292273054063,0.0,0.0,0.0,1034,1
0.45,1,0.6,0.005,1,0.14143372402936982,1.7143595777710752,0.6,0.8352584546094043,0.41762922730470214,0.0,0.0,-7.502561468585392e-21,0.0,7.502561468585392e-21,0.41762922730470214,0.0,0.0,0.0,2060,1
0.45,1,0.75,0.02,1,0.12663148688367906,1.824909613363718,0.75,0.9690158553617243,0.48450792768086215,0.0,0.0,-5.1371074066281e-19,0.0,5.1371074066281e-19,0.48450792768086215,0.0,0.0,0.0,554,1
0.45,1,0.75,0.01,1,0.12663148688792963,1.8249096133301514,0.7500000000000002,0.9690158553799104,0.48450792768995515,0.0,0.0,-5.561258109578967e-19,0.0,5.561258109578967e-19,0.48450792768995526,0.0,0.0,0.0,1100,1
0.45,1,0.75,0.005,1,0.12663148688751616,1.8249096133334166,0.7500000000000003,0.9690158553781416,0.48450792768907086,0.0,0.0,-2.284354724965448e-19,0.0,2.284354724965448e-19,0.4845079276890708,0.0,0.0,0.0,2192,1
0.45,1,1.0,0.02,1,0.11090466815526244,1.9575198168664525,1.0000000000000002,1.2193744331917233,0.6096872165958617,0.0,0.0,-5.366150057973152e-19,0.0,5.366150057973152e-19,0.6096872165958617,0.0,0.0,0.0,596,1
0.45,1,1.0,0.01,1,0.11090466808241287,1.957519817523319,1.0,1.219374432932364,0.6096872164661818,0.0,0.0,-1.3137568262225545e-18,0.0,1.3137568262225545e-18,0.609687216466182,0.0,0.0,0.0,1178,1
0.45,1,1.0,0.005,1,0.11090466808339315,1.9575198175144801,0.9999999999999999,1.2193744329358536,0.6096872164679268,0.0,0.0,-1.0259044986473697e-18,0.0,1.0259044986473697e-18,0.6096872164679267,0.0,0.0,0.0,2354,1
0.48,0,0.2,0.02,1,0.26640961241234107,1.081155783067467,0.2,0.5386347583715669,0.24938937614847853,0.0,0.0,1.5296218261525328e-19,0.0,-1.5296218261525328e-19,0.28924538222308843,0.0,0.0,0.0,332,1
0.48,0,0.2,0.01,1,0.26640961241189487,1.0811557830691418,0.20000000000000018,0.5386347583706198,0.24938937614819895,0.0,0.0,-1.157511233606477e-19,0.0,1.157511233606477e-19,0.28924538222242085,0.0,0.0,0.0,656,1
0.48,0,0.2,0.005,1,0.26640961241188604,1.081155783069175,0.2000000000000002,0.5386347583706003,0.24938937614819257,0.0,0.0,-7.31143860151594e-21,0.0,7.31143860151594e-21,0.2892453822224077,0.0,0.0,0.0,1304,1
0.48,0,0.25,0.02,1,0.234624968137802,1.208202444605507,0.25000000000000006,0.5597420869415741,0.2535424304498591,0.0,0.0,1.5480493657975363e-19,0.0,-1.5480493657975363e-19,0.30619965649171504,0.0,0.0,0.0,368,1
0.48,0,0.25,0.01,1,0.234624968138433,1.2082024446028177,0.25000000000000017,0.5597420869431599,0.25354243045042874,0.0,0.0,-8.29316062414474e-20,0.0,8.29316062414474e-20,0.3061996564927311,0.0,0.0,0.0,728,1
0.48,0,0.25,0.005,1,0.23462496813845088,1.2082024446027415,0.24999999999999997,0.5597420869432038,0.25354243045044417,0.0,0.0,7.212441873813046e-20,0.0,-7.212441873813046e-20,0.30619965649275965,0.0,0.0,0.0,1454,1
0.48,0,0.3,0.02,1,0.2109511024331159,1.3145644391150593,0.3,0.5830131279518667,0.2584126281434182,0.0,0.0,2.302141234950519e-20,0.0,-2.302141234950519e-20,0.32460049980844846,0.0,0.0,0.0,404,1
0.48,0,0.3,0.01,1,0.2109511024325977,1.3145644391175157,0.3,0.5830131279505752,0.2584126281429996,0.0,0.0,-6.971098610727996e-20,0.0,6.971098610727996e-20,0.3246004998075757,0.0,0.0,0.0,794,1
0.48,0,0.3,0.005,1,0.21095110243256954,1.3145644391176494,0.29999999999999993,0.5830131279505135,0.2584126281429854,0.0,0.0,1.0504634615021044e-19,0.0,-1.0504634615021044e-19,0.3246004998075281,0.0,0.0,0.0,1580,1
0.48,0,0.4,0.02,1,0.17746212760404947,1.4874335831728454,0.39999999999999997,0.6365317439190646,0.27044220238479616,0.0,0.0,1.6107754710246416e-19,0.0,-1.6107754710246416e-19,0.3660895415342685,0.0,0.0,0.0,452,1
0.48,0,0.4,0.01,1,0.17746212760552083,1.4874335831645542,0.40000000000000036,0.6365317439236549,0.2704422023868491,0.0,0.0,-2.461463318369563e-19,0.0,2.461463318369563e-19,0.36608954153680584,0.0,0.0,0.0,896,1
0.48,0,0.4,0.005,1,0.1774621276055697,1.4874335831642786,0.4000000000000001,0.6365317439238067,0.2704422023869168,0.0,0.0,1.0080307170810595e-19,0.0,-1.0080307170810595e-19,0.3660895415368899,0.0,0.0,0.0,1790,1
0.48,0,0.5,0.02,1,0.15461573490141395,1.625247894591095,0.4999999999999999,0.6999411102529133,0.28570317586193095,0.0,0.0,1.6438890307175115e-19,0.0,-1.6438890307175115e-19,0.41423793439098233,0.0,0.0,0.0,494,1
0.48,0,0.5,0.01,1,0.15461573490250718,1.6252478945840245,0.4999999999999998,0.6999411102586937,0.2857031758659346,0.0,0.0,-3.681255403441063e-19,0.0,3.681255403441063e-19,0.41423793439275913,0.0,0.0,0.0,980,1
0.48,0,0.5,0.005,1,0.15461573490244396,1.6252478945844335,0.5000000000000002,0.6999411102586346,0.28570317586597804,0.0,0.0,8.455833389333238e-20,0.0,-8.455833389333238e-20,0.4142379343926565,0.0,0.0,0.0,1958,1
0.48,0,0.6,0.02,1,0.13801424266602746,1.738833916155156,0.6,0.773499835005796,0.30429589921545586,0.0,0.0,1.0838537886994266e-19,0.0,-1.0838537886994266e-19,0.46920393579034014,0.0,0.0,0.0,530,1
0.48,0,0.6,0.01,1,0.1380142426554758,1.7388339162316095,0.6000000000000001,0.7734998349850947,0.3042958992094294,0.0,0.0,-5.292594369645947e-19,0.0,5.292594369645947e-19,0.46920393577566527,0.0,0.0,0.0,1046,1
0.48,0,0.6,0.005,1,0.13801424265553727,1.738833916231164,0.6000000000000001,0.7734998349853065,0.3042958992095556,0.0,0.0,8.259512999539651e-20,0.0,-8.259512999539651e-20,0.4692039357757509,0.0,0.0,0.0,2090,1
0.48,0,0.75,0.02,1,0.12038939976610048,1.87545931652263,0.7500000000000001,0.9019989413063081,0.33826000741728296,0.0,0.0,7.77085848507746e-20,0.0,-7.77085848507746e-20,0.5637389338890251,0.0,0.0,0.0,572,1
0.48,0,0.75,0.01,1,0.12038939975418379,1.8754593166216147,0.7500000000000001,0.9019989412873393,0.3382600074078777,0.0,0.0,-8.45740757112358e-19,0.0,8.45740757112358e-19,0.5637389338794615,0.0,0.0,0.0,1130,1
0.48,0,0.75,0.005,1,0.12038939975396216,1.8754593166234557,0.7499999999999999,0.9019989412877948,0.3382600074085115,0.0,0.0,9.485625098584944e-20,0.0,-9.485625098584944e-20,0.5637389338792833,0.0,0.0,0.0,2258,1
0.48,0,1.0,0.02,1,0.10231736354431963,2.038111413540819,0.9999999999999998,1.1561811165453797,0.4089322472472572,0.0,0.0,1.8862299334651153e-19,0.0,-1.8862299334651153e-19,0.7472488692981225,0.0,0.0,0.0,620,1
0.48,0,1.0,0.01,1,0.10231736348409501,2.038111414129425,0.9999999999999996,1.156181116549048,0.4089322472094247,0.0,0.0,-1.5875420977688427e-18,0.0,1.5875420977688427e-18,0.7472488693396233,0.0,0.0,0.0,1226,1
0.48,0,1.0,0.005,1,0.10231736348456216,2.0381114141248595,0.999999999999999,1.1561811165520286,0.40893224721272786,0.0,0.0,-1.4644960666371728e-19,0.0,1.4644960666371728e-19,0.7472488693393008,0.0,0.0,0.0,2450,1
0.48,1,0.2,0.02,1,0.23995652750228155,1.1857330321838147,0.2,0.5673473503013883,0.28367367515069414,0.0,0.0,2.0216005669907955e-19,0.0,-2.0216005669907955e-19,0.28367367515069414,0.0,0.0,0.0,362,1
0.48,1,0.2,0.01,1,0.23995652750280821,1.1857330321816197,0.2,0.5673473503036598,0.2836736751518299,0.0,0.0,-1.0037855650858452e-19,0.0,1.0037855650858452e-19,0.2836736751518299,0.0,0.0,0.0,716,1
0.48,1,0.2,0.005,1,0.23995652750281465,1.1857330321815929,0.2,0.5673473503036874,0.2836736751518437,0.0,0.0,-9.296036118547139e-20,0.0,9.296036118547139e-20,0.2836736751518437,0.0,0.0,0.0,1430,1
0.48,1,0.25,0.02,1,0.2168791078312331,1.286850712181334,0.24999999999999992,0.593656678827285,0.2968283394136425,0.0,0.0,4.0615227355836605e-19,0.0,-4.0615227355836605e-19,0.29682833941364256,0.0,0.0,0.0,392,1
0.48,1,0.25,0.01,1,0.21687910783206665,1.2868507121774906,0.25000000000000006,0.5936566788311335,0.29682833941556674,0.0,0.0,-1.0979151337988377e-19,0.0,1.0979151337988377e-19,0.29682833941556674,0.0,0.0,0.0,776,1
0.48,1,0.25,0.005,1,0.21687910783209277,1.28685071217737,0.24999999999999983,0.5936566788312536,0.2968283394156268,0.0,0.0,-1.957534391779777e-20,0.0,1.957534391779777e-20,0.2968283394156268,0.0,0.0,0.0,1550,1
0.48,1,0.3,0.02,1,0.19936517201400225,1.3710526253611819,0.30000000000000004,0.6217254936427209,0.31086274682136045,0.0,0.0,5.044720508098962e-19,0.0,-5.044720508098962e-19,0.31086274682136045,0.0,0.0,0.0,416,1
0.48,1,0.3,0.01,1,0.19936517201436904,1.371052625359342,0.30000000000000016,0.6217254936444855,0.31086274682224274,0.0,0.0,-1.1694612747344416e-19,0.0,1.1694612747344416e-19,0.31086274682224274,0.0,0.0,0.0,830,1
0.48,1,0.3,0.005,1,0.19936517201434917,1.3710526253594417,0.30000000000000004,0.6217254936443897,0.31086274682219484,0.0,0.0,-1.119559555299505e-19,0.0,1.119559555299505e-19,0.31086274682219484,0.0,0.0,0.0,1652,1
0.48,1,0.4,0.02,1,0.1738492642756383,1.5080021772158922,0.4000000000000002,0.6838918279686779,0.34194591398433893,0.0,0.0,3.038206004951732e-19,0.0,-3.038206004951732e-19,0.34194591398433893,0.0,0.0,0.0,458,1
0.48,1,0.4,0.01,1,0.17384926427777297,1.5080021772036134,0.39999999999999963,0.6838918279792431,0.34194591398962154,0.0,0.0,-3.458356701342647e-21,0.0,3.458356701342647e-21,0.34194591398962154,0.0,0.0,0.0,908,1
0.48,1,0.4,0.005,1,0.1738492642778369,1.5080021772032457,0.3999999999999999,0.68389182797956,0.34194591398978,0.0,0.0,-1.5047835105076525e-19,0.0,1.5047835105076525e-19,0.34194591398978,0.0,0.0,0.0,1814,1
0.48,1,0.5,0.02,1,0.15573661103074538,1.6180246142288388,0.5000000000000003,0.7548067744565312,0.3774033872282656,0.0,0.0,9.244561984553311e-19,0.0,-9.244561984553311e-19,0.3774033872282656,0.0,0.0,0.0,494,1
0.48,1,0.5,0.01,1,0.15573661102304415,1.6180246142782893,0.4999999999999995,0.7548067744191086,0.3774033872095543,0.0,0.0,-2.40548263350686e-20,0.0,2.40548263350686e-20,0.3774033872095543,0.0,0.0,0.0,974,1
0.48,1,0.5,0.005,1,0.15573661102315595,1.6180246142775714,0.4999999999999999,0.7548067744196526,0.3774033872098263,0.0,0.0,-5.966359135519989e-20,0.0,5.966359135519989e-20,0.3774033872098263,0.0,0.0,0.0,1946,1
0.48,1,0.6,0.02,1,0.14211647059986263,1.709543866811301,0.5999999999999998,0.8345276093116357,0.41726380465581786,0.0,0.0,4.782262119171187e-19,0.0,-4.782262119171187e-19,0.41726380465581786,0.0,0.0,0.0,518,1
0.48,1,0.6,0.01,1,0.14211647060465477,1.7095438667775813,0.5999999999999999,0.8345276093338307,0.41726380466691537,0.0,0.0,-2.0998813343088174e-19,0.0,2.0998813343088174e-19,0.41726380466691537,0.0,0.0,0.0,1028,1
0.48,1,0.6,0.005,1,0.14211647060467858,1.7095438667774137,0.6,0.8345276093339413,0.41726380466697066,0.0,0.0,1.8501288776525886e-19,0.0,-1.8501288776525886e-19,0.41726380466697066,0.0,0.0,0.0,2054,1
0.48,1,0.75,0.02,1,0.12718076030400596,1.8205814197175385,0.7499999999999999,0.9688079321067253,0.48440396605336267,0.0,0.0,-2.0022589934747023e-19,0.0,2.0022589934747023e-19,0.48440396605336267,0.0,0.0,0.0,554,1
0.48,1,0.75,0.01,1,0.12718076028044153,1.8205814199028214,0.7499999999999994,0.9688079320083346,0.4844039660041673,0.0,0.0,-2.0752087833389008e-19,0.0,2.0752087833389008e-19,0.4844039660041673,0.0,0.0,0.0,1100,1
0.48,1,0.75,0.005,1,0.1271807602803373,1.820581419903641,0.75,0.9688079320078998,0.4844039660039499,0.0,0.0,7.282506891564907e-19,0.0,-7.282506891564907e-19,0.4844039660039499,0.0,0.0,0.0,2192,1
0.48,1,1.0,0.02,1,0.11129763037594075,1.9539828360796063,1.0000000000000002,1.2207910210366621,0.6103955105183311,0.0,0.0,-1.2573693578926487e-18,0.0,1.2573693578926487e-18,0.6103955105183311,0.0,0.0,0.0,596,1
0.48,1,1.0,0.01,1,0.11129763036470795,1.953982836180532,0.9999999999999999,1.2207910209985293,0.6103955104992647,0.0,0.0,2.5540340591242774e-19,0.0,-2.5540340591242774e-19,0.6103955104992647,0.0,0.0,0.0,1178,1
0.48,1,1.0,0.005,1,0.11129763036261034,1.9539828361993787,1.000000000000001,1.2207910209914097,0.6103955104957048,0.0,0.0,3.136506414552446e-19,0.0,-3.136506414552446e-19,0.6103955104957048,0.0,0.0,0.0,2348,1
0.49,0,0.2,0.02,1,0.2668970228768055,1.0793279018152135,0.20000000000000004,0.5381843975232199,0.24885959600982627,0.0,0.0,-7.401135621368923e-21,0.0,7.401135621368923e-21,0.2893248015133936,0.0,0.0,0.0,332,1
0.49,0,0.2,0.01,1,0.2668970228760959,1.0793279018178723,0.19999999999999996,0.5381843975217001,0.24885959600936186,0.0,0.0,4.983969167073972e-20,0.0,-4.983969167073972e-20,0.28932480151233825,0.0,0.0,0.0,650,1
0.49,0,0.2,0.005,1,0.266897022876099,1.0793279018178605,0.2,0.5381843975217071,0.24885959600936416,0.0,0.0,-2.4214463362791422e-20,0.0,2.4214463362791422e-20,0.2893248015123429,0.0,0.0,0.0,1298,1
0.49,0,0.25,0.02,1,0.23494021532594328,1.2068597248017132,0.25000000000000006,0.5591851243031853,0.25283470564425714,0.0,0.0,-3.008185909599707e-20,0.0,3.008185909599707e-20,0.30635041865892826,0.0,0.0,0.0,368,1
0.49,0,0.25,0.01,1,0.2349402153265939,1.2068597247989439,0.24999999999999994,0.5591851243048092,0.25283470564484,0.0,0.0,1.2178279175959585e-19,0.0,-1.2178279175959585e-19,0.3063504186599691,0.0,0.0,0.0,728,1
0.49,0,0.25,0.005,1,0.234940215326614,1.2068597247988584,0.24999999999999997,0.5591851243048598,0.2528347056448585,0.0,0.0,-3.962714898465933e-20,0.0,3.962714898465933e-20,0.3063504186600013,0.0,0.0,0.0,1454,1
0.49,0,0.3,0.02,1,0.21114752852142085,1.313633727247836,0.30000000000000004,0.5823453367105226,0.2575116101676075,0.0,0.0,-1.2606668766269469e-20,0.0,1.2606668766269469e-20,0.3248337265429151,0.0,0.0,0.0,404,1
0.49,0,0.3,0.01,1,0.21114752852127594,1.3136337272485223,0.30000000000000004,0.5823453367101561,0.25751161016748364,0.0,0.0,4.648981838667468e-20,0.0,-4.648981838667468e-20,0.3248337265426724,0.0,0.0,0.0,794,1
0.49,0,0.3,0.005,1,0.21114752852122898,1.3136337272487448,0.29999999999999993,0.5823453367100476,0.2575116101674538,0.0,0.0,-1.568067210965567e-20,0.0,1.568067210965567e-20,0.32483372654259385,0.0,0.0,0.0,1580,1
0.49,0,0.4,0.02,1,0.17751811702462875,1.4871181322603466,0.39999999999999997,0.6356063859487915,0.2690976266263702,0.0,0.0,-8.991953030970067e-20,0.0,8.991953030970067e-20,0.3665087593224213,0.0,0.0,0.0,452,1
0.49,0,0.4,0.01,1,0.17751811702607917,1.487118132252176,0.39999999999999974,0.6356063859532376,0.2690976266283288,0.0,0.0,1.5420351551073694e-19,0.0,-1.5420351551073694e-19,0.3665087593249088,0.0,0.0,0.0,896,1
0.49,0,0.4,0.005,1,0.17751811702612535,1.4871181322519158,0.40000000000000013,0.6356063859533821,0.26909762662839387,0.0,0.0,-3.665911194556972e-20,0.0,3.665911194556972e-20,0.3665087593249883,0.0,0.0,0.0,1790,1
0.49,0,0.5,0.02,1,0.1546069926262157,1.6253044381399506,0.5,0.6986675415994013,0.2838178778110505,0.0,0.0,-4.8953262817339967e-20,0.0,4.8953262817339967e-20,0.41484966378835075,0.0,0.0,0.0,494,1
0.49,0,0.5,0.01,1,0.15460699262737637,1.6253044381324433,0.5000000000000001,0.6986675416050847,0.28381787781485535,0.0,0.0,5.599502237541584e-20,0.0,-5.599502237541584e-20,0.41484966379022936,0.0,0.0,0.0,980,1
0.49,0,0.5,0.005,1,0.15460699262731822,1.6253044381328194,0.5000000000000001,0.6986675416050383,0.28381787781490314,0.0,0.0,4.823051103398297e-20,0.0,-4.823051103398297e-20,0.4148496637901352,0.0,0.0,0.0,1958,1
0.49,0,0.6,0.02,1,0.1379801844814519,1.7390807195786921,0.5999999999999999,0.7717419776051253,0.30174793712426246,0.0,0.0,-1.0409283443872101e-19,0.0,1.0409283443872101e-19,0.46999404048086285,0.0,0.0,0.0,530,1
0.49,0,0.6,0.01,1,0.137980184470977,1.7390807196546079,0.6000000000000002,0.7717419775857588,0.30174793711942427,0.0,0.0,1.1595126557715774e-19,0.0,-1.1595126557715774e-19,0.4699940404663346,0.0,0.0,0.0,1046,1
0.49,0,0.6,0.005,1,0.13798018447101937,1.739080719654301,0.6,0.7717419775858998,0.3017479371195064,0.0,0.0,7.20626800441045e-20,0.0,-7.20626800441045e-20,0.4699940404663933,0.0,0.0,0.0,2090,1
0.49,0,0.75,0.02,1,0.1203483940771982,1.8757999833422783,0.7500000000000006,0.899209322034821,0.33445162462571787,0.0,0.0,-1.7821619517722388e-19,0.0,1.7821619517722388e-19,0.5647576974091031,0.0,0.0,0.0,572,1
0.49,0,0.75,0.01,1,0.12034839406339921,1.875799983456937,0.7499999999999999,0.8992093220151698,0.3344516246171341,0.0,0.0,9.390965566780407e-20,0.0,-9.390965566780407e-20,0.5647576973980357,0.0,0.0,0.0,1130,1
0.49,0,0.75,0.005,1,0.12034839406328722,1.8757999834578676,0.7500000000000001,0.8992093220157994,0.3344516246178534,0.0,0.0,7.672331102177686e-20,0.0,-7.672331102177686e-20,0.564757697397946,0.0,0.0,0.0,2258,1
0.49,0,1.0,0.02,1,0.10227906102741638,2.0384858337432337,1.0,1.1509140347118694,0.4022704650193396,0.0,0.0,-7.917835453028393e-20,0.0,7.917835453028393e-20,0.7486435696925298,0.0,0.0,0.0,620,1
0.49,0,1.0,0.01,1,0.10227906096656038,2.0384858343382333,1.0000000000000002,1.1509140347427977,0.4022704650079121,0.0,0.0,1.5206851579716692e-19,0.0,-1.5206851579716692e-19,0.7486435697348858,0.0,0.0,0.0,1226,1
0.49,0,1.0,0.005,1,0.10227906096692102,2.038485834334707,1.0000000000000007,1.1509140347448716,0.4022704650102361,0.0,0.0,1.7911899060437149e-19,0.0,-1.7911899060437149e-19,0.7486435697346354,0.0,0.0,0.0,2450,1
0.49,1,0.2,0.02,1,0.24028565941452282,1.1843623405922021,0.20000000000000004,0.567231624566067,0.2836158122830335,0.0,0.0,-2.0017909137832094e-19,0.0,2.0017909137832094e-19,0.2836158122830335,0.0,0.0,0.0,362,1
