beta0,control_gamma_pt_zero,threshold,max_step,threshold_reached,operational_RG_scale,log_scale_at_stop,gmax_at_stop,exchange_trace_real_at_stop,exchange_00_real_at_stop,exchange_00_imag_at_stop,exchange_01_real_at_stop,exchange_01_imag_at_stop,exchange_10_real_at_stop,exchange_10_imag_at_stop,exchange_11_real_at_stop,exchange_11_imag_at_stop,exchange_hermiticity_error,g_hermiticity_error,solver_function_evaluations,solver_status
0.35,1,0.2,0.02,1,0.2357676434629711,1.2033440452827535,0.19999999999999993,0.5688464197664611,0.28442320988323055,0.0,0.0,1.0837224091243781e-19,0.0,-1.0837224091243781e-19,0.28442320988323055,0.0,0.0,0.0,368,1
0.35,1,0.2,0.01,1,0.2357676434629939,1.2033440452826567,0.19999999999999996,0.5688464197665595,0.28442320988327974,0.0,0.0,-4.858322922798864e-20,0.0,4.858322922798864e-20,0.28442320988327974,0.0,0.0,0.0,728,1
0.35,1,0.2,0.005,1,0.23576764346296522,1.2033440452827784,0.19999999999999993,0.568846419766436,0.284423209883218,0.0,0.0,-1.0026681117103425e-19,0.0,1.0026681117103425e-19,0.284423209883218,0.0,0.0,0.0,1448,1
0.35,1,0.25,0.02,1,0.21273622366868636,1.3061377919684638,0.24999999999999997,0.5956716742800328,0.2978358371400164,0.0,0.0,-2.5769109482998854e-20,0.0,2.5769109482998854e-20,0.2978358371400164,0.0,0.0,0.0,398,1
0.35,1,0.25,0.01,1,0.21273622366947229,1.3061377919647696,0.25000000000000006,0.5956716742836708,0.2978358371418354,0.0,0.0,4.8574777609089876e-20,0.0,-4.8574777609089876e-20,0.2978358371418354,0.0,0.0,0.0,788,1
0.35,1,0.25,0.005,1,0.21273622366948933,1.3061377919646895,0.24999999999999992,0.5956716742837495,0.2978358371418747,0.0,0.0,-1.4723752347410282e-19,0.0,1.4723752347410282e-19,0.2978358371418747,0.0,0.0,0.0,1574,1
0.35,1,0.3,0.02,1,0.19532525932105155,1.3915246381909048,0.2999999999999997,0.6242401372059285,0.31212006860296426,0.0,0.0,-5.946267590725616e-20,0.0,5.946267590725616e-20,0.31212006860296426,0.0,0.0,0.0,422,1
0.35,1,0.3,0.01,1,0.1953252593213076,1.391524638189594,0.29999999999999993,0.6242401372071699,0.31212006860358493,0.0,0.0,-5.722021967490904e-20,0.0,5.722021967490904e-20,0.31212006860358493,0.0,0.0,0.0,842,1
0.35,1,0.3,0.005,1,0.19532525932127165,1.391524638189778,0.2999999999999999,0.6242401372069957,0.31212006860349784,0.0,0.0,-1.1526494327288345e-19,0.0,1.1526494327288345e-19,0.31212006860349784,0.0,0.0,0.0,1676,1
0.35,1,0.4,0.02,1,0.17012357769524544,1.5296657031262035,0.40000000000000013,0.6872146114569836,0.3436073057284918,0.0,0.0,1.0671158065919201e-19,0.0,-1.0671158065919201e-19,0.3436073057284918,0.0,0.0,0.0,464,1
