beta0,control_gamma_pt_zero,threshold,threshold_reached,inverse_flow_scale,inverse_flow_log_scale_at_stop,nonlinear_Riccati_scale,relative_scale_difference
0.5,0,0.3,1,0.21133198755502938,1.312760505998945,0.21133198755502938,0.0
0.5,0,1.0,1,0.10224948933090056,2.038775003120028,0.1022494893308869,1.33553167768872e-13
0.5,1,0.3,1,0.20000105160746012,1.3678681791401328,0.20000105160745982,1.5265486322099431e-15
0.5,1,1.0,1,0.11155838407645696,1.9516427258505864,0.11155838407653239,6.761103377378363e-13
