beta0,control_gamma_pt_zero,log_scale,cutoff,gmax,exchange_trace_real
0.5,0,1.8217746670932555,0.1270290927020114,0.6856037729510023,0.8396623354221819
0.5,0,1.8284478343719854,0.12618422841274068,0.6931334291069763,0.8461092614031684
0.5,0,1.8351210016507153,0.12534498327458016,0.7007631765355875,0.8526923469029752
0.5,0,1.8417941689294453,0.12451131991483035,0.7084955174546055,0.8594153069022599
0.5,0,1.8484673362081752,0.12368320120935573,0.716333054093371,0.8662819907752283
0.5,0,1.855140503486905,0.12286059028093166,0.7242784933583832,0.8732963885040244
0.5,0,1.8618136707656348,0.12204345049760204,0.7323346517480488,0.8804626372386505
0.5,0,1.8684868380443647,0.12123174547104813,0.7405044605382505,0.8877850282312442
0.5,0,1.8751600053230946,0.12042543905496819,0.7487909712556973,0.8952680141684117
0.5,0,1.8818331726018245,0.11962449534346767,0.7571973614526967,0.9029162169230733
0.5,0,1.8885063398805544,0.11882887866946046,0.7657269408100388,0.9107344357614512
0.5,0,1.8951795071592843,0.11803855360308044,0.7743831575891426,0.9187276560348792
0.5,0,1.9018526744380142,0.1172534849501038,0.7831696054509286,0.9269010583837677
0.5,0,1.9085258417167439,0.11647363775038187,0.7920900306744936,0.9352600284980539
0.5,0,1.9151990089954738,0.11569897727628407,0.8011483398021396,0.9438101674715556
0.5,0,1.9218721762742037,0.11492946903115174,0.8103486077332198,0.952557302785249
0.5,0,1.9285453435529336,0.11416507874776173,0.8196950863080795,0.9615074999750255
0.5,0,1.9352185108316635,0.11340577238680054,0.8291922134156196,0.970667075031404
0.5,0,1.9418916781103934,0.1126515161353485,0.8388446226535787,0.9800426075763959
0.5,0,1.9485648453891233,0.11190227640537401,0.8486571535933686,0.9896409548876179
0.5,0,1.955238012667853,0.1111580198322378,0.8586348626921132,0.9994692668303709
0.5,0,1.961911179946583,0.1104187132732072,0.86878303488983,1.0095350017563984
0.5,0,1.9685843472253128,0.10968432380598021,0.8791071959572894,1.0198459434584701
0.5,0,1.9752575145040427,0.10895481872721952,0.8896131256492499,1.0304102192590465
0.5,0,1.9819306817827727,0.10823016555109607,0.9003068717128405,1.0412363193098721
0.5,0,1.9886038490615026,0.10751033200784246,0.9111947648346254,1.0523331172168073
0.5,0,1.9952770163402322,0.10679528604231599,0.9222834345970374,1.0637098920916166
0.5,0,2.001950183618962,0.10608499581257103,0.9335798265099797,1.0753763521320905
0.5,0,2.0086233508976923,0.10537942968844126,0.9450912202249201,1.0873426598783775
0.5,0,2.015296518176422,0.10467855625013112,0.9568252490236678,1.0996194592789517
0.5,0,2.0219696854551517,0.10398234428681642,0.9687899206694607,1.1122179047010723
0.5,0,2.028642852733882,0.10329076279525472,0.9809936397595163,1.1251496920788797
0.5,0,2.0353160200126115,0.10260378097840467,0.993445231700365,1.1384270923758144
0.5,0,2.0419891872913416,0.1019213682440544,1.0061539684236818,1.1520629875424249
0.5,0,2.0486623545700713,0.10124349420345954,1.019129596024736,1.166070909224386
0.5,0,2.0553355218488014,0.10057012866998961,1.0323823644847623,1.1804650804571821
0.5,0,2.062008689127531,0.09990124165778402,1.0459230596367362,1.1952604605929047
0.5,0,2.068681856406261,0.09923680338041665,1.05976303761549,1.2104727937991457
0.5,0,2.075355023684991,0.0985767842495694,1.0739142620088111,1.22611866144987
0.5,0,2.0820281909637206,0.09792115487371474,1.0883893439278634,1.2422155387446854
0.5,0,2.0887013582424507,0.0972698860568066,1.1032015853190955,1.2587818560153696
0.5,0,2.0953745255211804,0.09662294879698057,1.1183650258121178,1.2758370651577615
0.5,0,2.1020476927999105,0.09598031428526203,1.133894493405554,1.2934017116554049
0.5,0,2.1087208600786402,0.09534195390428364,1.1498056594268935,1.3114975128222361
0.5,0,2.11539402735737,0.0947078392270106,1.1661150981716824,1.3301474428722395
0.5,0,2.1220671946361,0.09407794201547498,1.1828403516445358,1.3493758254707533
0.5,0,2.1287403619148297,0.09345223421951827,1.199999999999999,1.369208434637082
0.5,1,0.0,0.7853981633974483,0.015208603142766525,0.48
0.5,1,0.006352673677793539,0.7804245995984369,0.015410180261805403,0.4800933730376755
0.5,1,0.012705347355587078,0.7754825310817113,0.01561451171867343,0.480188002432456
0.5,1,0.019058021033380616,0.770571758402196,0.01582163703892576,0.48028390584778013
0.5,1,0.025410694711174155,0.7656920833778094,0.016031596354633214,0.4803811012137432
0.5,1,0.03176336838896769,0.7608433090814652,0.01624443041435237,0.48047960673154166
0.5,1,0.03811604206676123,0.7560252398331258,0.016460180593264775,0.4805794408780005
0.5,1,0.04446871574455477,0.7512376811919044,0.016678888903487794,0.48068062241018533
0.5,1,0.05082138942234831,0.7464804399482188,0.01690059800455963,0.4807831703700994
0.5,1,0.05717406310014185,0.7417533241159938,0.017125351214101414,0.4808871040894693
0.5,1,0.06352673677793538,0.7370561429249134,0.017353192518658835,0.4809924431946213
0.5,1,0.06987941045572893,0.7323887068127217,0.0175841665847262,0.4810992076114485
0.5,1,0.07623208413352246,0.7277508274175732,0.0178183187699553,0.4812074175704704
