beta0,control_gamma_pt_zero,omega,rho_min_eigenvalue,rho_max_eigenvalue,rho_trace,resolvent_sandwich_identity_error
0.5,0,-0.16000000000000003,0.15915494309189532,1.7507043740108483,1.9098593171027436,1.1156289228552593e-16
0.5,0,-0.15900000000000003,0.16043440749164106,1.7647784824080524,1.9252128898996934,2.2727988099481335e-16
0.5,0,-0.15800000000000003,0.161726392736404,1.7789903201004456,1.9407167128368497,2.253970364372673e-16
0.5,0,-0.15700000000000003,0.1630310052415122,1.7933410576566349,1.9563720628981471,2.2235336000303035e-16
0.5,0,-0.15600000000000003,0.1643483509829567,1.8078318608125246,1.972180211795481,2.2237655909227916e-16
0.5,0,-0.15500000000000003,0.16567853542422395,1.8224638896664653,1.9881424250906894,4.001299567368138e-17
0.5,0,-0.15400000000000003,0.16702166343991526,1.8372382978390691,2.004259961278984,2.232897001118399e-16
0.5,0,-0.15300000000000002,0.16837783923604982,1.8521562315965494,2.0205340708325994,2.221512342786438e-16
0.5,0,-0.15200000000000002,0.16974716626695308,1.8672188289364853,2.0369659952034382,2.2630089355070384e-16
0.5,0,-0.15100000000000002,0.17112974714861995,1.8824272186348194,2.0535569657834394,1.2303956026297682e-16
0.5,0,-0.15000000000000002,0.17252568356845005,1.8977825192529525,2.0703082028214026,3.330716135284797e-16
0.5,0,-0.14900000000000002,0.17393507619124637,1.9132858381037114,2.087220914294958,2.2378217004201514e-16
0.5,0,-0.14800000000000002,0.1753580245613655,1.9289382701750204,2.1042962947363857,2.2214918527748007e-16
0.5,0,-0.14700000000000002,0.17679462700091103,1.9447408970100233,2.1215355240109344,1.1403542605515815e-16
0.5,0,-0.14600000000000002,0.17824498050385862,1.9606947855424444,2.138939766046303,5.1670014966629046e-17
0.5,0,-0.14500000000000002,0.17970918062599323,1.9768009868859266,2.15651016751192,2.323699358963015e-16
0.5,0,-0.14400000000000002,0.18118732137055477,1.9930605350761028,2.1742478564466574,2.2805283779827443e-16
0.5,0,-0.14300000000000002,0.1826794950694659,2.009474445764124,2.1921539408335895,2.3282535924482915e-16
0.5,0,-0.14200000000000002,0.1841857922600339,2.026043714860374,2.210229507120408,2.233593149240771e-16
0.5,0,-0.14100000000000001,0.18570630155700868,2.042769317127095,2.2284756186841035,2.223413142405486e-16
0.5,0,-0.14,0.18724110951987666,2.0596522047186454,2.2468933142385223,1.1678457254585837e-16
0.5,0,-0.139,0.18879030051528162,2.0766933056680985,2.26548360618338,2.2267778321305384e-16
0.5,0,-0.138,0.19035395657444726,2.0938935223189192,2.2842474788933664,4.44250151973972e-16
0.5,0,-0.137,0.1919321572454944,2.1112537297004415,2.303185886945936,2.22216787313563e-16
