iteration,scale,ground_charge,charge,matrix_rank,energy_real,energy_imag,pole_real,pole_imag,matrix_support_abs,add11_real,add11_imag,add12_real,add12_imag,add21_real,add21_imag,add22_real,add22_imag,rem11_real,rem11_imag,rem12_real,rem12_imag,rem21_real,rem21_imag,rem22_real,rem22_imag,max_residual,biorth_error,min_pair_overlap
0,0.7853981633974483,2,3,0,0.22131862076376224,0.0019417772552690444,0.17382323827351523,0.0015250682900152456,26.653509154864196,5.0015355745341,-4.666998512889045,4.672480466206709,4.748999390636494,4.672480466206707,4.748999390636493,-4.5030000221691475,4.671309244606696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.83592733721496e-15,2.71793580691928e-13,0.0006999998479629094
0,0.7853981633974483,2,1,1,0.2213186207637593,0.0019417772552730449,-0.17382323827351293,-0.0015250682900183876,26.653509154854092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.503000022159421,4.671309244612974,-4.672480466212993,-4.748999390626771,-4.672480466212993,-4.748999390626771,5.0015355745243735,-4.666998512895323,4.83592733721496e-15,2.71793580691928e-13,0.0006999998479629094
0,0.7853981633974483,2,3,2,0.21746800553962276,-0.0019074366224561714,0.17079897214852582,-0.001498097220074109,26.192435679786414,-4.344362675197045,4.666985772363201,-4.672353065652482,-4.586049701923847,-4.672353065652482,-4.586049701923847,4.834273525410838,-4.6712953136013535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.83592733721496e-15,2.71793580691928e-13,0.0006999998479629094
0,0.7853981633974483,2,1,3,0.21746800553962553,-0.0019074366224601678,-0.170798972148528,0.0014980972200772478,26.192435679781035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.834273525401164,-4.67129531360896,4.672353065660094,4.5860497019141775,4.6723530656600945,4.586049701914178,-4.344362675187369,4.666985772370806,4.83592733721496e-15,2.71793580691928e-13,0.0006999998479629094
0,0.7853981633974483,2,1,4,0.6664711203322237,0.00148559420656296,-0.5234451938663682,-0.0011667829613884381,0.31360780554653644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05333005128434972,0.054626156017072366,-0.054621590396536274,-0.0562245332103671,-0.05462159039653619,-0.056224533210367036,0.059195430225453594,-0.054538256938943284,4.83592733721496e-15,2.71793580691928e-13,0.0006999998479629094
0,0.7853981633974483,2,3,5,0.6664711203322247,0.0014855942065623345,0.523445193866369,0.001166782961387947,0.3136078055465187,0.059195430225477734,-0.054538256938911324,0.054621590396504716,0.056224533210391586,0.05462159039650462,0.05622453321039152,-0.05333005128437455,0.05462615601704123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.83592733721496e-15,2.71793580691928e-13,0.0006999998479629094
0,0.7853981633974483,2,1,6,0.6635832060273282,-0.0014013633721357242,-0.5211770312752542,0.0011006282187278526,0.3041386087519036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.055760455446953835,-0.0546257132803213,0.05461820994385245,0.05287813938892823,0.05461820994385245,0.05287813938892817,-0.05007223696680475,0.054536623722694036,4.83592733721496e-15,2.71793580691928e-13,0.0006999998479629094
0,0.7853981633974483,2,3,7,0.6635832060273273,-0.001401363372135103,0.5211770312752534,-0.0011006282187273648,0.3041386087518527,-0.05007223696682892,0.05453662372265226,-0.054618209943811155,-0.05287813938895261,-0.05461820994381102,-0.05287813938895252,0.05576045544697849,-0.05462571328028042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.83592733721496e-15,2.71793580691928e-13,0.0006999998479629094
1,0.4534498410585544,3,4,0,0.09643079418967826,0.005372818532041113,0.04372652829845978,0.0024363037093904985,48.470418733917974,9.020221861055806,-8.567059167104619,8.57297466137149,8.560905119638514,8.572974661370786,8.56090511964021,-8.113582147184813,8.566896492831987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0575673671226256e-13,2.5519617446541648e-11,0.03506323293289826
1,0.4534498410585544,3,2,1,0.09643079418967115,0.005372818532042601,-0.04372652829845656,-0.002436303709391173,48.47041873391653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.113582147184626,8.566896492831685,-8.572974661371145,-8.560905119638328,-8.572974661370477,-8.560905119640038,9.020221861055632,-8.567059167104265,1.0575673671226256e-13,2.5519617446541648e-11,0.03506323293289826
1,0.4534498410585544,3,2,2,1.2630403485277772,-0.00023049394379544806,-0.5727254452904618,0.0001045174421790053,2.0849484627932005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3850593242547912,-0.37158632064199204,0.37168356916502115,0.3653004779955905,0.3716835691647486,0.3653004779957252,-0.34606163048406335,0.37126903301941955,1.0575673671226256e-13,2.5519617446541648e-11,0.03506323293289826
1,0.4534498410585544,3,4,3,1.263040348527782,-0.00023049394380437235,0.5727254452904639,-0.00010451744218305202,2.084948462775409,-0.3460616304814599,0.3712690330157348,-0.3716835691612576,-0.3653004779930773,-0.371683569161163,-0.3653004779930219,0.3850593242521837,-0.37158632063832464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0575673671226256e-13,2.5519617446541648e-11,0.03506323293289826
